record_kind,control_tick,physics_substep,time_s,qpos0,qpos1,qpos2,qpos3,qpos4,qpos5,qpos6,qpos7,qpos8,qpos9,qpos10,qpos11,qpos12,qpos13,qpos14,qpos15,qpos16,qvel0,qvel1,qvel2,qvel3,qvel4,qvel5,qvel6,qvel7,qvel8,qvel9,qvel10,qvel11,qvel12,qvel13,qvel14,qvel15,ctrl0,ctrl1,ctrl2,ctrl3,ctrl4,ctrl5,qacc0,qacc1,qacc2,qacc3,qacc4,qacc5,qacc6,qacc7,qacc8,qacc9,qacc10,qacc11,qacc12,qacc13,qacc14,qacc15
stepped,6,2,0.066000000000000045,-3.930352852860816e-06,0.00028675841682805939,0.34773877884186483,0.99999989152439783,-0.00044296240811957403,-0.00013342621844662081,-5.4156629427662004e-05,-0.3446146119265831,0.57181233076283111,-0.0012820475425679573,-0.57497140627225285,-0.57541561620319603,-0.35359232806787722,0.5682230760253183,0.00020253184812068576,0.5714051431988133,-0.57184197392046399,-4.6692060237013809e-05,0.0076504964247158863,0.00024141923909074873,-0.023324484131428604,-0.0033430150629574313,-0.0035970773360184814,-0.023715217855440826,0.037680831908401283,-0.0098782563052113477,-0.037715658225059907,-0.037761846353788646,0.029317994801873748,-0.034870095344823368,0.0039190049659097734,-0.034854279561057605,0.034855208512356711,0.047882088405690221,3.1471660422000083,7.1384949298208445e-08,-0.045718349188012306,3.2332243171659676,6.6450258549894702e-08,0.0021369981752890239,0.071615151162853011,-0.0083245103799390718,-0.217171067594604,0.096795282964526594,-0.070710698780028169,-0.27419013373308393,0.091729380890723439,0.44224620380810825,-0.082061713268933356,-0.078553069533231573,0.23466205239402105,-0.35882619833153101,-0.23038360157775978,-0.35534183338771202,0.35597041328921042
stepped,6,3,0.068000000000000047,-4.0151889811926431e-06,0.00030234587022708465,0.3477392283823032,0.99999988008326213,-0.00046672090334939312,-0.00013657601188814798,-5.7896902671322525e-05,-0.34466313912265223,0.57188805934404996,-0.0013000350705249834,-0.57504716583584048,-0.57549145410857871,-0.35353275343025475,0.56815190053005049,0.00020944832373388472,0.57133401327227562,-0.57177083962184627,-4.2418064165913637e-05,0.0077937266995126283,0.00022477021919939147,-0.023758826191243591,-0.0031494245062866069,-0.0037384986918255298,-0.024263598034564699,0.037864290609430994,-0.008993763978513045,-0.037879781793799021,-0.037918952691342635,0.029787318811233979,-0.035587747633912481,0.0034582378065994832,-0.035564963268856713,0.035567149308864877,0.047882088405690221,3.1471660422000083,7.1384949298208445e-08,-0.045718349188012306,3.2332243171659676,6.6450258549894702e-08,0.0021736077771386765,0.069019286971336705,-0.008307369317789446,-0.20898812903304251,0.097075559395939773,-0.067763653394511819,-0.28015239721610252,0.10528772534080137,0.43144362669639141,-0.096613349471576349,-0.09338175165382516,0.22316184500711753,-0.34302278474677894,-0.24074899028604141,-0.3400639995791418,0.34068829028914682
stepped,6,4,0.070000000000000048,-4.0913306789821413e-06,0.00031820940072013352,0.34773964469326607,0.99999986786739981,-0.00049089734468368308,-0.000139531693215564,-6.1772850830037532e-05,-0.34471278692813295,0.57196420907604362,-0.001316296824132326,-0.57512331185308652,-0.57556766554131644,-0.3534722861454383,0.56807935294385281,0.00021540180347722954,0.57126152308966005,-0.57169834257013097,-3.8070848894749111e-05,0.0079317652465244297,0.00020815548142685429,-0.024176802375726971,-0.0029552733967186098,-0.0038740259578973419,-0.024823902740355182,0.038074865996828439,-0.0081308768036712862,-0.038073008623032284,-0.038105716368839096,0.030233642408226874,-0.036273793098838783,0.0029767398716724061,-0.036245091307760248,0.036248525857646936,0.047882088405690221,3.1471660422000083,7.1384949298208445e-08,-0.045718349188012306,3.2332243171659676,6.6450258549894702e-08,0.0022076186379594346,0.066407392679756649,-0.0082924550379652445,-0.20079840223361328,0.097337624334793232,-0.064979291100696238,-0.28496974102128975,0.11668296921582935,0.42233437625067688,-0.10892298364818132,-0.1059733536870463,0.21198500689365202,-0.32751354760145035,-0.25109168957202033,-0.3249842860316754,0.32559629200300544
pre_command,7,-1,0.070000000000000048,-4.0913306789821413e-06,0.00031820940072013352,0.34773964469326607,0.99999986786739981,-0.00049089734468368308,-0.000139531693215564,-6.1772850830037532e-05,-0.34471278692813295,0.57196420907604362,-0.001316296824132326,-0.57512331185308652,-0.57556766554131644,-0.3534722861454383,0.56807935294385281,0.00021540180347722954,0.57126152308966005,-0.57169834257013097,-3.8070848894749111e-05,0.0079317652465244297,0.00020815548142685429,-0.024176802375726971,-0.0029552733967186098,-0.0038740259578973419,-0.024823902740355182,0.038074865996828439,-0.0081308768036712862,-0.038073008623032284,-0.038105716368839096,0.030233642408226874,-0.036273793098838783,0.0029767398716724061,-0.036245091307760248,0.036248525857646936,0.047882088405690221,3.1471660422000083,7.1384949298208445e-08,-0.045718349188012306,3.2332243171659676,6.6450258549894702e-08,0.0022076186379594346,0.066407392679756649,-0.0082924550379652445,-0.20079840223361328,0.097337624334793232,-0.064979291100696238,-0.28496974102128975,0.11668296921582935,0.42233437625067688,-0.10892298364818132,-0.1059733536870463,0.21198500689365202,-0.32751354760145035,-0.25109168957202033,-0.3249842860316754,0.32559629200300544
post_command,7,-1,0.070000000000000048,-4.0913306789821413e-06,0.00031820940072013352,0.34773964469326607,0.99999986786739981,-0.00049089734468368308,-0.000139531693215564,-6.1772850830037532e-05,-0.34471278692813295,0.57196420907604362,-0.001316296824132326,-0.57512331185308652,-0.57556766554131644,-0.3534722861454383,0.56807935294385281,0.00021540180347722954,0.57126152308966005,-0.57169834257013097,-3.8070848894749111e-05,0.0079317652465244297,0.00020815548142685429,-0.024176802375726971,-0.0029552733967186098,-0.0038740259578973419,-0.024823902740355182,0.038074865996828439,-0.0081308768036712862,-0.038073008623032284,-0.038105716368839096,0.030233642408226874,-0.036273793098838783,0.0029767398716724061,-0.036245091307760248,0.036248525857646936,0.049186848499536112,3.1482428068669952,9.2088069260386685e-08,-0.047175691725719421,3.2319437131032362,8.8762041886170966e-08,0.002467170817288606,0.063604144945493116,-0.0095613714858715157,-0.19927949030037279,0.11173788098653319,-0.091426979099946876,-0.33127408080110954,0.10939317503685776,0.54792208410934207,-0.099205070947646704,-0.095929823501615816,0.22942785962699391,-0.32347109662923718,-0.36172092491665198,-0.31860583871466136,0.31893950426063206
stepped,7,0,0.07200000000000005,-4.1576036941374682e-06,0.00033432734774194368,0.34774002275874494,0.99999985485770826,-0.00051547230525218638,-0.00014226396387721703,-6.5831818152461727e-05,-0.34476375982974222,0.57204079638061045,-0.0013303668896052026,-0.57519985469082746,-0.57564426069359476,-0.35341090114937668,0.56800551147347011,0.00021990839965954778,0.57118775848363901,-0.57162456976051701,-3.3136507577663334e-05,0.0080589735109050861,0.00018903273944254024,-0.024575361284779888,-0.0027317976452737791,-0.0040568798687264911,-0.025486450804633933,0.038293652283403992,-0.0070350327364382872,-0.038271418870477435,-0.038297576139141684,0.030692498030800663,-0.036920735191342889,0.0022532980911591197,-0.036882303010530637,0.036886404806982964,0.049186848499536112,3.1482428068669952,9.2088069260386685e-08,-0.047175691725719421,3.2319437131032362,8.8762041886170966e-08,0.0024986314086011228,0.061049543299966598,-0.0095482176096983694,-0.19112608616768165,0.11198059371964865,-0.087986965642227577,-0.33457777948759793,0.11896103015016439,0.54040582263418557,-0.11024007064775963,-0.10730499587998682,0.21814035418479791,-0.30846734413844146,-0.37200932933905034,-0.30455857894693961,0.3049225109944021
stepped,7,1,0.074000000000000052,-4.213882184300779e-06,0.0003506894928873098,0.34774036263135533,0.99999984103377415,-0.0005404294777607725,-0.00014477233884904487,-7.0066929118935194e-05,-0.34481607104227563,0.57211785952916805,-0.0013422753319866853,-0.5752768384890421,-0.57572128506605968,-0.35334864359208662,0.56793043613390615,0.00022292695866713821,0.57111277564325325,-0.5715495772609811,-2.8139245081655436e-05,0.0081810725726830531,0.00016993630520455299,-0.024957613387580301,-0.0025078364683039775,-0.0042328537538319109,-0.026155606266695695,0.038531574278799066,-0.0059542211907413654,-0.038491899107323452,-0.038512186232486631,0.031128778645034178,-0.037537669781975411,0.0015092795037952181,-0.037491420192887009,0.037496249767951115,0.049186848499536112,3.1482428068669952,9.2088069260386685e-08,-0.047175691725719421,3.2319437131032362,8.8762041886170966e-08,0.0025275497464588561,0.058479051038436189,-0.0095366349954449439,-0.18296715253453233,0.1122036297441223,-0.084740345303230991,-0.33683230330058372,0.12647697505389713,0.53454940226673708,-0.11904636971126878,-0.11643850095096284,0.20718320597433959,-0.29371240213114341,-0.38234646267504246,-0.29058767057948021,0.29096947698782388
stepped,7,2,0.076000000000000054,-4.2600504761266649e-06,0.00036728555418865007,0.34774066435742773,0.99999982637620877,-0.00056575254383430245,-0.00014705637246488972,-7.447169491152234e-05,-0.34486972958382983,0.57219542858549444,-0.0013520455769562389,-0.57535429847290831,-0.57579877519269118,-0.35328555730215572,0.56785418594492243,0.00022441613197087809,0.57103663045213793,-0.57147342088366282,-2.3084145912942822e-05,0.0082980306506701389,0.00015086303618926539,-0.025323547625232961,-0.0022834292192227827,-0.0044023343994692181,-0.026829270777089798,0.038784528163187261,-0.0048851224847768181,-0.038729991933119816,-0.038745063315762537,0.031543144965456862,-0.038125094491874296,0.00074458665186994365,-0.038072595557662764,0.038078188659136515,0.049186848499536112,3.1482428068669952,9.2088069260386685e-08,-0.047175691725719421,3.2319437131032362,8.8762041886170966e-08,0.0025540393134106877,0.055894442570202971,-0.0095263610216140861,-0.1748076607001231,0.11240730035102135,-0.08167949646073093,-0.33809335356230946,0.1320455390304407,0.53028808691006957,-0.12574936332547759,-0.12345368707176368,0.19654705420193502,-0.27919983076619942,-0.39274554722903099,-0.27671435217911,0.27710402001610829
stepped,7,3,0.078000000000000055,-4.296002611352283e-06,0.00038410519321363957,0.34774092797805795,0.99999981086670697,-0.00059142518395601483,-0.00014911565781445713,-7.9039998177196972e-05,-0.34492474049860783,0.57227352582384494,-0.0013596946697740466,-0.57543226145438386,-0.57587675913419634,-0.3532216848241857,0.56777681895679755,0.00022433432323693551,0.57095937840356825,-0.57139615609039351,-1.7976067612809034e-05,0.0084098195124947539,0.00013181031511578584,-0.025673162881435205,-0.0020586146288614636,-0.0045656933486451371,-0.027505457388988325,0.039048619175254769,-0.0038245464089038681,-0.038981490737754816,-0.038991970752573935,0.031936238985003793,-0.038683494062449579,-4.0904366971295284e-05,-0.038626024284820891,0.038632396634663037,0.049186848499536112,3.1482428068669952,9.2088069260386685e-08,-0.047175691725719421,3.2319437131032362,8.8762041886170966e-08,0.0025782191545653411,0.053297386019878712,-0.0095171437449181884,-0.16665199044912474,0.11259193449868071,-0.078796970398180483,-0.33842278289571381,0.1357812089138736,0.52754846041377612,-0.1304816010577613,-0.12848148599635265,0.18622147731421185,-0.2649210441998528,-0.40321929918658656,-0.26295367561999061,0.2633432056650114
stepped,7,4,0.080000000000000057,-4.3216418706171574e-06,0.00040113802173770446,0.34774115353011514,0.99999979448810228,-0.00061743108622441855,-0.00015094982610521589,-8.3766078136773348e-05,-0.34498110510432939,0.57235216618689955,-0.0013652335689455536,-0.57551074636240429,-0.57595525700173633,-0.3531570674604787,0.56769839228467078,0.00022263963746198544,0.57088107454025216,-0.57131783792443391,-1.2819629632437056e-05,0.0085164142620324356,0.00011277602858974854,-0.02600646679944767,-0.0018334307701358026,-0.0047232872469298044,-0.028182302860786372,0.039320181527305972,-0.0027694495857535197,-0.039242454010211134,-0.039248933770013199,0.032308681853497841,-0.039213336063393452,-0.00084734288747503048,-0.039151931658065874,0.03915908297981377,0.049186848499536112,3.1482428068669952,9.2088069260386685e-08,-0.047175691725719421,3.2319437131032362,8.8762041886170966e-08,0.0026002110205884349,0.050689461228792518,-0.0095087436446321047,-0.1585040625806719,0.11275787058203619,-0.076085540054752113,-0.33788652833132499,0.1378049016183425,0.52625132758210225,-0.1333797131335703,-0.13165731674264608,0.17619542067613797,-0.25086599729128223,-0.41377993287596521,-0.24931575002776202,0.24969883914173238
pre_command,8,-1,0.080000000000000057,-4.3216418706171574e-06,0.00040113802173770446,0.34774115353011514,0.99999979448810228,-0.00061743108622441855,-0.00015094982610521589,-8.3766078136773348e-05,-0.34498110510432939,0.57235216618689955,-0.0013652335689455536,-0.57551074636240429,-0.57595525700173633,-0.3531570674604787,0.56769839228467078,0.00022263963746198544,0.57088107454025216,-0.57131783792443391,-1.2819629632437056e-05,0.0085164142620324356,0.00011277602858974854,-0.02600646679944767,-0.0018334307701358026,-0.0047232872469298044,-0.028182302860786372,0.039320181527305972,-0.0027694495857535197,-0.039242454010211134,-0.039248933770013199,0.032308681853497841,-0.039213336063393452,-0.00084734288747503048,-0.039151931658065874,0.03915908297981377,0.049186848499536112,3.1482428068669952,9.2088069260386685e-08,-0.047175691725719421,3.2319437131032362,8.8762041886170966e-08,0.0026002110205884349,0.050689461228792518,-0.0095087436446321047,-0.1585040625806719,0.11275787058203619,-0.076085540054752113,-0.33788652833132499,0.1378049016183425,0.52625132758210225,-0.1333797131335703,-0.13165731674264608,0.17619542067613797,-0.25086599729128223,-0.41377993287596521,-0.24931575002776202,0.24969883914173238
post_command,8,-1,0.080000000000000057,-4.3216418706171574e-06,0.00040113802173770446,0.34774115353011514,0.99999979448810228,-0.00061743108622441855,-0.00015094982610521589,-8.3766078136773348e-05,-0.34498110510432939,0.57235216618689955,-0.0013652335689455536,-0.57551074636240429,-0.57595525700173633,-0.3531570674604787,0.56769839228467078,0.00022263963746198544,0.57088107454025216,-0.57131783792443391,-1.2819629632437056e-05,0.0085164142620324356,0.00011277602858974854,-0.02600646679944767,-0.0018334307701358026,-0.0047232872469298044,-0.028182302860786372,0.039320181527305972,-0.0027694495857535197,-0.039242454010211134,-0.039248933770013199,0.032308681853497841,-0.039213336063393452,-0.00084734288747503048,-0.039151931658065874,0.03915908297981377,0.050580798921102788,3.1494071932001502,1.0233345544189938e-07,-0.048671872815900206,3.2306488761322205,1.006937841973351e-07,0.0027730213910774552,0.047764629205217936,-0.01034462974657001,-0.15693940406707052,0.12240734848551843,-0.10374817512631625,-0.38087606074278346,0.13079506284292289,0.65493331378485398,-0.12385543252782419,-0.12180163599378309,0.19994275525987043,-0.24611608505693763,-0.53213395530320351,-0.24210146446039599,0.24218391474589107
stepped,8,0,0.082000000000000059,-4.3361890450175057e-06,0.00041836190873695723,0.3477413377036554,0.99999977722447075,-0.00064375081490838991,-0.00015253928147537774,-8.869985283088897e-05,-0.34503899321409121,0.57243132973007782,-0.0013681527351083237,-0.57558972669225383,-0.5760342420758211,-0.35309165032593193,0.56761898114836984,0.00021881641607416645,0.57080180227106325,-0.57123855102300747,-7.2735872001739749e-06,0.0086119434996263806,9.2086770137392605e-05,-0.026320345547202858,-0.0015886160842234977,-0.0049307835475520144,-0.028944054880894569,0.039581771589152409,-0.0014595830813850642,-0.039490164924780587,-0.039492537042388587,0.032708567273393579,-0.039705568150460641,-0.0019116106939094922,-0.039636134594433658,0.039643450713194937,0.050580798921102788,3.1494071932001502,1.0233345544189938e-07,-0.048671872815900206,3.2306488761322205,1.006937841973351e-07,0.002792905429226015,0.045222019980113937,-0.010336710723967297,-0.14884243533667096,0.12255419969515186,-0.10035161899668352,-0.37911554783965967,0.13150236362621059,0.65493561353254326,-0.1259779897910748,-0.12424220988359187,0.18976262354341811,-0.23250713342732626,-0.54275737192970563,-0.22946494428543995,0.22958892057531755
stepped,8,1,0.084000000000000061,-4.3395645984009571e-06,0.00043576668377624881,0.34774148053035486,0.99999975906066385,-0.00067036817551376451,-0.00015388373119891921,-9.3834533802796368e-05,-0.34509839778584517,0.57251101928258497,-0.0013684521590644587,-0.57566921093414969,-0.57611372411871697,-0.35302547414106655,0.56753863998369403,0.00021282216541219066,0.57072161214208339,-0.57115834576609481,-1.6877766917255282e-06,0.0087023875196458027,7.1413349723395617e-05,-0.02661803035996484,-0.0013435076957984495,-0.0051314867373267719,-0.029702285876993747,0.039844776253570448,-0.00014971197806752201,-0.039742120947928297,-0.039741021447955112,0.033088092432694276,-0.040170582337909315,-0.0029971253309878901,-0.040095064489940824,0.040102628456342611,0.050580798921102788,3.1494071932001502,1.0233345544189938e-07,-0.048671872815900206,3.2306488761322205,1.006937841973351e-07,0.002810737800583404,0.042667842953214297,-0.010329099077196867,-0.14075313831893266,0.12268166459732205,-0.097157642332615021,-0.37664687361645244,0.1307098713763919,0.65628255091687326,-0.12639141970636988,-0.12494519771105912,0.17988347664446291,-0.21906600049145913,-0.553549222592156,-0.2168155487999528,0.21696904466541059
stepped,8,2,0.086000000000000063,-4.3316972012810539e-06,0.0004533421301492891,0.34774158204066008,0.99999973998276237,-0.00069726698884761045,-0.00015498292139639607,-9.9163737698797813e-05,-0.34515930894489844,0.57259123167445458,-0.0013661264530660706,-0.57574920074180092,-0.57619370594234898,-0.35295857842246442,0.56745742255516762,0.00020461371807879177,0.57064055475089537,-0.57107727263320307,3.9336985599517428e-06,0.0087877231865201542,5.0755152595760976e-05,-0.026899536581238476,-0.0010981443774715485,-0.0053258019751876986,-0.030455579526621521,0.040106195934835408,0.0011628529991940916,-0.039994903825599219,-0.039990911815991619,0.033447859301074807,-0.040608714263215585,-0.0041042236666994514,-0.040528695594005515,0.040536566445866638,0.050580798921102788,3.1494071932001502,1.0233345544189938e-07,-0.048671872815900206,3.2306488761322205,1.006937841973351e-07,0.002826636027049103,0.040103664527673777,-0.010321597824660508,-0.13267622410512669,0.12279007576582607,-0.094158151414316826,-0.37354044285097365,0.12854705050718979,0.65889381515447343,-0.12525299278724472,-0.1240690336600291,0.17029550645324265,-0.20578603719988131,-0.5645241816210016,-0.20417590983479331,0.20434910508985316
stepped,8,3,0.088000000000000064,-4.3125232607515062e-06,0.00047107799114425426,0.34774164226457599,0.99999971997811699,-0.00072443110043867516,-0.00015583663639241057,-0.00010468147008777853,-0.34522171426553216,0.57267195825440687,-0.0013611651720586238,-0.57582969156149033,-0.57627418404203701,-0.35289100152200042,0.56737538198263615,0.00019414717424340831,0.57055868065605597,-0.57099538210409406,9.5869702647737032e-06,0.0088679304974825929,3.0111957965450242e-05,-0.027164888976703487,-0.0008525642367100746,-0.0055141182326304767,-0.031202660316856177,0.040363289976143461,0.0024806405037234389,-0.04024540984468318,-0.040239049844031427,0.033788450231989516,-0.041020286265751896,-0.0052332719176917241,-0.040937047419699994,0.040945264554513541,0.050580798921102788,3.1494071932001502,1.0233345544189938e-07,-0.048671872815900206,3.2306488761322205,1.006937841973351e-07,0.0028407131977984581,0.037531004054391547,-0.010314025171170575,-0.12461594825707643,0.12287975479640856,-0.091345424612712611,-0.36986508179849481,0.12514003607092192,0.66268949800813925,-0.12271300494061491,-0.12176525255101915,0.16098899800740796,-0.19266015202639064,-0.57569511187170208,-0.19156389761149134,0.19174881128697718
stepped,8,4,0.090000000000000066,-4.2819864681338154e-06,0.00048896397612118413,0.34774166123239325,0.99999969903538477,-0.00075184438904723962,-0.00015644469809426308,-0.00011038211002480307,-0.34528559904630673,0.57275318539438902,-0.0013535531333144384,-0.57591067323325784,-0.5763551492026352,-0.3528227806657025,0.56729257076963246,0.0001813778501907767,0.57047604030561483,-0.57091272457994624,1.5268396308845336e-05,0.008942992488464932,9.4839086327955612e-06,-0.027414120823154222,-0.00060680473779490824,-0.0056968090378999355,-0.03194239038727488,0.040613569991068299,0.003806019372092696,-0.040490835883759221,-0.040482580299086156,0.034110428148970529,-0.041405606501838291,-0.0063846620263158082,-0.041320175220546512,0.041328762073911104,0.050580798921102788,3.1494071932001502,1.0233345544189938e-07,-0.048671872815900206,3.2306488761322205,1.006937841973351e-07,0.0028530770807752201,0.034951343217196652,-0.010306214424034843,-0.11657622136680684,0.12295100972841415,-0.088712122897318529,-0.36568733920453439,0.1206104638971861,0.6675913810668781,-0.11891411728643135,-0.11817781888678895,0.15195451821986866,-0.17968113907443478,-0.58707335215665279,-0.1789935544459364,0.17918374762387679
pre_command,9,-1,0.090000000000000066,-4.2819864681338154e-06,0.00048896397612118413,0.34774166123239325,0.99999969903538477,-0.00075184438904723962,-0.00015644469809426308,-0.00011038211002480307,-0.34528559904630673,0.57275318539438902,-0.0013535531333144384,-0.57591067323325784,-0.5763551492026352,-0.3528227806657025,0.56729257076963246,0.0001813778501907767,0.57047604030561483,-0.57091272457994624,1.5268396308845336e-05,0.008942992488464932,9.4839086327955612e-06,-0.027414120823154222,-0.00060680473779490824,-0.0056968090378999355,-0.03194239038727488,0.040613569991068299,0.003806019372092696,-0.040490835883759221,-0.040482580299086156,0.034110428148970529,-0.041405606501838291,-0.0063846620263158082,-0.041320175220546512,0.041328762073911104,0.050580798921102788,3.1494071932001502,1.0233345544189938e-07,-0.048671872815900206,3.2306488761322205,1.006937841973351e-07,0.0028530770807752201,0.034951343217196652,-0.010306214424034843,-0.11657622136680684,0.12295100972841415,-0.088712122897318529,-0.36568733920453439,0.1206104638971861,0.6675913810668781,-0.11891411728643135,-0.11817781888678895,0.15195451821986866,-0.17968113907443478,-0.58707335215665279,-0.1789935544459364,0.17918374762387679
post_command,9,-1,0.090000000000000066,-4.2819864681338154e-06,0.00048896397612118413,0.34774166123239325,0.99999969903538477,-0.00075184438904723962,-0.00015644469809426308,-0.00011038211002480307,-0.34528559904630673,0.57275318539438902,-0.0013535531333144384,-0.57591067323325784,-0.5763551492026352,-0.3528227806657025,0.56729257076963246,0.0001813778501907767,0.57047604030561483,-0.57091272457994624,1.5268396308845336e-05,0.008942992488464932,9.4839086327955612e-06,-0.027414120823154222,-0.00060680473779490824,-0.0056968090378999355,-0.03194239038727488,0.040613569991068299,0.003806019372092696,-0.040490835883759221,-0.040482580299086156,0.034110428148970529,-0.041405606501838291,-0.0063846620263158082,-0.041320175220546512,0.041328762073911104,0.052015523997733869,3.1506223069272794,1.0155164252743161e-07,-0.050166717102597347,3.2293600093417303,1.0164032022835679e-07,0.002953230964708274,0.031975797431147431,-0.010787471583454344,-0.11495403973217498,0.12862662503937708,-0.11675301476494052,-0.40504676577147347,0.11382536420728913,0.7961095555723644,-0.10958965414609523,-0.10852449093381075,0.1801763999279232,-0.17442362721190596,-0.70906709544539082,-0.1712208988436229,0.17109940586467232
stepped,9,0,0.092000000000000068,-4.239636752385463e-06,0.00050697786425730335,0.34774163705032629,0.99999967714234916,-0.00077948752009640706,-0.00015679565669309123,-0.00011631648516471632,-0.34535110401394525,0.57283486783572113,-0.0013427566566598238,-0.57599209326366474,-0.57643654846101755,-0.35275383910397295,0.56720906186224607,0.00016577225804354333,0.57039271507159606,-0.57082938265844452,2.1174857874176181e-05,0.0090069440680596077,-1.2091033487473323e-05,-0.027644028855379137,-0.00034955149877941867,-0.0059303150162279281,-0.032752483819247113,0.040841220666064527,0.0053982383273073233,-0.040710015203452264,-0.040699629191185742,0.034470780864768229,-0.041754453693209723,-0.0078027960736166803,-0.041662617009375381,0.041670960750863864,0.052015523997733869,3.1506223069272794,1.0155164252743161e-07,-0.050166717102597347,3.2293600093417303,1.0164032022835679e-07,0.0029639457537876,0.029466381398976761,-0.010779236248064355,-0.10697992159306755,0.12867956750413473,-0.1134318518048574,-0.39999734973323742,0.10856226385668455,0.80197563529229632,-0.10559539336462143,-0.10477669865114655,0.17096282935194937,-0.16183081579412617,-0.72062858582798317,-0.15960100426728588,0.15953450010696379
stepped,9,1,0.09400000000000007,-4.1854312543518972e-06,0.00052510961789048482,0.34774156975131637,0.99999965428976467,-0.00080734454473993945,-0.00015688940807483205,-0.00012247795794773965,-0.34541820897078879,0.5729169845260077,-0.0013287522777810921,-0.57607393567566145,-0.57651836682599733,-0.35268421369108804,0.56712490563171458,0.0001472841518468435,0.5703087514335784,-0.57074540259921569,2.7102749016782753e-05,0.0090658768165907538,-3.3649504947509576e-05,-0.027857988654102793,-9.2192374724880683e-05,-0.0061571786702718937,-0.033552478421754892,0.041058345143260927,0.0070021894393658699,-0.040921205998372422,-0.040909182489862687,0.034812706442466701,-0.042078115265746091,-0.0092440530983499136,-0.041981819008844512,0.041990029614430137,0.052015523997733869,3.1506223069272794,1.0155164252743161e-07,-0.050166717102597347,3.2293600093417303,1.0164032022835679e-07,0.0029730646575277932,0.026949136501449984,-0.010770433574517443,-0.099026229420340076,0.12871380507330282,-0.11032237339276746,-0.39459089531797603,0.10236561304762218,0.80886939422705517,-0.10045126713493173,-0.099847836254775585,0.16202694131190781,-0.14933532926991194,-0.73247661989865509,-0.14789310893452959,0.14786889538705703
stepped,9,2,0.096000000000000071,-4.1193334984184401e-06,0.00054334916804318358,0.34774145937057421,0.99999963046973128,-0.00083539955492333213,-0.00015672588569674376,-0.00012886031415783702,-0.34548689229102508,0.57299951067865162,-0.0013115124216481107,-0.5761561798927376,-0.57660058458210917,-0.35261394017059372,0.56704015205997593,0.00012586613947128172,0.57022419622314346,-0.57066083106468213,3.3048877966728337e-05,0.009119775076349354,-5.5190371071201942e-05,-0.028056041071308359,0.00016523522458014909,-0.0063778233691194142,-0.034341660118147793,0.041263076321934898,0.0086199280664906609,-0.041122108538052433,-0.041108878055926605,0.035136760247152947,-0.042376785869299653,-0.010709006187780881,-0.042277605217457485,0.042285767266781106,0.052015523997733869,3.1506223069272794,1.0155164252743161e-07,-0.050166717102597347,3.2293600093417303,1.0164032022835679e-07,0.0029806764123649302,0.024425640833311234,-0.010760939579836926,-0.091097946660570306,0.12872959755249075,-0.10741662394635523,-0.38888600700887854,0.095344349370201073,0.81672596361447303,-0.09429753728460373,-0.093880914131522733,0.15336227947364348,-0.13693597118656325,-0.74462337025397929,-0.13612622693489768,0.13613374532419653
stepped,9,3,0.098000000000000073,-4.0413130375722397e-06,0.00056168642073481086,0.34774130594607577,0.99999960567571622,-0.00086363669335057952,-0.00015630506009255843,-0.00013545774701864368,-0.34555713115510628,0.57308241820860473,-0.001291005661989336,-0.57623880129996885,-0.57668317786165091,-0.352543053201131,0.56695485074445429,0.00010146963392255919,0.57013909650781969,-0.57057571499544746,3.9010230423100171e-05,0.009168626345813613,-7.6712249205770623e-05,-0.028238236925865412,0.00042269440881971077,-0.0065926565706922249,-0.035119432040592855,0.041453764976526294,0.010253379829387376,-0.041310703615609866,-0.04129663977084528,0.035443484731374847,-0.04265065776081025,-0.012198252774361262,-0.042549857661890948,0.042558034617316415,0.052015523997733869,3.1506223069272794,1.0155164252743161e-07,-0.050166717102597347,3.2293600093417303,1.0164032022835679e-07,0.0029868629363266749,0.021897445755069366,-0.010750643475119597,-0.083199625173019667,0.12872718685389511,-0.10470707984125086,-0.38293734198996482,0.087600022610968026,0.82548364050378631,-0.087262847650592196,-0.087007141478716091,0.14496271712249223,-0.12463141694640113,-0.7570788895908267,-0.12432477205511178,0.12435526913232312
stepped,9,4,0.10000000000000007,-3.9513451257287226e-06,0.00058011126318717183,0.34774110951900555,0.99999957990257093,-0.00089204016258818887,-0.00015562693841243407,-0.00014226484215310058,-0.34562890176837757,0.57316567613856684,-0.0012671969681036124,-0.57632177175859245,-0.5767661191695197,-0.35247158638094256,0.56686905090335826,7.4044813130691466e-05,0.57005349949342699,-0.57049010150541979,4.4983955921758436e-05,0.0092124212261804807,-9.8213535122902265e-05,-0.028404636140355589,0.00068014877153102309,-0.006802070685662325,-0.035885306635639734,0.041628964981030275,0.01190434694286178,-0.041485229311784326,-0.041470653934384011,0.035733410094217294,-0.042899920548015211,-0.013712410395933863,-0.042798507196377088,0.04280674501384308,0.052015523997733869,3.1506223069272794,1.0155164252743161e-07,-0.050166717102597347,3.2293600093417303,1.0164032022835679e-07,0.0029916993655901753,0.019366079611331691,-0.010739446966300614,-0.075335483245829435,0.1287067972187961,-0.10218664099729438,-0.37679559314268501,0.079226798644058974,0.83508436985701551,-0.079464799449240189,-0.079346514538919125,0.13682253967523894,-0.1124203857082475,-0.76985152917440314,-0.11250936040880505,0.112555603504209
