scenario,episode,control_tick,physics_substep,time_s,disturbance,force_x,force_y,force_z,moment_x,moment_y,moment_z,left_normal_load_n,right_normal_load_n,penetration_m,rolling_slip_m_s,lateral_slip_m_s,closure_residual_m,base_control_linear_acceleration_n0,base_control_linear_acceleration_n1,base_control_linear_acceleration_n2,base_control_angular_acceleration_n0,base_control_angular_acceleration_n1,base_control_angular_acceleration_n2,qpos0,qpos1,qpos2,qpos3,qpos4,qpos5,qpos6,qpos7,qpos8,qpos9,qpos10,qpos11,qpos12,qpos13,qpos14,qpos15,qpos16,qvel0,qvel1,qvel2,qvel3,qvel4,qvel5,qvel6,qvel7,qvel8,qvel9,qvel10,qvel11,qvel12,qvel13,qvel14,qvel15,ctrl0,ctrl1,ctrl2,ctrl3,ctrl4,ctrl5
hold,0,91,3,0.9180000000000007,0,0,0,0,0,0,0,164.09006151773093,187.93554262975798,0.039130953234045404,0.96802872305955867,0.14088130521257392,0.0017858031212964044,19.780071846511809,-1.4646604169726261,2.6187124944445213,-13.457430855199943,66.624835150425611,17.372866773607058,-0.10563213808100934,0.004425517209727288,-0.25543613972166362,0.99226139053131535,0.042662356419708655,-0.10787089784404004,0.044284597817971082,2.9613434219719141,-4.6930275683185521,5.8254350134636939,4.6288524191750078,4.6113409387432576,3.1724432570674592,-4.8754697411904777,5.6229163040428221,-4.8391377296028306,4.8297806136746519,1.2012864336023494,0.14191730746478798,-1.8663744659044939,-0.52282161725809762,4.6349187613888176,0.37843221597708254,-4.9953295293278224,-13.139755723276011,-18.361272311944649,13.767023015231988,14.190906194294897,-6.2740925924383859,-14.025300137462086,-33.0105564933395,-14.622292894040578,15.016732966994226,-0,-0,-0,-0,-0,-0
hold,0,91,4,0.92000000000000071,0,0,0,0,0,0,0,115.81806653131507,138.92392073170575,0.039472373433156543,0.64673344246128583,0.14733839078609989,0.0018113501733537801,14.021873177802942,-3.5227704467112817,-1.3152964725501626,-20.456038321135495,45.103170655246402,12.622383070542842,-0.10317080462544891,0.0047018902444866569,-0.25919105069163073,0.99276593372309652,0.041863141287729534,-0.10321753214662666,0.044826546799775109,2.9465652838413048,-4.7123367656195132,5.7776275172395195,4.6495688236429835,4.6329299680046585,3.1555751667681697,-4.8973903559895984,5.5470023052472923,-4.8622878569215331,4.8536993927897143,1.2306667277802188,0.13818651737968451,-1.8774554849835434,-0.55002446184284537,4.7303123933677451,0.40310160040523491,-7.3890690653045965,-9.6545986504806756,-23.903748112087065,10.358202233987717,10.794514630700656,-8.4340451496447493,-10.960307399560346,-37.956999397764882,-11.575063659351363,11.959389557531003,-0,-0,-0,-0,-0,-0
hold,0,92,0,0.92200000000000071,0,0,0,0,0,0,0,99.3839587595822,129.93767762130238,0.039505843649804147,0.40757175837080006,0.15026314390036721,0.0018110080533940592,12.11887184728967,-3.5640394032196818,-2.3449387169061637,-16.940911877757188,38.669499577669377,13.028238990726143,-0.10065996651807439,0.0049699854436598074,-0.26297064661204456,0.99325562383651345,0.0410354726332188,-0.098482376715704395,0.0453935808163803,2.9273711436516829,-4.7251340457185735,5.7209746534624255,4.663854658946625,4.6480838673735985,3.1349879250050137,-4.9140142612434161,5.4629538960790462,-4.8801799205658805,4.8723327550833107,1.2554190536872576,0.13404759958657506,-1.8897979602069257,-0.57139494661798762,4.8123039435503712,0.42818406233974576,-9.5970700948109684,-6.398640049530119,-28.32643188854717,7.1429176518208148,7.576949684469918,-10.29362088157813,-8.3119526269089814,-42.024204584123012,-8.9460318221735768,9.3166811467980928,-0,-0,-0,-0,-0,-0
hold,0,92,1,0.92400000000000071,0,0,0,0,0,0,0,81.113181300085344,141.2556026031593,0.039278711662929351,0.25965290358435045,0.15311501082095225,0.0017901990437724287,11.337280173297323,-2.0787925321901524,-2.2311951451518022,-0.26631047193609536,37.241320064898318,26.021688777872164,-0.098103570387831296,0.0052361402840551277,-0.26677402912844911,0.99372641470930589,0.040214794043005014,-0.093668711680824482,0.046008211235842901,2.9033911002439443,-4.7305785916395369,5.659261449813906,4.6707446825605823,4.6557986754522567,3.111336177059334,-4.9262270486613762,5.3722259834119104,-4.8936990748659337,4.8865600176391988,1.2781980651215472,0.13307742019766017,-1.9016912582022778,-0.5554252566062855,4.8900595832775462,0.47240752007349995,-11.990021703869321,-2.7222729604818019,-30.856601824259876,3.4450118069788518,3.8574040393292881,-11.825873972839926,-6.1063937089799261,-45.363956333567977,-6.7595771500264039,7.1136312779442523,-0,-0,-0,-0,-0,-0
hold,0,92,2,0.92600000000000071,0,0,0,0,0,0,0,64.895318125825142,102.05501678918952,0.038840100059576693,0.076318908660902407,0.15665288060635629,0.0017523039609749211,9.0914950417160902,-3.3239103884991281,-3.8103827536726076,-12.501497146827607,28.737660587211654,10.714782946788377,-0.095512343198329658,0.0054934225602735936,-0.27060546273432384,0.99417800076000029,0.039372925562636961,-0.088793600056335742,0.046643028702298743,2.8758966865322648,-4.7306471320602226,5.5922507950987805,4.6722951620153248,4.6581401815893715,3.0850576656053885,-4.9346378073981683,5.2761805769501624,-4.9034528157027122,4.8969845190191279,1.2956135947508181,0.12864113810923294,-1.9157168029373599,-0.57099207399636476,4.9511092936557519,0.49286540494433484,-13.747206855839744,-0.034270210343024132,-33.505327357562948,0.77523972737106606,1.1707530685573539,-13.139255726972737,-4.2053793683959695,-48.022703230873844,-4.8768704183893501,5.2122506899643568,-0,-0,-0,-0,-0,-0
hold,0,92,3,0.92800000000000071,0,0,0,0,0,0,0,48.841551319085113,58.473736002798162,0.038237262794849056,0.16525903609282366,0.15971439551640176,0.0017027012050646584,6.6775987692973224,-1.6499380608094665,-5.1413659277883941,-6.5587157030085521,21.706303324815593,6.0694639204888405,-0.0928974567855015,0.0057460762207213996,-0.27446831836922098,0.99460822263881465,0.038520121763668619,-0.083871991006603669,0.047288188833560722,2.8461153029555231,-4.7272004263733249,5.5206911534043277,4.6704389294597286,4.6570504324228441,3.0566297240917435,-4.9398539027761359,5.1759394558062084,-4.9100395994783375,4.9042009720046851,1.3074432064140795,0.12632683022390315,-1.9314278174485551,-0.57793548819737284,4.9963568657890276,0.50328467394036736,-14.890691788370928,1.7233528434489651,-35.779820847226262,-0.92811627779813954,-0.5448745832637123,-14.213970756822604,-2.6080476889839543,-50.120560571977109,-3.2933918878127955,3.6082264927784129,-0,-0,-0,-0,-0,-0
hold,0,92,4,0.93000000000000071,0,0,0,0,0,0,0,99.624163321996832,55.523577522710831,0.037539108050307801,0.20745699979589327,0.16294239250194553,0.0016453064400275164,7.6434938079013319,1.7803040986189171,-4.0354446202105638,5.082457793261276,27.526522226359521,3.0738918792719847,-0.090254192116936915,0.006004838487325765,-0.27835968900484148,0.99501670586678104,0.037679550678750326,-0.078893704659402306,0.047935267515497329,2.8140750466842555,-4.7202907344554594,5.4455450995559644,4.6651754926758775,4.6525171096503959,3.024809007929572,-4.9399052810142701,5.0743835003159345,-4.9114376418150139,4.9061889347338701,1.3216323342822958,0.12938113330218287,-1.9456853178102524,-0.56209025700206616,5.0504014196224185,0.50301170598093292,-16.020128135633719,3.4548459589327196,-37.573026924181626,-2.6317183919253342,-2.2666613862239888,-15.910358081085837,-0.025689119066903299,-50.777977745137129,-0.69902116833815953,0.99398136459246977,-0,-0,-0,-0,-0,-0
hold,0,93,0,0.93200000000000072,0,0,0,0,0,0,0,47.354038619838292,73.820919904419071,0.03663018623601233,0.29590296452907694,0.17227394850946443,0.001582169733315418,7.4363841043591563,-1.1820627379747806,-3.8930417620642341,1.1294326134268127,24.818107993367981,14.702846879628055,-0.087584335336452934,0.0062618740074282409,-0.28227836282736846,0.99540140097222451,0.036844932780883272,-0.073862951927697137,0.048608293566341498,2.7792271795110204,-4.7089374884220181,5.3685134954783154,4.6554178694838049,4.6434319135800637,2.9909821019040539,-4.9368595921175631,4.9706473883661557,-4.9097412666841578,4.9050388071985687,1.3349283902419877,0.12851776005123813,-1.9593369112634846,-0.55070833566038957,5.1014226060034193,0.52752363593237572,-17.423933586617494,5.6766230167208125,-38.515802038824653,-4.878811596036531,-4.5425980351661153,-16.913453012759014,1.5228444483535764,-51.86805597488955,0.84818756542791363,-0.57506376765051836,-0,-0,-0,-0,-0,-0
hold,0,93,1,0.93400000000000072,0,0,0,0,0,0,0,60.168012284182382,64.112660614268975,0.035609609571494581,0.31664557445922892,0.1773581626641425,0.0015145481461917832,7.4688028610359156,0.45282924144015524,-3.4042922320439386,6.6349238457006141,26.192028179505545,12.690437123973865,-0.084887770068147975,0.0065222134547486526,-0.2862227366646129,0.99576149362838329,0.0360269528312053,-0.068777781463989288,0.049302365598019558,2.7417688797985988,-4.6933796515259942,5.2901834033016177,4.6413850332744389,4.630008779464136,2.9548523645283997,-4.9302071975013257,4.8662533267729451,-4.904421855792104,4.9002241894308805,1.3482826341524772,0.1301697236602059,-1.9721869186222223,-0.52904070272405423,5.1537402688223457,0.54643490461215805,-18.729149856210825,7.7789184480121127,-39.165046088348959,-7.0164181046828276,-6.7115670579636664,-18.06486868782714,3.3261973081187599,-52.197030796605489,2.6597054460270861,-2.4073088838439674,-0,-0,-0,-0,-0,-0
hold,0,93,2,0.93600000000000072,0,0,0,0,0,0,0,13.197137846602567,32.231420404872331,0.034430231948665832,0.34529170871277337,0.18557327970242943,0.0014441624444503382,5.4785270366063017,-1.6767738082919299,-4.914703048381587,-6.8745801789532166,17.879976289847903,1.2389900486127003,-0.082173963230610728,0.0067764021298393996,-0.29019675988879257,0.99609719746760683,0.035196230725181743,-0.063654356180138316,0.049997214714532306,2.7026006501292348,-4.6749274502248142,5.2103943647416617,4.6244139934018866,4.6135895334978869,2.9175464389233721,-4.9215644536331453,4.7610022117684556,-4.8971107898632944,4.8933730270332685,1.3569034187686269,0.1270943375453735,-1.9870116120898231,-0.53891077748304195,5.1908122613679906,0.54790933757946902,-19.584114834681969,9.2261006505901886,-39.894519279977871,-8.4855199362759208,-8.2096229831247118,-18.652962802513823,4.3213719340903367,-52.625557502244639,3.6555329644049213,-3.4255811988061096,-0,-0,-0,-0,-0,-0
hold,0,93,3,0.93800000000000072,0,0,0,0,0,0,0,4.4769418990909919,30.638617061596854,0.033259126281509413,0.35157306750985162,0.18823162303506513,0.0013732212559257749,5.4226815529739181,-1.9993439133659856,-4.627288011003504,-8.6178031497691023,17.504303634845009,-0.33868520643496858,-0.079443380347785406,0.0070229190789469157,-0.29419923279030302,0.99640814632719676,0.034349071834380164,-0.058493456780557007,0.050689867930160393,2.6617177993806882,-4.6535182550252125,5.1294867042324306,4.604400516705331,4.5940640243755375,2.8792803368810787,-4.9112282223144232,4.6553434740363011,-4.8880946843756474,4.8847737652939625,1.3652914414126587,0.12325847455375824,-2.0012364507552354,-0.55267840747516539,5.2273093774405366,0.54668704250617017,-20.441425374273333,10.704597599800634,-40.453830254615411,-10.00673834827764,-9.7627545611748481,-19.133051021146599,5.1681156593611739,-52.829368866077203,4.5080527438234839,-4.2996308696531056,-0,-0,-0,-0,-0,-0
