candidate,source,tick,channel,side,qp_contact_gain,mj_contact_gain,mj_actuator_gain,mj_mass_times_qacc_gain,mj_other_gain,mj_wheel_qacc_gain
C,common,110,xi_differential,left,0.008553102559272219,0.00891332809773715,-0.011037775075961598,0.0021244469782457746,0.004248893956470223,0.42892307610600255
C,common,110,xi_differential,right,0.01696366766518742,0.01511973811646472,-0.014279835618252745,-0.0008399024982129368,-0.0016798049964249114,2.844612811662728
C,own,0,xi_common,left,-0.0009136804260723424,-0.00047322911788561813,4.830660122798518e-07,0.00047274605187053685,0.0009454921037438751,1.3281276758380665
C,own,0,xi_common,right,-0.0009114004386811831,-0.0004737450276315764,4.830322424133021e-07,0.000473261995393551,0.0009465239907827141,1.3318529048419459
C,own,0,xi_differential,left,0.004696933450102736,0.0024228084694606516,6.879360498053177e-08,-0.002422877263059484,-0.004845754526125116,-8.315233668338685
C,own,0,xi_differential,right,-0.004666982896077117,-0.002417518247749563,-2.8561173622565728e-08,0.0024175468089243637,0.0048350936178475495,8.323104745640308
C,own,84,xi_common,left,-0.0009336973897867279,-0.000479570958322479,5.005176351045063e-07,0.0004790704406910991,0.0009581408813784736,1.3597110379274469
C,own,84,xi_common,right,-0.0009008085570999524,-0.000466213634904393,5.00774462153741e-07,0.0004657128604471484,0.0009314257208893876,1.311566664298347
C,own,84,xi_differential,left,0.004738621055559722,0.0024137541253898068,-9.322160518930904e-08,-0.0024136609037951075,-0.004827321807579725,-8.31522767832098
C,own,84,xi_differential,right,-0.004681951860366351,-0.002444347999256769,-1.9098203359207507e-07,0.0024445389812880226,0.004889077962578384,8.377905561818011
C,own,94,xi_common,left,-0.0009444801296804028,-0.0004774038250558027,5.457384716262691e-07,0.0004768580865950519,0.0009537161731792284,1.366687793346344
C,own,94,xi_common,right,-0.0009066251563397132,-0.00046259959087680685,5.460292948034159e-07,0.0004620535615867136,0.0009241071231687169,1.3134365866704911
C,own,94,xi_differential,left,0.004808277605240774,0.0024182473865826115,-2.4982048673734103e-07,-0.002417997566069617,-0.004835995132165491,-8.36623274807522
C,own,94,xi_differential,right,-0.004742894298757905,-0.002440562169013852,-3.48593107294388e-07,0.0024409107621304253,0.004881821524251572,8.41130991798451
C,own,98,xi_common,left,-0.0009519565327131829,-0.0004750422578851665,5.943628475912758e-07,0.00047444789505269615,0.0009488957900902714,1.3692085336707294
C,own,98,xi_common,right,-0.0009100520233354392,-0.000458792112614792,5.946906193301306e-07,0.00045819742196335925,0.0009163948439588211,1.3109395214776498
C,own,98,xi_differential,left,0.004874574170700419,0.002425440319494751,-2.801813676404841e-07,-0.0024251601381037706,-0.004850320276230881,-8.411960634741433
C,own,98,xi_differential,right,-0.004805220194030457,-0.0024386206888320217,-3.8003820652560307e-07,0.0024390007270507818,0.0048780014540893285,8.436669452999013
C,own,102,xi_common,left,-4.3491622170321875e-05,-3.1072422447889214e-05,-0.0005724345793679635,0.0006035070018158585,0.0012070140036317112,1.7486214085749907
C,own,102,xi_common,right,-4.893016901652558e-05,-4.174114344758506e-05,-0.0005301789240759643,0.0005719200675182601,0.0011438401350418095,1.6426072217626597
C,own,102,xi_differential,left,-0.0007884518437029087,-0.0007438477982929514,0.004549874285720255,-0.00380602648745524,-0.007612052974882544,-12.634785629111889
C,own,102,xi_differential,right,0.0008033330346601808,0.0007142653306015101,-0.004507351354400904,0.0037930860237952216,0.007586172047594616,12.591994036333176
C,own,103,xi_common,left,-4.634424034255513e-05,-3.045978990631748e-05,-0.0005667308017789224,0.0005971905916601248,0.0011943811833453647,1.7363298919406134
C,own,103,xi_common,right,-5.200348709988312e-05,-4.2094612564408385e-05,-0.0005228045570978765,0.000564899169669272,0.0011297983393315568,1.624304647378949
C,own,103,xi_differential,left,-0.0007746687102350158,-0.001135656207729152,0.0045621965274579915,-0.003426540319734093,-0.0068530806394629315,-11.977532588235817
C,own,103,xi_differential,right,0.0007886743238788574,0.0004129851915404825,-0.004519290466038252,0.00410630527448151,0.008212610548979279,13.549414666586301
C,own,106,xi_common,left,-0.0027268942533520413,-0.002606648606549855,0.00274445656652314,-0.00013780795995902112,-0.00027561591993230643,-0.29401520151566274
C,own,106,xi_common,right,-0.0010107745151505254,-0.000946360927819162,0.0007799915859314777,0.00016636934189173425,0.0003327386837794187,0.412681106411128
C,own,106,xi_differential,left,0.019429051073183157,0.01828123501677187,-0.020180881375105736,0.0018996463583377267,0.003799292716671593,2.7818356115645315
C,own,106,xi_differential,right,0.00791526531950526,0.007193020065976441,-0.014237938484509827,0.007044918418531657,0.014089836837065044,22.596284409988243
D,common,0,xi_common,left,-0.0006145175639022142,-0.0010279392972817535,0.000617614054077414,0.000410325243202402,0.0008206504864067415,1.1615328866497279
D,common,0,xi_common,right,-0.0006138141769242004,-0.001029337753624015,0.0006176140801965367,0.00041172367342389636,0.0008234473468513746,1.1687835554341053
D,common,0,xi_differential,left,-0.0015308609430180484,0.004920362492861589,1.7489931024906985e-06,-0.004922111485962585,-0.009844222971926666,-16.92682859960784
D,common,0,xi_differential,right,0.0015304597410319403,-0.004922544223613081,1.819698255770943e-06,0.004920724525354869,0.00984144905071218,16.974618877879653
D,common,0,native_common,left,0.0001176000450106812,-0.00021679022410368368,0.00024079680693167723,-2.400658282792549e-05,-4.801316565591904e-05,-0.06379982335630557
D,common,0,native_common,right,0.00011524848161789398,-0.00021643548618606188,0.0002407968068136772,-2.436132062813764e-05,-4.8722641255752964e-05,-0.06483671184608908
D,common,0,native_differential,left,-0.00042298010868610015,0.0001697326921131513,-3.284048624508909e-08,-0.0001696998516270425,-0.00033939970325394867,-0.584745208105722
D,common,0,native_differential,right,0.0004207769372382205,-0.00016997572737933198,-2.1428107868345477e-08,0.00016999715548652957,0.0003399943109737299,0.5875344805188609
D,common,46,xi_common,left,-0.0006095925922275716,-0.0010418485153029615,0.0006167455414765588,0.00042510297382222675,0.0008502059476486294,1.2155869378904782
D,common,46,xi_common,right,-0.0006169597413992721,-0.0010152869350007164,0.0006167454082969587,0.0003985415267207073,0.000797083053424465,1.1178458696255333
D,common,46,xi_differential,left,-0.001497707252649588,0.005008730289936866,-5.939001227990771e-05,-0.004949340277662785,-0.009898680555319743,-17.046158301925107
D,common,46,xi_differential,right,0.0015615361489761375,-0.00488599847948655,-5.931962861850047e-05,0.004945318108114475,0.009890636216219526,16.807178536739187
D,common,46,native_common,left,0.00011672675304390864,-0.00021665017270713644,0.00024055212892570317,-2.3901956218860658e-05,-4.780391243742739e-05,-0.06383334542119812
D,common,46,native_common,right,0.00011703965365523258,-0.00021630780992748684,0.00024055218158025682,-2.424437165256141e-05,-4.8488743305331416e-05,-0.0644213061948129
D,common,46,native_differential,left,-0.0004227337385248782,0.0001719248759916468,-5.84360164148051e-07,-0.00017134051582753232,-0.0003426810316550311,-0.5908313901184581
D,common,46,native_differential,right,0.0004213863550447364,-0.00016931651319982734,-5.729900598919468e-07,0.00016988950325962223,0.0003397790065193415,0.5788919419921612
D,common,74,xi_common,left,-0.000607405526762729,-0.0010447673114221713,0.000615473610934749,0.00042929370049104307,0.0008585874009784653,1.2312246039883235
D,common,74,xi_common,right,-0.0006162878372201891,-0.0010074379235509856,0.0006154734855103603,0.0003919644380378129,0.0007839288760784382,1.093360817689959
D,common,74,xi_differential,left,-0.0014594292634353967,0.005127258202299988,-0.00012179120348380316,-0.0050054669988345525,-0.010010933997650738,-17.044677404430963
D,common,74,xi_differential,right,0.0015871757602738124,-0.00480710937655511,-0.00012172197841396441,0.004928831354984082,0.009857662709953157,16.373569723288472
D,common,74,native_common,left,0.00011561973055462804,-0.000216321258570888,0.0002408507303187392,-2.452947174740707e-05,-4.9058943495258257e-05,-0.06598392526667496
D,common,74,native_common,right,0.00011932958099441018,-0.00021618794815781925,0.00024085084886985215,-2.4662900712303782e-05,-4.932580142433669e-05,-0.06447517392512925
D,common,74,native_differential,left,-0.0004228661908874023,0.00017462787956288531,-1.1203851831888007e-06,-0.0001735074943793035,-0.000347014988759,-0.5913239730512299
D,common,74,native_differential,right,0.00042257594444060353,-0.0001664919271970617,-1.1090209952777878e-06,0.00016760094819235214,0.00033520189638469166,0.5588795372635591
D,common,101,xi_common,left,0.1995290807849215,0.16145972843200906,-0.19796788934935416,0.03650816091736054,0.07301632183470563,100.78973837167382
D,common,101,xi_common,right,0.04442662058870561,0.0347376503998853,-0.04180354848910828,0.007065898089222928,0.014131796178445906,21.63346101367125
D,common,101,xi_differential,left,0.02168954055065675,0.024907337323132328,-0.022825738658502348,-0.0020815986646273536,-0.004163197329257334,-7.557033505328548
D,common,101,xi_differential,right,-0.002101774368903908,-0.006355805609400966,0.004767610515168941,0.001588195094221772,0.0031763901884537976,9.203357612847185
D,common,101,native_common,left,8.768000214764982e-11,7.011405345203059e-11,-8.582759503106274e-11,1.5714102354996285e-11,3.142764393402844e-11,4.239055328980612e-08
D,common,101,native_common,right,-4.5610598631284915e-11,-3.9425684938976246e-11,4.776429252117964e-11,-8.338278790210192e-12,-1.6676886372413585e-11,-2.2115500541985966e-08
D,common,101,native_differential,left,1.7985612998927536e-12,2.9976021664879227e-12,-3.0120350658080497e-12,1.41321146738805e-14,2.8565013994007434e-14,-4.161648803346907e-10
D,common,101,native_differential,right,-1.4488410471358293e-11,-1.334654609053132e-11,1.5780016182631584e-11,-2.431457598023254e-12,-4.8649276901235195e-12,-6.288445320024039e-09
D,common,110,xi_common,left,0.07849190381674642,0.06647367318138864,-0.07602576951517559,0.009552096333781067,0.01910419266756802,27.1231727513765
D,common,110,xi_common,right,0.05217484883931478,0.04179020378959897,-0.0495512585788116,0.007761054789205291,0.015522109578417917,21.573971942001435
D,common,110,xi_differential,left,0.008553123826249287,0.008913343878413915,-0.011037797072099842,0.0021244531937077453,0.004248906387393673,0.4289399124843385
D,common,110,xi_differential,right,0.016963975642847462,0.015119976591998485,-0.014280144368261638,-0.0008398322237460759,-0.001679664447482923,2.844783585589994
D,common,110,native_common,left,-2.559064071760986e-13,-2.2093438190040615e-13,2.9976021664879227e-13,-7.88519309160577e-14,-1.5767776566444382e-13,-2.1032064978498966e-10
D,common,110,native_common,right,-2.822186928597148e-12,-2.2257196086172826e-12,2.861599845971341e-12,-6.352978259112863e-13,-1.2711780632653448e-12,-1.5519674434472108e-09
D,common,110,native_differential,left,2.6700863742235015e-13,2.4147350785597155e-13,-2.886579864025407e-13,4.773775647194737e-14,9.492223501851652e-14,1.176658770418726e-10
D,common,110,native_differential,right,-2.348121697082206e-13,-2.0539125955565396e-13,2.525757381022231e-13,-4.7063140542648133e-14,-9.424761908921727e-14,-1.0970779840135947e-10
D,own,0,xi_common,left,-0.0006145175639022142,-0.0010279392972784359,0.000617614054077414,0.00041032524320245276,0.0008206504864034746,1.1615328866497714
D,own,0,xi_common,right,-0.0006138141769242004,-0.0010293377536162655,0.0006176140801965367,0.00041172367342395334,0.0008234473468436821,1.1687835554343051
D,own,0,xi_differential,left,-0.0015308609430180484,0.004920362492854954,1.7489931024906985e-06,-0.004922111485962659,-0.009844222971920103,-16.926828599607774
D,own,0,xi_differential,right,0.0015304597410319403,-0.004922544223615293,1.819698255770943e-06,0.0049207245253549935,0.009841449050714515,16.97461887787981
D,own,0,native_common,left,0.0001176000450106812,-0.00021679022410384935,0.00024079680693167723,-2.4006582827925963e-05,-4.801316565575386e-05,-0.06379982335630724
D,own,0,native_common,right,0.00011524848161789398,-0.00021643548618534238,0.0002407968068136772,-2.436132062813645e-05,-4.8722641256471275e-05,-0.06483671184608575
D,own,0,native_differential,left,-0.00042298010868610015,0.00016973269211337225,-3.284048624508909e-08,-0.00016969985162704234,-0.0003393997032541695,-0.584745208105704
D,own,0,native_differential,right,0.0004207769372382205,-0.00016997572737844645,-2.1428107868345477e-08,0.00016999715548653252,0.00033999431097284734,0.587534480518862
D,own,103,xi_common,left,-0.0006014658396960582,-0.001031991451255071,0.0006086865011187444,0.00042330495013816194,0.0008466099002744885,1.2122366076182445
D,own,103,xi_common,right,-0.0006098759107092677,-0.0010060954527693969,0.0006086863014723685,0.0003974091512903045,0.0007948183025873329,1.1205123116829085
D,own,103,xi_differential,left,-0.0015146927171180713,0.0049725098876098744,-1.309897187523612e-05,-0.004959410915725225,-0.009918821831459864,-17.090013874260457
D,own,103,xi_differential,right,0.0015329283047677,-0.0050098284006438315,-1.3028745300073391e-05,0.0050228571459596544,0.01004571429190356,17.234460657442163
D,own,103,native_common,left,0.00012148633017114441,-0.0002120054666263603,0.00023511693581289989,-2.3111469186875755e-05,-4.622293837341533e-05,-0.06281069247561888
D,own,103,native_common,right,0.00011872539775234503,-0.00021116970145618197,0.00023511693209096827,-2.3947230634866676e-05,-4.789446126965299e-05,-0.06601171591682053
D,own,103,native_differential,left,-0.00042068893276854535,0.00017163975218314684,-4.4597394813564173e-07,-0.00017119377823475486,-0.0003423875564697661,-0.5903142026807462
D,own,103,native_differential,right,0.00041868528639153746,-0.0001731950911493252,-4.346664759071264e-07,0.0001736297576254485,0.0003472595152506808,0.596084989290615
D,own,110,xi_common,left,-0.0005913096499082782,-0.0010185876380467557,0.0005983228256048814,0.00042026481245090565,0.0008405296248927799,1.207409320058872
D,own,110,xi_common,right,-0.0006000674604544898,-0.0009909465712538632,0.0005983226187653012,0.0003926239525105864,0.0007852479049991483,1.1097747144937387
D,own,110,xi_differential,left,-0.0015081935023586457,0.005009355246403911,-1.357902928746102e-05,-0.004995776217136399,-0.00999155243425285,-17.248361201428253
D,own,110,xi_differential,right,0.0015255574169273367,-0.005035440923250624,-1.3509602790704595e-05,0.005048950526019865,0.010097901052061193,17.36759086342552
D,own,110,native_common,left,5.748179709996748e-13,-9.38389990712274e-13,1.047278583299338e-12,-1.0906297196651962e-13,-2.179515645535837e-13,-3.0759395031054737e-10
D,own,110,native_common,right,5.606626274357041e-13,-9.340531820223319e-13,1.0471224581865002e-12,-1.1211473641030959e-13,-2.251840125744779e-13,-3.19158033335043e-10
D,own,110,native_differential,left,-1.9165918851982156e-12,7.890129521959111e-13,-1.8388068845354155e-15,-7.876006511402846e-13,-1.5747747964516602e-12,-2.7191049412067514e-09
D,own,110,native_differential,right,1.9047957655615733e-12,-7.966717563423487e-13,-1.968911145233676e-15,7.977351687703761e-13,1.5963758362579586e-12,2.744275917621053e-09
D,own,113,xi_common,left,-0.0005826274113662766,-0.0010068092572944332,0.0005896222798738686,0.0004171869774226087,0.0008343739548431733,1.2014215211578971
D,own,113,xi_common,right,-0.0005919339867807571,-0.0009769518662067905,0.0005896220604561554,0.00038732980573940185,0.000774659611490037,1.0961362056079338
D,own,113,xi_differential,left,-0.0015010127479855861,0.005023398228481274,-1.4419500789838308e-05,-0.005008978727693694,-0.01001795745538513,-17.322333227577502
D,own,113,xi_differential,right,0.0015187071488467763,-0.005039741275910184,-1.4350898176751503e-05,0.005054092174072216,0.010108184348159152,17.420292954425065
D,own,113,native_common,left,7.856215678003764e-13,-1.2320179598734882e-12,1.3948868102242606e-12,-1.6321957349969187e-13,-3.260884238504643e-13,-4.743228032566549e-10
D,own,113,native_common,right,8.071321389024888e-13,-1.2423048700860306e-12,1.394717674685353e-12,-1.5286041245313588e-13,-3.052732170524582e-13,-4.3943515493083396e-10
D,own,113,native_differential,left,-1.0191153476668546e-12,4.112855889193412e-13,1.1791782827952346e-14,-4.226847755132263e-13,-8.457621472605198e-13,-1.46098244613313e-09
D,own,113,native_differential,right,1.0288297991323248e-12,-4.3576253716537394e-13,1.1223660889569942e-14,4.243416735508832e-13,8.488805498266872e-13,1.4634338185715023e-09
D,own,120,xi_common,left,-0.0026951246241940785,-0.0026412711137804856,0.00269673905417267,-5.546794037904288e-05,-0.00011093588077122716,-0.14117676331437679
D,own,120,xi_common,right,-0.0024302392086200664,-0.0023753035318027638,0.002419830769375547,-4.4527237577873406e-05,-8.905447515065697e-05,-0.13997943779813227
D,own,120,xi_differential,left,0.03291144880533947,0.03275190783516568,-0.03437212472626114,0.0016202168911182767,0.003240433782213732,1.116824638415892
D,own,120,xi_differential,right,-0.032819487815061166,-0.03263340522385791,0.03426615272150574,-0.0016327474976481123,-0.0032654949952959436,-1.1742876515704381
D,own,120,native_common,left,-1.1666501098517301e-11,-1.0586045928739907e-11,1.3356850347978622e-11,-2.769196338324983e-12,-5.540000757563697e-12,-7.958966818932822e-09
D,own,120,native_common,right,-1.1678991107544334e-11,-1.0574666142737499e-11,1.3357474848429973e-11,-2.783885437948462e-12,-5.5666941436409355e-12,-8.005223151030805e-09
D,own,120,native_differential,left,2.3009094629600213e-11,2.0761864449880818e-11,-2.4806094678364587e-11,4.043973298642603e-12,8.088203527126372e-12,1.0800427219237463e-08
D,own,120,native_differential,right,-2.2973706270690286e-11,-2.0677695666826423e-11,2.4753671334920568e-11,-4.077532807949659e-12,-8.153508476043804e-12,-1.0916316739439935e-08
D,own,121,xi_common,left,-0.0026503083910417446,-0.002593306974743581,0.002651726887456518,-5.841991270384207e-05,-0.00011683982541677886,-0.15072737742372055
D,own,121,xi_common,right,-0.002369222719478259,-0.0023116196254724386,0.0023579713805302327,-4.6351755053284236e-05,-9.270351011107835e-05,-0.14738022159406228
D,own,121,xi_differential,left,0.03266656583810201,0.03246694983543158,-0.03411528384312107,0.0016483340076862158,0.0032966680153757033,1.2277656000463821
D,own,121,xi_differential,right,-0.032547418085845936,-0.03230974775086104,0.033981476284106193,-0.0016717285332402759,-0.0033434570664854293,-1.3115871189512518
