candidate,source,tick,task,enabled,side,desired,realized_qp,raw_residual,normalized_residual,weighted_squared_cost,gradient_norm,reported_task_cost,wrench_task_cost,contact_task_cost,slack_task_cost,base_task_information,active_torque,active_contact,active_acceleration
B,own,101,native,True,1,-74.46735467175783,-50.000000098016194,24.467354573741638,1.2233677286870819,1.4966285995929896,0.0812250144191763,2.639001186958159,4.696914097372034e-08,6.805103273838358e-10,4.696914097299055e-08,unavailable_in_minimal_profile,0,0,2
B,own,115,xi,False,0,0.0,6.5180447387176255,6.5180447387176255,6.5180447387176255,42.484907215924515,3.2831084506981485,0.0,0.0011581590122016225,2.4292909064209225e-05,0.0011581590122017326,unavailable_in_minimal_profile,0,2,3
B,own,115,xi,False,1,0.0,6.7871867145498035,6.7871867145498035,6.7871867145498035,46.065903498161354,3.2831084506981485,0.0,0.0011581590122016225,2.4292909064209225e-05,0.0011581590122017326,unavailable_in_minimal_profile,0,2,3
B,own,115,native,True,0,-298.9417177429614,-50.00000010326987,248.9417176396915,12.447085881984574,154.9299469534997,0.9089224898467525,330.45603701968787,0.0011581590122016225,2.4292909064209225e-05,0.0011581590122017326,unavailable_in_minimal_profile,0,2,3
B,own,115,native,True,1,-314.972519489696,-50.000000109902075,264.97251937979394,13.248625968989696,175.52609006618817,0.9089224898467525,330.45603701968787,0.0011581590122016225,2.4292909064209225e-05,0.0011581590122017326,unavailable_in_minimal_profile,0,2,3
B,own,119,xi,False,0,0.0,7.461557527676697,7.461557527676697,7.461557527676697,55.674840738828784,3.918746553404156,0.0,0.005027238880372356,8.717624963897942e-05,0.005027238880372583,unavailable_in_minimal_profile,0,2,3
B,own,119,xi,False,1,0.0,7.7832588524709765,7.7832588524709765,7.7832588524709765,60.57911836456782,3.918746553404156,0.0,0.005027238880372356,8.717624963897942e-05,0.005027238880372583,unavailable_in_minimal_profile,0,2,3
B,own,119,native,True,0,-367.0586602875771,-50.000000129565905,317.0586601580112,15.85293300790056,251.3154849529831,1.1632019855889486,541.2155437112291,0.005027238880372356,8.717624963897942e-05,0.005027238880372583,unavailable_in_minimal_profile,0,2,3
B,own,119,native,True,1,-390.5290348827378,-50.00000013929866,340.5290347434391,17.026451737171957,289.90005875824596,1.1632019855889486,541.2155437112291,0.005027238880372356,8.717624963897942e-05,0.005027238880372583,unavailable_in_minimal_profile,0,2,3
C,common,0,xi,True,0,0.0,1.4157854713082747e-10,1.4157854713082747e-10,1.4157854713082747e-10,2.0044485007675934e-20,9.358616423587697e-11,8.038758407600634e-20,1.5811722657900694e-12,4.967950501223321e-16,1.5811837684647415e-12,unavailable_in_minimal_profile,0,0,0
C,common,0,xi,True,1,0.0,2.456483239680874e-10,2.456483239680874e-10,2.456483239680874e-10,6.034309906833041e-20,9.358616423587697e-11,8.038758407600634e-20,1.5811722657900694e-12,4.967950501223321e-16,1.5811837684647415e-12,unavailable_in_minimal_profile,0,0,0
C,common,0,native,False,0,0.0,2.8951752443552392e-05,2.8951752443552392e-05,1.4475876221776195e-06,2.0955099238818548e-12,1.2447338769830855e-07,0.0,1.5811722657900694e-12,4.967950501223321e-16,1.5811837684647415e-12,unavailable_in_minimal_profile,0,0,0
C,common,0,native,False,1,0.0,4.0506492191526625e-05,4.0506492191526625e-05,2.025324609576331e-06,4.101939774155518e-12,1.2447338769830855e-07,0.0,1.5811722657900694e-12,4.967950501223321e-16,1.5811837684647415e-12,unavailable_in_minimal_profile,0,0,0
C,common,46,xi,True,0,1.5341863377331277,1.5341826910262508,-3.646706876914152e-06,-3.646706876914152e-06,1.3298471046132968e-11,1.6994612778998465e-06,2.6508674044225274e-11,2.226480019595379e-06,6.039367535494424e-06,2.226480025662599e-06,unavailable_in_minimal_profile,0,0,0
C,common,46,xi,True,1,-1.3665108227343814,-1.3665071881500863,3.6345842950868956e-06,3.6345842950868956e-06,1.3210202998092306e-11,1.6994612778998465e-06,2.6508674044225274e-11,2.226480019595379e-06,6.039367535494424e-06,2.226480025662599e-06,unavailable_in_minimal_profile,0,0,0
