step,time_s,left_x_m,left_y_m,left_z_m,left_vx_m_s,left_vy_m_s,left_vz_m_s,left_omega_rad_s,left_slip_x_m_s,left_contact_count,left_fx_n,left_fy_n,left_fz_n,left_min_dist_m,right_x_m,right_y_m,right_z_m,right_vx_m_s,right_vy_m_s,right_vz_m_s,right_omega_rad_s,right_slip_x_m_s,right_contact_count,right_fx_n,right_fy_n,right_fz_n,right_min_dist_m
270,0.5420000000000004,-0.0015017230170239404,0.1337997053471571,0.049668102061945295,0.008933937748353176,-6.051839920461852e-19,0.00017889519586073547,0.16744545245492745,0.0005616651256068021,3,-0.23568309078539762,-1.1102230246251565e-16,13.246210570924077,-0.00018794832034708248,-0.006538154566642393,-0.166186716680275,0.04978295118269406,0.01433488156304828,-8.283588381549254e-19,-0.00035336027789640385,0.2924848302120429,-0.0002893599475538664,3,0.05847476513894734,0.0,13.301043975302857,-0.0001777853629828588
271,0.5440000000000004,-0.0014845930070323792,0.1337997053471571,0.04966864833988774,0.008582486197713611,-7.704401033557325e-19,0.00028342782398186906,0.15363275305250812,0.0009008485450882047,2,-0.4469860661464262,0.0,13.097464399706904,-0.00018804345456131105,-0.006509298571538114,-0.166186716680275,0.04978268623819713,0.014421924508849758,-8.283387714244768e-19,-0.00016696717889081567,0.30985655426166225,-0.0010709032042333557,2,0.5456121699455478,2.220446049250313e-16,12.967641419157925,-0.00017668312726208668
272,0.5460000000000004,-0.0014687934691597917,0.1337997053471571,0.049668961723792544,0.007915811000796073,-7.70299026048672e-19,0.0001661271413544052,0.1474487821333996,0.0005433718941260934,3,-0.22668350949434912,2.220446049250313e-16,13.244288663966344,-0.00018831365357641766,-0.006478817447970957,-0.166186716680275,0.04978180237114056,0.015234105395068559,-4.973558145403063e-19,-0.0004784732423619841,0.32731031858335286,-0.0011314105340990838,2,0.5548881003441206,0.0,12.99989938110092,-0.00017609996359451568
273,0.5480000000000004,-0.001453668708246956,0.1337997053471571,0.04966947924338687,0.007577779471194885,-4.395905776686299e-19,0.00026781066350271257,0.13383995176113694,0.0008857818831380371,2,-0.4398597205674246,4.440892098500626e-16,13.0952730434615,-0.00018835179999236035,-0.006446683567724304,-0.166186716680275,0.04978039565629543,0.016060094790393418,-4.970163093609771e-19,-0.0007419508922158401,0.3448894033254716,-0.0011843753758801617,2,0.5642184870902662,4.440892098500626e-16,13.026832164281124,-0.00017593617447292376
274,0.5500000000000004,-0.0014398532060992124,0.1337997053471571,0.04966975733517152,0.006921731030504951,2.21837964642581e-19,0.0001472576643376454,0.12040209832738946,0.000901626114135478,2,-0.43758135559913525,4.440892098500626e-16,13.108773040264765,-0.00018857433479278762,-0.0064128691398162635,-0.166186716680275,0.04977854631164953,0.016899972925003014,1.6461537929483067e-19,-0.0009653335740952101,0.3450713383458739,-0.00035359399229067945,3,0.044104210161238555,0.0,13.383093521980198,-0.0001761075038000312
275,0.5520000000000004,-0.0014273401860941304,0.1337997053471571,0.04966983619866956,0.006269088116391317,8.83264596723205e-19,4.681601070157988e-05,0.1147012851632932,0.0005340238582266562,3,-0.21293059679280368,1.1102230246251565e-16,13.256596275738831,-0.00018894278131192932,-0.006378923345138955,-0.166186716680275,0.04977731430106602,0.01696562441473106,1.6461809632012922e-19,-0.0006566829827323544,0.33324811576043295,0.000303218626709411,3,-0.3385420789836858,0.0,13.419225440827523,-0.00017866798214110496
276,0.5540000000000004,-0.0014154610093925206,0.1337997053471571,0.049670155835824154,0.0059515725280411755,1.0486453037953527e-18,0.00016685045903667376,0.10139095096002528,0.0008820249800399116,2,-0.4317218652448638,0.0,13.102843988660535,-0.0001890465858363985,-0.0063459859043059385,-0.166186716680275,0.049776806509030144,0.016461670504650094,1.6438692230257318e-19,-0.00029317527406872747,0.3219215073519034,0.0003655951370549228,3,-0.3342991967000659,-1.1102230246251565e-16,13.371266294343373,-0.0001809398803032103
277,0.5560000000000004,-0.0014048668704986541,0.1337997053471571,0.04967025858204211,0.00530766419900599,1.0487805286499977e-18,5.758683852792926e-05,0.08821839224700828,0.0008967445866555753,2,-0.4301007465269977,0.0,13.115166590871421,-0.0001893159588499116,-0.0063140441773043305,-0.166186716680275,0.04977688013449572,0.015964028776274293,-1.156965854789451e-21,-1.1270871500197324e-06,0.31101539047423576,0.0004132592525625048,3,-0.3299863242898331,0.0,13.331047532044325,-0.00018254932813081826
278,0.5580000000000004,-0.0013955529485118788,0.1337997053471571,0.0496701811315451,0.004666180245078481,1.0489142291935508e-18,-3.3320423815881295e-05,0.07515939500049662,0.0009082104950536496,2,-0.42864671884769634,-8.881784197001252e-16,13.125527689962363,-0.00018971551540686304,-0.006283085316376315,-0.166186716680275,0.04977741542410659,0.01547280448861013,-1.3701241512746576e-21,0.00023099443226214626,0.3004692797475296,0.0004493405012336478,3,-0.32563359821897253,0.0,13.297410461692188,-0.00018362042301143383
279,0.5600000000000004,-0.0013875149189030657,0.1337997053471571,0.049669954337655586,0.004026870019367609,-2.7353306304097457e-19,-0.00010879337875712319,0.07009684573017821,0.0005220277328586982,3,-0.19479964594301225,0.0,13.2763898946131,-0.00019021550939532506,-0.006253096355621826,-0.166186716680275,0.049778312222341935,0.014988057803059486,-1.5762028417995435e-21,0.00041299536220502355,0.2902350202461517,0.000476306790751899,3,-0.3212648847345697,-1.1102230246251565e-16,13.269364744502337,-0.0001842571800340781
280,0.5620000000000004,-0.0013800567686665533,0.1337997053471571,0.04967002724532875,0.003736401827388816,-2.734816379818722e-19,4.0746290751909134e-05,0.05706533851601854,0.0008831349015878888,2,-0.4244982044263528,0.0,13.113411708258575,-0.00019039638439144468,-0.006224064281958375,-0.166186716680275,0.0497794870228494,0.01450981316652013,-1.6709861122032847e-19,0.0005532059895683923,0.2802741794907993,0.0004961041919801634,3,-0.31689905185528777,0.0,13.246063924171477,-0.0001845465690181458
281,0.5640000000000004,-0.0013738621569349555,0.1337997053471571,0.04966991472460801,0.003103270885852714,-2.7334961807444087e-19,-5.2766585038180894e-05,0.04412844898002801,0.0008968484368513134,2,-0.4237845180713147,-8.881784197001252e-16,13.123926121863882,-0.00019071478413060922,-0.006195976091219908,-0.166186716680275,0.049780870448129164,0.01403806679091323,-1.6729316872791762e-19,0.0006586952940209637,0.27055599098656813,0.0005102672415848233,3,-0.3125509836401231,3.3306690738754696e-16,13.226784648744054,-0.00018456110398135106
282,0.5660000000000004,-0.0013689289631212214,0.1337997053471571,0.04966964808614409,0.002471209876770117,-1.5957983556846443e-18,-0.00013061791346667765,0.03126468279313299,0.0009079757371134672,2,-0.42325602649249316,-4.440892098500626e-16,13.132729321265892,-0.0001911401828922285,-0.006168818832410333,-0.166186716680275,0.049782405095721204,0.0135727926148239,3.28484454975541e-19,0.000735454442778833,0.26105573298704254,0.0005200059654717724,3,-0.30823238857223356,-3.3306690738754696e-16,13.21090897438211,-0.00018436105121871077
283,0.5680000000000004,-0.0013652556170674908,0.1337997053471571,0.04966925354500387,0.0018399414019108504,-2.2569580160429056e-18,-0.0001953569101153563,0.018455233718863713,0.0009171797159676647,2,-0.4229321250225744,0.0,13.140065074135109,-0.0001916469694823314,-0.006142579642515177,-0.166186716680275,0.04978404369821951,0.013113947055369762,-1.6766842455347457e-19,0.0007885538957135775,0.2517534506279836,0.0005262745239705807,3,-0.30395244348140016,2.220446049250313e-16,13.197909257421482,-0.00018399631200950034
284,0.5700000000000004,-0.0013628411569505659,0.1337997053471571,0.04966875294656986,0.0012091593896912491,-2.2568283915059927e-18,-0.0002491696736029333,0.005683414643797633,0.0009249886575013674,2,-0.4228287645430102,0.0,13.146143138847904,-0.0001922137337937238,-0.0061172457737859,-0.166186716680275,0.049785747552139686,0.012661472796421809,1.627949338887739e-19,0.000822277983096198,0.2426329489101534,0.0005298253509141374,3,-0.2997183061623061,-2.220446049250313e-16,13.187335231817036,-0.00018350802750895234
285,0.5720000000000004,-0.0013616852768990697,0.1337997053471571,0.04966816439117203,0.0005785341803655149,-2.256699162658443e-18,-0.0002939298551045558,-0.007065793363964453,0.0009318238485637375,2,-0.4229591295907966,4.440892098500626e-16,13.151143871983262,-0.00019282265174232205,-0.00609280461502096,-0.166186716680275,0.04978748517717055,0.012215301809680728,-1.6802798754809037e-19,0.000840240216615223,0.2336809992885239,0.000531251845254533,3,-0.29553552324843335,-2.220446049250313e-16,13.178802940055007,-0.00018292994629300063
286,0.5740000000000004,-0.0013617883663480698,0.1337997053471571,0.04966750277117005,-5.2283389419466394e-05,-1.5952802941277168e-18,-0.00033124246140347525,-0.011035578646308095,0.0004994955428959384,3,-0.16341302247240364,2.220446049250313e-16,13.313540531808432,-0.00019345895542993707,-0.0060692437080563134,-0.166186716680275,0.049789231172856926,0.011775357765363766,-4.988475826156752e-19,0.0008454820986968797,0.2248867146925735,0.0005310220307350889,3,-0.2914083546181898,0.0,13.171985241784919,-0.00018228958905652098
287,0.5760000000000004,-0.0013623779179499265,0.1337997053471571,0.04966725145930619,-0.0002959294561593931,-1.2645951874344846e-18,-0.00012633138767950371,-0.02392415378613394,0.000900278233147304,2,-0.4219809118492899,-4.440892098500626e-16,13.127292089223314,-0.0001936707075561525,-0.006046550760429893,-0.166186716680275,0.0497909652444567,0.011341557957415715,-4.990191325579088e-19,0.0008405577834774329,0.21624105733168655,0.0005295050908313871,3,-0.28734003136870034,3.3306690738754696e-16,13.166603669404369,-0.00018160923992035366
288,0.5780000000000004,-0.0013642235183154929,0.1337997053471571,0.04966685605221379,-0.000925301134731693,-1.9257546104967636e-18,-0.00019916799391604402,-0.036789505005637706,0.0009141741155501924,2,-0.4229896109543023,8.881784197001252e-16,13.134948882950876,-0.00019398026924746098,-0.0060247136549870395,-0.166186716680275,0.04979267137372457,0.01091381484266363,-3.2203490958714986e-21,0.0008276065983045042,0.20773645116312955,0.0005269922845071526,3,-0.28333296098011795,1.1102230246251565e-16,13.162421436255677,-0.00018090678952395467
289,0.5800000000000004,-0.0013673281728249335,0.1337997053471571,0.04966633935259427,-0.0015561729422474972,-6.030446274955942e-19,-0.0002606020556176442,-0.04964998663397375,0.0009263263894511904,2,-0.4242128462071433,2.220446049250313e-16,13.141298229739146,-0.00019436473686717387,-0.006003720457036906,-0.166186716680275,0.04979433711380603,0.010492037272947745,1.619362848774878e-19,0.0008084151445893049,0.19936647683879752,0.0005237134310078686,3,-0.2793888905508054,0.0,13.159237432891382,-0.0001801964514399762
290,0.5820000000000004,-0.0013716955248374205,0.1337997053471571,0.049665720269957386,-0.0021888657262256524,-2.722694348370513e-19,-0.00031258139567044084,-0.06252196402344556,0.000937232474946626,2,-0.42566584972821064,0.0,13.146525292997117,-0.00019480493528004766,-0.005983559419545154,-0.166186716680275,0.04979595299036619,0.010076131482978657,1.6177310885111223e-19,0.0007844704512886551,0.1911256316341003,0.0005198499012736418,3,-0.27550903677625094,-1.1102230246251565e-16,13.156881071486419,-0.00017948937034500262
291,0.5840000000000004,-0.0013773299011615513,0.1337997053471571,0.049665014372010007,-0.0028237228610286397,-2.721389831607351e-19,-0.00035677802146470786,-0.07542024433762462,0.0009472893558525913,2,-0.42736140433509906,0.0,13.150789237690976,-0.00019528487311713805,-0.0059642189867494064,-0.166186716680275,0.04979751199360319,0.00966600188369174,-3.7099863705185316e-21,0.0007570054455255247,0.1830091405612074,0.0005155448556313693,3,-0.2716941895741438,2.220446049250313e-16,13.15520785898259,-0.00017879413772977498
292,0.5860000000000004,-0.0013842363502084673,0.1337997053471571,0.04966423435863053,-0.003461106633908196,-2.720081719102476e-19,-0.0003946268590071788,-0.07858899912993644,0.00046834332258862636,3,-0.13829641070513787,-4.440892098500626e-16,13.331347696743684,-0.0001957912733622988,-0.005945687796505559,-0.166186716680275,0.04979900914796524,0.009261551700540082,3.2677677077446667e-19,0.0007270378267120666,0.17501280778752631,0.0005109113111637659,3,-0.2679447948375344,2.220446049250313e-16,13.154095596767316,-0.0001781172286664176
293,0.5880000000000004,-0.0013915545026849513,0.1337997053471571,0.04966391766205873,-0.003667288755963664,-9.332657276852249e-19,-0.00016316386083011652,-0.08189357703136528,0.0004273900956045999,3,-0.13617205492066575,2.220446049250313e-16,13.30054848703746,-0.00019582165408628394,-0.0059279546816110055,-0.166186716680275,0.04980044114825568,0.00886268348796347,6.572658968221399e-19,0.0006954032780997921,0.16713289978301166,0.0005060384988128871,3,-0.264261020662632,0.0,13.153441119228674,-0.00017746337120951028
294,0.5900000000000004,-0.0013992780246615995,0.1337997053471571,0.04966397256088725,-0.0038703180110527414,-6.025870803811733e-19,2.2429948291253016e-05,-0.09521112294748021,0.00089023813632127,2,-0.42971943271953394,0.0,13.094713202617545,-0.000195467089592255,-0.005911008670301682,-0.166186716680275,0.04980180605241476,0.008469299544765978,6.571123840079175e-19,0.000662783818947868,0.15936605343655355,0.0005009968729382999,3,-0.2606428104910047,0.0,13.153157495874957,-0.00017683585834499943
295,0.5920000000000004,-0.0014082806199889274,0.1337997053471571,0.0496637863532413,-0.004511245119292749,-6.02451792093916e-19,-9.894144958045461e-05,-0.09838075011583419,0.000407792386498961,3,-0.1299460079613719,0.0,13.291286503421972,-0.00019530321840393466,-0.005894838986080967,-0.166186716680275,0.04980310302264707,0.00808130224998687,6.569610983502679e-19,0.0006297319881944667,0.1517092038146587,0.0004958420592539349,3,-0.25708992588469615,-2.220446049250313e-16,13.153171632239154,-0.00017623681097636568
296,0.5940000000000004,-0.001417670049919377,0.1337997053471571,0.04966394415324032,-0.004704992389701643,-6.024193221238412e-19,7.286601299646751e-05,-0.11187751359720156,0.0008888832901584355,2,-0.43351432838136716,0.0,13.08070603419991,-0.00019478178606276153,-0.005879435047007614,-0.166186716680275,0.04980433210775091,0.0076985943347808285,3.261670452345386e-19,0.0005966914539271747,0.1441595273658717,0.0004906179664872432,3,-0.2536019810791026,5.551115123125783e-16,13.153422213796391,-0.0001756673992142216
297,0.5960000000000004,-0.0014283498458838749,0.1337997053471571,0.04966381913703707,-0.005351583821366767,-6.02282002754529e-19,-6.937250006639491e-05,-0.11489396016877745,0.00039311418707210603,3,-0.12391973623980479,-2.220446049250313e-16,13.285988085780316,-0.0001944909378715845,-0.005864786464545459,-0.166186716680275,0.04980549406052698,0.007321079102613412,1.1526323676901355e-18,0.0005640145597994318,0.13671439726570156,0.0004853592393283335,3,-0.2501784710048015,-2.220446049250313e-16,13.153857944856084,-0.00017512802818777512
298,0.5980000000000004,-0.0014393985375337733,0.1337997053471571,0.04966402234444936,-0.005536345117987379,-9.3289587444986e-19,9.455147201036402e-05,-0.12858102505087254,0.0008927061345562481,2,-0.4382276814139623,2.220446049250313e-16,13.069531509055096,-0.0001938580554265365,-0.005850883042058259,-0.166186716680275,0.049806590185022336,0.0069486606075463385,8.218424802432675e-19,0.0005319772479280585,0.12937134829961716,0.00048009319256548007,3,-0.24681879411034235,2.220446049250313e-16,13.154436041037389,-0.00017461849369685561
299,0.6000000000000004,-0.0014517516227131762,0.1337997053471571,0.04966390946252852,-0.006189969302081778,-6.021114406159773e-19,-6.433676480941438e-05,-0.1314334946950069,0.0003817054326685672,3,-0.11805834463861076,-2.220446049250313e-16,13.283606083927147,-0.0001934869543458867,-0.005837714773017504,-0.166186716680275,0.04980762220912057,0.00658124379839346,1.1523444662664017e-18,0.0005007917361096671,0.12212804923576694,0.00047484133660511286,3,-0.243522271034602,-2.220446049250313e-16,13.155120939661822,-0.00017413811225197584
300,0.6020000000000004,-0.0014644561563175488,0.1337997053471571,0.04966411770554357,-0.00636598925363223,-9.32726810447187e-19,9.604693341951923e-05,-0.14532699057130075,0.0009003602749328076,2,-0.44380779237965795,0.0,13.060308777190262,-0.00019278058382975194,-0.005825271838978752,-0.166186716680275,0.049808592178637756,0.006218734634958644,8.215585459057129e-19,0.0004706172740346326,0.1149822810758083,0.0004696205811682286,3,-0.24028815995467823,0.0,13.155883197331558,-0.00017368582938847438
301,0.6040000000000004,-0.0014784816915214495,0.1337997053471571,0.04966398239951894,-0.007027938022727382,-9.32584926162659e-19,-7.658553855066797e-05,-0.15923690370273277,0.0009339071624092574,2,-0.44822756033683087,8.881784197001252e-16,13.077915274379915,-0.00019236109601530188,-0.0058135446073721364,-0.166186716680275,0.049809502369641524,0.005861040181330393,8.214194743051381e-19,0.00044156925737708677,0.10793191991640542,0.00046444418551012164,3,-0.2371156692599441,0.0,13.15669854821775,-0.00017326030957311167
302,0.6060000000000004,-0.00149384139070385,0.1337997053471571,0.04966355598099764,-0.007696468924657494,3.901370783464156e-19,-0.000223002053274775,-0.16167863917785488,0.0003874630342352494,3,-0.10811784971165839,0.0,13.303651977982895,-0.00019217478298805268,-0.005802523629144738,-0.166186716680275,0.0498103552161888,0.005508068680234068,8.212822755046417e-19,0.0004137269391842898,0.10097492342511402,0.0004593225089783671,3,-0.23400396806539292,-4.440892098500626e-16,13.157547100259405,-0.0001728600105362077
303,0.6080000000000004,-0.0015095229562159084,0.1337997053471571,0.049663510375956635,-0.007857653714002004,3.901628148044708e-19,-3.2750931487033025e-05,-0.16423954098709556,0.00035432333535277347,3,-0.1066273413325991,-1.1102230246251565e-16,13.277019036201047,-0.0001915930873197108,-0.005792199636286093,-0.166186716680275,0.04981115325108862,0.00515972961167441,1.5985704192967773e-19,0.00038713994401442663,0.09410932014793795,0.00045426360427751247,3,-0.2309521949699772,0.0,13.158412649640555,-0.00017248324444472246
304,0.6100000000000004,-0.0015255219427701267,0.1337997053471571,0.049663766270444984,-0.008016628141360385,2.2486733971524486e-19,0.00011783562678122028,-0.17864447037887493,0.0009155953775833621,2,-0.4572901387578012,2.220446049250313e-16,13.038829110103629,-0.00019069461866697002,-0.005782563539262907,-0.166186716680275,0.049811899057648656,0.004815933738493711,1.597234669417864e-19,0.00036183376101894143,0.08733320103401755,0.0004492736867928336,3,-0.22795946538066003,0.0,13.159282096653524,-0.00017212822797570138
305,0.6120000000000004,-0.0015428820577453404,0.1337997053471571,0.04966361466352953,-0.008698691265649589,5.556600496947133e-19,-8.680859136934939e-05,-0.18101083491520778,0.00035185048011080085,3,-0.10118541974670614,0.0,13.281724345070327,-0.00019014118567438343,-0.005773606424384746,-0.166186716680275,0.04981259523066567,0.004476593140990884,1.5959164565430825e-19,0.0003378143669965644,0.08064471269525184,0.0004443575062282922,3,-0.22502487765770518,-1.1102230246251565e-16,13.160144948416724,-0.0001717931230439812
306,0.6140000000000004,-0.001560543397502268,0.1337997053471571,0.04966377856400784,-0.008849546445582283,5.556852897368227e-19,7.079249459679879e-05,-0.1834751313513791,0.0003242101219866726,3,-0.09990099253939055,0.0,13.258629900402749,-0.00018925641506319785,-0.005765319551119002,-0.166186716680275,0.04981324434517933,0.0041416212423641225,-5.860925814209617e-21,0.0003150721087958098,0.07404205202279635,0.0004395186412243053,3,-0.22214751828458812,5.551115123125783e-16,13.160992895950466,-0.0001714760696758244
307,0.6160000000000004,-0.0015785021316433664,0.1337997053471571,0.0496641891955757,-0.008998496473443281,5.557115738217452e-19,0.0001939991166173754,-0.19834659611476613,0.0009188333322950257,2,-0.46840210279487593,4.440892098500626e-16,13.011875452361735,-0.00018810843162277158,-0.005757694349370511,-0.166186716680275,0.04981384893172967,0.003810932826435436,8.2062298268245965e-19,0.00029358495582511524,0.06752346186426564,0.00043475973322215384,3,-0.2193264662255623,0.0,13.161819454876598,-0.00017117521229774446
308,0.6180000000000004,-0.001597855063753703,0.1337997053471571,0.049664112069012285,-0.009697141125390926,1.2171545081145191e-18,-5.080541720395466e-05,-0.21324059047137775,0.0009648883981779616,2,-0.4745304206622143,0.0,13.037287918311883,-0.00018738088977877237,-0.005750722416738795,-0.166186716680275,0.049814411457048326,0.0034844440488712774,8.204962029634514e-19,0.00027332121743829885,0.0610872275298157,0.00043008267238049246,3,-0.2165607966027432,1.1102230246251565e-16,13.162619660518502,-0.00017088872051796572
309,0.6200000000000004,-0.0016186204444420553,0.1337997053471571,0.04966362286896593,-0.010404912305782632,1.2173081237052127e-18,-0.00025777090823565985,-0.22819394070301766,0.0010047847293682514,2,-0.48074474857421956,-4.440892098500626e-16,13.058630596567859,-0.00018699624762701789,-0.0057443955157638685,-0.166186716680275,0.04981493430927545,0.003162072442916174,9.856935003523525e-19,0.0002542418062229311,0.054731673945866345,0.00042548874562285633,3,-0.21384958379836938,2.220446049250313e-16,13.163389809483409,-0.00017061480531403023
310,0.6220000000000004,-0.0016408167785541548,0.1337997053471571,0.049662785160739534,-0.011121940882452691,5.561728208738402e-19,-0.00043295944909628296,-0.22988384019595057,0.0003722511273448383,3,-0.08625367607204448,-2.220446049250313e-16,13.323857982754317,-0.00018688879290101185,-0.005738705571169838,-0.166186716680275,0.04981541978693289,0.002843736920498102,1.3162148412284716e-18,0.00023630211642391004,0.04845516331486092,0.000420978754755056,3,-0.21119190407058863,0.0,13.164127240936617,-0.00017035173140234755
311,0.6240000000000004,-0.0016632699053925435,0.1337997053471571,0.04966238842269792,-0.011250506767899009,2.255469860611669e-19,-0.00021258982422474548,-0.2317223036739686,0.00033560841579942206,3,-0.08503079058759155,0.0,13.293600722433796,-0.0001863228697404351,-0.0057336446671140935,-0.166186716680275,0.04981587009100204,0.0025293577694322144,1.316092792857237e-18,0.00021945357661963094,0.04225609317062144,0.00041655311090114206,3,-0.20858683775332343,-1.1102230246251565e-16,13.164830151741445,-0.00017009782644469146
312,0.6260000000000004,-0.0016859761751487352,0.1337997053471571,0.049662342547946034,-0.01137726306448998,2.2556764684060567e-19,-3.7283091843041576e-05,-0.24733657839803838,0.0009895658554119405,2,-0.4940989607386115,0.0,13.014448410797183,-0.0001853877204652521,-0.005729205044448625,-0.166186716680275,0.04981628731955605,0.0022188566473439536,1.1506497897312863e-18,0.00020364492708964196,0.0361328947432354,0.0004122119101821833,3,-0.20603347109985248,-2.220446049250313e-16,13.165497440472903,-0.00016985148764601943
313,0.6280000000000004,-0.0017101531356587916,0.1337997053471571,0.049661816605174026,-0.012114226706844254,2.2572965248260056e-19,-0.0002782965053250507,-0.248981195053753,0.00033483304584339645,3,-0.0798023926795628,-2.220446049250313e-16,13.30034451046294,-0.00018485472152619115,-0.005725379097998963,-0.166186716680275,0.04981667346448169,0.0019121565728434117,8.198858004087386e-19,0.0001888232648769278,0.030084031566499178,0.0004079549945184527,3,-0.20353089782011913,-1.1102230246251565e-16,13.166128576029285,-0.00016961118621171972
314,0.6300000000000004,-0.0017345676788492325,0.1337997053471571,0.04966166160477868,-0.012233181557790249,-1.0489629130783835e-19,-9.294012250527475e-05,-0.25074961060255513,0.00030429897233750884,3,-0.07877872658951057,-2.220446049250313e-16,13.273737833872609,-0.0001839314194991698,-0.005722159373865319,-0.166186716680275,0.04981703040989968,0.0016091819144080234,6.544457273621389e-19,0.0001749348931793041,0.024107998275893307,0.000403782000613358,3,-0.20107822035295198,-1.1102230246251565e-16,13.16672348717996,-0.00016937547005783232
315,0.6320000000000005,-0.001759216749552147,0.1337997053471571,0.04966179831121098,-0.01235062154091792,-4.355209212556889e-19,5.2790543441930956e-05,-0.26698489590219254,0.0009986232541917064,2,-0.5095653205712392,0.0,12.983235300725891,-0.00018269625985333632,-0.005719538566749703,-0.166186716680275,0.04981735993195456,0.0013098583773691074,4.890070738252235e-19,0.00016192600625046483,0.018203319556724305,0.0003996923995328921,3,-0.1986745509089859,1.1102230246251565e-16,13.167282469918472,-0.00016914296510620042
316,0.6340000000000005,-0.0017853825410087717,0.1337997053471571,0.04966136201311644,-0.013110662068305426,-4.35351785729393e-19,-0.00023473418511518247,-0.28327932123469635,0.0010533039934293928,2,-0.5176082898584107,0.0,13.012963087016413,-0.00018194920345075694,-0.00571750951731214,-0.166186716680275,0.04981766369969808,0.0010141129893443113,6.54214743525779e-19,0.00014974323632786147,0.012368549211164061,0.0003956855287861082,3,-0.19631901231464155,3.3306690738754696e-16,13.16780610994168,-0.00016891237544246207
317,0.6360000000000005,-0.0018130890043377254,0.1337997053471571,0.04966044124856501,-0.013882682644603322,-4.351815797459674e-19,-0.0004779963140025896,-0.29967359281068967,0.0011009969959311621,2,-0.5257181313716626,0.0,13.037860585815269,-0.0001815988528951762,-0.005716065209558483,-0.166186716680275,0.04981794327683539,0.0007218740844126469,1.1500687075377075e-18,0.0001383340851143779,0.006602269320025983,0.0003917606184113477,3,-0.1940107386827784,-1.1102230246251565e-16,13.168295217966323,-0.00016868248256966117
318,0.6380000000000005,-0.001842360287709346,0.1337997053471571,0.04965911017152133,-0.01466678591395742,-4.350098542743355e-19,-0.000684190609861368,-0.3162021303117211,0.0011433206016286373,2,-0.5339495110311738,0.0,13.058605336166767,-0.0001815678370139795,-0.00571519876826183,-0.166186716680275,0.0498182001241413,0.00043307128629056476,9.846341377607048e-19,0.00012764725893188192,0.0009030894806066961,0.00038791681226023,3,-0.1917488759332383,-1.1102230246251565e-16,13.16875077592879,-0.00016845214395241198
319,0.6400000000000005,-0.0018732208994894795,0.1337997053471571,0.0496574305694888,-0.015463155429503644,-4.348362225083627e-19,-0.0008595026408559996,-0.3328944471274601,0.001181566926869361,2,-0.542348549460228,0.0,13.07578093563319,-0.00018179080764430672,-0.0057149034564190964,-0.166186716680275,0.0498184356023864,0.0001476354907328467,8.192008729162502e-19,0.00011763292375449336,-0.00473035389377861,0.00038415318542177725,3,-0.18953258218238822,-2.220446049250313e-16,13.169173892398238,-0.00016822029101293962
320,0.6420000000000005,-0.001905695845860445,0.1337997053471571,0.049655453601422095,-0.01627204303552685,-4.346603457230542e-19,-0.0010092487279191817,-0.33330864562770185,0.0003933892458582444,3,-0.05539938183027804,-2.220446049250313e-16,13.39980138923816,-0.00018221271013738743,-0.005715172672743885,-0.166186716680275,0.04981865097564028,-0.000134501152646425,4.884464191468846e-19,0.00010824289384232414,-0.010299398223630699,0.00038046875853510996,3,-0.1873610280188862,2.220446049250313e-16,13.169565765782144,-0.0001679859267139372
321,0.6440000000000005,-0.0019383357669156985,0.1337997053471571,0.049654143743086195,-0.01635455952362751,-7.652971908831543e-19,-0.0006757427675638455,-0.3506088007209628,0.001175880512420631,2,-0.5556004171554636,0.0,13.041572697286998,-0.00018194343500346072,-0.005715999949196503,-0.166186716680275,0.0498188474148423,-0.0004134052589632573,8.189830828857443e-19,9.943076558033161e-05,-0.015805355370976396,0.00037686250958556255,3,-0.1852333966810411,-1.1102230246251565e-16,13.169927654109246,-0.00016774812283899126
322,0.6460000000000005,-0.001972629458268099,0.1337997053471571,0.0496524346620032,-0.017183225147851755,-7.651142331756364e-19,-0.0008764599719422129,-0.36808025526285765,0.001220787615291128,2,-0.564984035031626,0.0,13.060609530808422,-0.00018196751865936361,-0.005717378948551632,-0.166186716680275,0.04981902600154983,-0.0006891422269168667,6.535535715804827e-19,9.115200631732862e-05,-0.021249512211480286,0.0003733333836571476,3,-0.18314888414861064,0.0,13.170260850358531,-0.00016750601706221752
323,0.6480000000000005,-0.002008604858136139,0.1337997053471571,0.04965038306074547,-0.01802587530820595,-7.649288595417091e-19,-0.0010488404526036207,-0.3857529477071784,0.0012617720771529693,2,-0.5745601478900968,0.0,13.07627308807079,-0.00018222379020200324,-0.005719303462003935,-0.166186716680275,0.04981918773179055,-0.0009617762577790521,6.534477260732513e-19,8.336400646436244e-05,-0.02663313117595776,0.0003698803010188359,3,-0.1811066991606921,0.0,13.170566662453682,-0.00016725880988151254
324,0.6500000000000005,-0.0020462904765139907,0.1337997053471571,0.04964803559672332,-0.018882798842356146,-7.647407193307789e-19,-0.001197908908772286,-0.40365307019570107,0.0012998546674289103,2,-0.5843678292667742,-8.881784197001252e-16,13.08903522576139,-0.00018266074310831215,-0.005721767406811654,-0.166186716680275,0.049819333519959264,-0.0012313703744097255,6.533430545774447e-19,7.60261018001398e-05,-0.03195745076514786,0.0003665021638476675,3,-0.17910606317039668,1.1102230246251565e-16,13.170846397176026,-0.00016700576147676144
