mode,quantity,norm,wheel_left,wheel_right
common,qfrc_actuator,0.0043889278070755045,0.0003590132290476588,-0.0014142296274541229
common,qfrc_contact_left,0.006223946313104236,0.0,-0.0016906629505285264
common,qfrc_contact_right,0.009917078776355908,-0.0003664366679504745,0.0
differential,qfrc_actuator,0.0010694290960100293,8.249991225534571e-06,0.0006956334071908481
differential,qfrc_contact_left,0.0009358001031220724,0.0,-0.00015501911573786997
differential,qfrc_contact_right,0.0003929096099628758,8.48366085574344e-06,0.0
