scenario,episode,tick,pre_step_plant_time_s,source_ns,command_source_ns,receipt_ns,dt_s,status,latch,accepted,contact_left,contact_right,weighted_status,model_status,solver_status,iterations,primal,dual,stationarity,hard,reconstruction_iterations,closure_residual,core_step_ns,zoh_diff,base_p0,base_p1,base_p2,quat0,quat1,quat2,quat3,base_v0,base_v1,base_v2,base_w0,base_w1,base_w2,q0,q1,q2,q3,q4,q5,dq0,dq1,dq2,dq3,dq4,dq5,reference0,reference1,reference2,reference3,reference4,reference5,reference6,reference7,reference8,reference9,reference10,reference11,reference12,reference13,reference14,reference15,reference16,reference17,reference18,reference19,reference20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,task_residual0,task_residual1,task_residual2,task_residual3,task_residual4,task_residual5,task_residual6,task_cost0,task_cost1,task_cost2,task_cost3,task_cost4,task_cost5,task_cost6,max_normalized_slack,raw_tau0,raw_tau1,raw_tau2,raw_tau3,raw_tau4,raw_tau5,command_tau0,command_tau1,command_tau2,command_tau3,command_tau4,command_tau5,held_ctrl0,held_ctrl1,held_ctrl2,held_ctrl3,held_ctrl4,held_ctrl5
hold,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1087,4.0567303425966645e-08,6.4514932127903799e-08,4.0325088368995895e-08,7.1856047778595666e-09,2,1.4849232954361469e-13,6571105,0,-0.077378152000000006,8.0999999999999997e-07,0.31543998403249462,1,0,0,0,0,-0.00038689076000000003,0,0,0,0.0050000000000000001,-0.97199891583533837,1.6393957458903228,0,-0.98339093564557467,1.6394010277077622,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0.029999999999999999,0,0,0,0,-0.014600183648230658,-0.0021447083937698019,31.572223159792483,6.9392872760810276,0.30721274677441229,2.3857524520377611e-05,0.014600183648233424,0.0021447083937753491,31.549240840207528,-6.93345575287898,0.39850336198734543,-2.3857524519898827e-05,-6.7815657709455197e-06,-0.00077574426382010669,7.3536259551691766e-06,0.00081203673742071588,9.0087774104076694e-06,-0.025795463583103959,-0.0099314526129937412,-0.0046156599791937992,-0.027062770066108754,0.0098753597678678477,0.0047039409989214952,0.027313281848103593,-0.03244879618827385,-3.213562398253162,0.0014384682151758693,0.029355473223560569,-3.1690405048782648,0.00023288226357893907,-0.014614461871391253,-0.0035395936731796862,31.57223502124959,0.00086687644060792996,0.0040027329677798347,-0.0042502013454002426,0.014585463284172134,0.0007856794318306104,31.549252539572613,0.00086046056057860704,-0.00076355673785510414,-0.0042480295768024786,-7.1391080112580532e-06,-0.00069744229101504067,5.9307255787805985e-06,6.6857186978632271e-06,-2.7616667497187123e-07,-0.00051416791991985736,-7.3601783507340293e-06,-0.00067951414118058544,5.8496796193922448e-06,6.5432362528245443e-06,-2.7625098864331632e-07,-0.00051416632292587792,3.6770134654886459e-05,6.7815657709455201e-07,7.3536259551691766e-07,0.000210226820844802,0.00019862905225987481,0.00020566737363511599,0.00020566716796794295,3.6734363425793658e-09,4.5989634305659909e-13,5.4075814688537788e-13,4.5844028254990751e-08,9.5835143805531576e-08,8.4991237539891306e-08,8.4991067557665014e-08,0.00020566716796794295,-0.03244879618827385,-3.213562398253162,0.0014384682151758693,0.029355473223560569,-3.1690405048782648,0.00023288226357893907,-0.03244879618827385,-3.213562398253162,0.0014384682151758693,0.029355473223560569,-3.1690405048782648,0.00023288226357893907,0.03244879618827385,3.213562398253162,-0.0014384682151758693,-0.029355473223560569,3.1690405048782648,-0.00023288226357893907
hold,0,1,0.01,10000000,10000000,10000000,0.01,0,0,1,2,2,0,0,0,551,1.0298299542882496e-07,6.4126537078872575e-08,4.0392195545046433e-08,8.988603065779744e-08,2,1.519617764955683e-13,3336126,0,-0.077378161892866365,-1.199169868275848e-05,0.31543998261158029,0.99999999946827234,1.8882896846367604e-05,-1.8369284838080135e-08,2.658742092473461e-05,-1.7500169194303938e-06,-0.0018673273881836363,-2.8561341407425998e-07,0.006063254230038906,-6.3337679997986673e-06,0.0055050326321815371,-0.97195354095476283,1.6393321450214855,0.00011382430912972364,-0.98343533437138286,1.6394612522754137,-9.9859203464647617e-05,0.0072109696760834716,-0.010111938728359134,0.016542796223912616,-0.0069905764685466599,0.0095790264976456305,-0.014880489152774226,1.0589137313817323e-05,2.8916569990086238e-06,-0.061576687142874779,6.4256144240053471e-05,-0.033508769369819273,-0.088165131813721237,0.12363289601845158,0.085485271751654851,-0.11711640240720281,-0.014600183648230658,-0.0021447083937698019,31.572223159792483,6.9392872760810276,0.30721274677441229,2.3857524520377611e-05,0.014600183648233424,0.0021447083937753491,31.549240840207528,-6.93345575287898,0.39850336198734543,-2.3857524519898827e-05,1.2839109346241639e-05,0.016190413069878548,-0.00023351739906086392,-0.060467564738208301,8.6085384942312455e-05,-0.030313578792795993,-0.095197874265466081,0.1102372315762904,-0.0080116477557889802,0.092384011200642782,-0.10472842837347938,0.0056373683015710409,-0.033297752981007511,-3.213192914690933,0.0015121135512360002,0.030204364015623788,-3.1692394139274684,0.00016899767692971708,-0.014595641616546064,0.036821369500858459,31.571787385487969,-0.012300540782689755,0.0040565831513917714,-0.0036123472832621678,0.014593443152380366,0.04110313042990088,31.548834030964564,-0.012483359025466906,-0.00080664836073520243,-0.0034782757916849896,2.8668160921149548e-06,0.020079195683315749,-0.00021859331905131233,-6.4179616526427631e-05,-3.9404573899124164e-07,-0.00039398508568334076,-2.774878052584323e-06,0.020074934328836613,-0.00020419219005514037,-6.4145677743314165e-05,-4.2991285156821261e-07,-0.00039398556674151739,0.00027429336795990853,2.2499720324243166e-07,2.3640905605987255e-05,0.00015975952885116402,0.00026791328884322369,0.00040158431524985218,0.00040158391366631498,2.679381404401111e-07,5.0623741466916103e-14,5.5889241787119966e-10,2.8599679619452878e-08,1.7198311955391346e-07,3.7349664431991567e-07,3.7349589732795813e-07,0.00040158391366631498,-0.033297752981007511,-3.213192914690933,0.0015121135512360002,0.030204364015623788,-3.1692394139274684,0.00016899767692971708,-0.033297752981007511,-3.213192914690933,0.0015121135512360002,0.030204364015623788,-3.1692394139274684,0.00016899767692971708,0.033297752981007511,3.213192914690933,-0.0015121135512360002,-0.030204364015623788,3.1692394139274684,-0.00016899767692971708
hold,0,2,0.020000000000000004,20000000,20000000,20000000,0.01,0,0,1,2,2,0,0,0,541,1.0119964962901196e-07,6.4418849723788711e-08,4.0516589982933014e-08,8.7869297590685569e-08,2,1.8052226380405045e-13,3273512,0,-0.07737819322627465,-3.9065457174810046e-05,0.31543996095805704,0.99999999645335991,6.3960899660461001e-05,-7.4080271815149902e-08,5.479304540660939e-05,-4.1944200849704876e-06,-0.0032548385184367162,-3.4735901839617201e-06,0.010877287580109264,-1.4488153606563108e-05,0.0057196142823515853,-0.97184938939766652,1.6391846563796579,0.00031882798247083167,-0.98353364056781545,1.6396014666993166,-0.00030324848114754622,0.012423661751676316,-0.017622937326990534,0.022186102194195086,-0.01152086773768426,0.016786297359194225,-0.023663546625711379,2.5537556981619741e-05,3.5312762779188964e-05,-0.11197092078789646,0.00014858554966076752,-0.035303960512594469,-0.15446689277630254,0.21907447030782068,0.1433877900528791,-0.2086513720062898,-0.014600183648230658,-0.0021447083937698019,31.572223159792483,6.9392872760810276,0.30721274677441229,2.3857524520377611e-05,0.014600183648233424,0.0021447083937753491,31.549240840207528,-6.93345575287898,0.39850336198734543,-2.3857524519898827e-05,0.00026410603505743418,0.029688249934407208,-0.00044730740439417015,-0.10966997134023272,-0.00012430594822113124,-0.032353558784991999,-0.15968583923254603,0.19976781645166825,-0.0060359702039386488,0.15024369967518866,-0.19023592636271239,0.01912179282719419,-0.033707576059022547,-3.2125893460564958,0.0017576017308545725,0.030603827126401299,-3.1695867603641865,0.00023259278677844976,-0.014348188401805453,0.068751354852111812,31.571443714445969,-0.023317044350321253,0.0043028751139148318,-0.0031734289678774473,0.014841572472966066,0.073035691678666192,31.548494900556268,-0.02365016359814727,-0.00072496329816251802,-0.0030335836954006531,0.00012844702512194035,0.037467350416253986,-0.00039424792004928732,-0.0001182854376968417,3.5669627563700957e-05,-0.00036664405746966001,0.00012314203637247995,0.037463342593534094,-0.00037777128135982069,-0.00011825350617478872,3.563536996139944e-05,-0.00036664440711784872,0.00048241187314898251,2.3856847807581443e-05,4.826201671733591e-05,0.00014752008638012348,0.00038613307712304865,0.00074934775767179437,0.0007493470083250797,8.3813747730321256e-07,5.6914918731410346e-10,2.329222257624411e-09,3.5184271211399793e-08,3.1444656809410134e-07,1.1709557821014464e-06,1.1709534401935282e-06,0.0007493470083250797,-0.033707576059022547,-3.2125893460564958,0.0017576017308545725,0.030603827126401299,-3.1695867603641865,0.00023259278677844976,-0.033707576059022547,-3.2125893460564958,0.0017576017308545725,0.030603827126401299,-3.1695867603641865,0.00023259278677844976,0.033707576059022547,3.2125893460564958,-0.0017576017308545725,-0.030603827126401299,3.1695867603641865,-0.00023259278677844976
hold,0,3,0.030000000000000013,30000000,30000000,30000000,0.01,0,0,1,2,2,0,0,0,535,9.9834361567341495e-08,6.3770319619285918e-08,4.0089211016612421e-08,8.6580088083524145e-08,2,2.2912227670701668e-13,3236911,0,-0.077378238528616528,-7.9335691507962408e-05,0.31543989150197332,0.99999998793015288,0.00013095147714484856,-1.8511019219259018e-07,8.3614415358839096e-05,-4.9652241771804386e-06,-0.0045270585165556338,-9.3181630606456045e-06,0.015010188850747671,-2.7334253829680893e-05,0.0057860638566109525,-0.97169929764919982,1.6389704348104641,0.00055507802558621151,-0.98366902275113666,1.6398063392416526,-0.00058926931818770547,0.016684884972890012,-0.023832042440889538,0.024067285168788387,-0.014745655829581844,0.022849661339040438,-0.032070542785221638,3.0570102611779906e-05,9.549489363897226e-05,-0.15664946239106189,0.00028259804794367595,-0.036221442622180099,-0.21100487437566795,0.30129570816558615,0.18695900575521363,-0.28878715128854149,-0.014600183648230658,-0.0021447083937698019,31.572223159792483,6.9392872760810276,0.30721274677441229,2.3857524520377611e-05,0.014600183648233424,0.0021447083937753491,31.549240840207528,-6.93345575287898,0.39850336198734543,-2.3857524519898827e-05,0.0006882506209790586,0.041387570121547118,-0.00063994274767729346,-0.15290113881163098,-0.00052131416571701687,-0.033105726628402124,-0.21468953492565201,0.27720671511492556,-0.010387747904397263,0.19547335939022517,-0.26456372589682053,0.05423437887348663,-0.033898653993452509,-3.2118118787432,0.0021229266497581859,0.030777145220060829,-3.1700312474111958,0.00043519111623956363,-0.013964895615017528,0.096252553793405027,31.571174614920999,-0.033338194943812537,0.0046795791014520435,-0.0028309163307141502,0.015225150006042271,0.10054123045536156,31.548229839677592,-0.033788773935664762,-0.00050615397035060159,-0.0027567171959162603,0.00032383368229803365,0.053332894189046083,-0.00053741523431779245,-0.00014729396202972243,9.9695544847105326e-05,-0.00038844364643943137,0.00031866834838157948,0.053329519402564564,-0.0005192100105229873,-0.00014726703868712531,9.9662112891588773e-05,-0.00038844378319823384,0.00065455403224061394,6.5768051836727874e-05,7.3543764131626569e-05,0.0001874161789715459,0.0004844685078344191,0.0010666589504385938,0.0010666578837809216,1.5994701109673382e-06,4.3254366423985246e-09,5.4086852426483227e-09,6.100972664318629e-08,5.0124994603747558e-07,2.334089788984401e-06,2.3340851208121776e-06,0.0010666578837809216,-0.033898653993452509,-3.2118118787432,0.0021229266497581859,0.030777145220060829,-3.1700312474111958,0.00043519111623956363,-0.033898653993452509,-3.2118118787432,0.0021229266497581859,0.030777145220060829,-3.1700312474111958,0.00043519111623956363,0.033898653993452509,3.2118118787432,-0.0021229266497581859,-0.030777145220060829,3.1700312474111958,-0.00043519111623956363
hold,0,4,0.040000000000000022,40000000,40000000,40000000,0.01,0,0,1,2,2,0,0,0,529,1.0017870589442701e-07,6.3981500260242346e-08,4.021444864495755e-08,8.6833635477108137e-08,2,3.0442315335221792e-13,3188805,0,-0.07737827036375089,-0.00013156326973344718,0.31543974882970865,0.99999997011891972,0.00021703060245785108,-3.8051951714236799e-07,0.00011251547790087366,-2.306654313751533e-06,-0.0056704955696869246,-1.76260074571436e-05,0.018628402325127368,-4.6674706556633351e-05,0.0057697001419403952,-0.97151040769965358,1.6386994713022514,0.00080079098988791926,-0.98383133674529777,1.6400672452616147,-0.00096495952783782135,0.020339299141545697,-0.02917997943577684,0.024501078065731732,-0.01709983550060323,0.028176723047852223,-0.04160632126644527,1.4905199640464486e-05,0.00018214014422068047,-0.1971355534822514,0.00048577304161295749,-0.036643479474030599,-0.261657882583201,0.37522563839989326,0.22105246559727026,-0.36210450851291826,-0.014600183648230658,-0.0021447083937698019,31.572223159792483,6.9392872760810276,0.30721274677441229,2.3857524520377611e-05,0.014600183648233424,0.0021447083937753491,31.549240840207528,-6.93345575287898,0.39850336198734543,-2.3857524519898827e-05,0.0012388717963707106,0.051785452763914247,-0.00080954946403809756,-0.19197857625849551,-0.0010319776506552097,-0.033085879301848503,-0.26386099263853524,0.34678108757224141,-0.017139010025713556,0.2323783916718474,-0.33178636616369839,0.10500059109369698,-0.033956460927061796,-3.2108999209269227,0.0025706777203645301,0.030811985854640803,-3.170545363212895,0.00078247053839808475,-0.013521824003782689,0.12051526525796163,31.570978278672264,-0.042674782905199993,0.0051435972971778099,-0.0025585196477074827,0.015668165060419431,0.12480936816285093,31.548037785468679,-0.043210304437275547,-0.00014593702065607717,-0.0025856582342095175,0.0005519638393803913,0.068181813937992469,-0.00065007732401074346,-0.00014695271616485485,0.00018531744838211662,-0.00044288123404800635,0.00054676543556045104,0.068179178007781671,-0.00063010683432382353,-0.00014693162984680245,0.0001852837488454086,-0.0004428811426938846,0.00084802387670893206,0.00012239665967302461,9.9168960825877801e-05,0.00025784886118779412,0.00060636284698439738,0.001363637642396001,0.0013636362787598493,2.5452117859176294e-06,1.4980942299114209e-08,9.8344827912844865e-09,1.0388625058831878e-07,7.4456500906285202e-07,3.8001039868096065e-06,3.8000963866131795e-06,0.0013636362787598493,-0.033956460927061796,-3.2108999209269227,0.0025706777203645301,0.030811985854640803,-3.170545363212895,0.00078247053839808475,-0.033956460927061796,-3.2108999209269227,0.0025706777203645301,0.030811985854640803,-3.170545363212895,0.00078247053839808475,0.033956460927061796,3.2108999209269227,-0.0025706777203645301,-0.030811985854640803,3.170545363212895,-0.00078247053839808475
hold,0,5,0.050000000000000031,50000000,50000000,50000000,0.01,0,0,1,2,2,0,0,0,523,1.0006614548628925e-07,6.3805230448251379e-08,4.009846885853581e-08,8.6706316543663006e-08,2,4.1641690096128059e-13,3144362,0,-0.077378246699123784,-0.00019440364993850089,0.31543950960582956,0.99999993890506678,0.00031977213563774888,-6.9628001953522196e-07,0.00014119192538514992,5.0497517096253648e-06,-0.0066761841368392985,-2.8180230902733655e-05,0.021772724753916079,-7.3626142011057728e-05,0.0057058685906034882,-0.97128802205469722,1.6383794551544202,0.0010464122064112688,-0.98401303351601899,1.640377626861901,-0.0014434676415510874,0.023496428681479123,-0.033797695463400654,0.024207743731529278,-0.018758080702824597,0.032879814083234954,-0.052492459996594014,-2.9446218143743021e-05,0.00029366297565395398,-0.23371585464665584,0.00077107542179632473,-0.036776666252310297,-0.30754932028083098,0.44215881205330115,0.24749249176989052,-0.42971533854781752,-0.014600183648230658,-0.0021447083937698019,31.572223159792483,6.9392872760810276,0.30721274677441229,2.3857524520377611e-05,0.014600183648233424,0.0021447083937753491,31.549240840207528,-6.93345575287898,0.39850336198734543,-2.3857524519898827e-05,0.0018824113703019424,0.060999086226367738,-0.00095280788538595635,-0.22730488750121558,-0.0016060228161220236,-0.032562913534516437,-0.30826812766947781,0.40956172910406091,-0.024321060678326387,0.26250303485697402,-0.39291703045439186,0.16808233384982874,-0.033920535554473989,-3.2098860998841658,0.0030747099380522623,0.030749441770442542,-3.1711062792511435,0.0012792126472274388,-0.01307520640637248,0.14183113167653139,31.570857644036266,-0.051369805507753274,0.0056651408115009991,-0.0023514659511111803,0.016114602434314992,0.14613171921997736,31.54792117250858,-0.051956418403768183,0.00035884700652220403,-0.0024918110518277799,0.00078589571712512284,0.082083341342922514,-0.00073132971401347114,-0.00011652865046663426,0.00028800593115175762,-0.00052231351073556143,0.00078059948402630838,0.082081591840204179,-0.00070980020039832393,-0.00011651455796919571,0.0002879715019750256,-0.00052231301673465473,0.001044073587375402,0.00019118575884456856,0.00012464708610399104,0.00032054835727201301,0.00073596616186851318,0.0016416684685251993,0.0016416668268584504,3.6694851633069802e-06,3.6551994384973523e-08,1.5536896074215758e-08,1.6126701934836025e-07,1.0570073532677953e-06,5.509126624996361e-06,5.5091156067591859e-06,0.0016416668268584504,-0.033920535554473989,-3.2098860998841658,0.0030747099380522623,0.030749441770442542,-3.1711062792511435,0.0012792126472274388,-0.033920535554473989,-3.2098860998841658,0.0030747099380522623,0.030749441770442542,-3.1711062792511435,0.0012792126472274388,0.033920535554473989,3.2098860998841658,-0.0030747099380522623,-0.030749441770442542,3.1711062792511435,-0.0012792126472274388
hold,0,6,0.060000000000000039,60000000,60000000,60000000,0.01,0,0,1,2,2,0,0,0,516,1.0028068033451716e-07,6.4015871845752449e-08,4.0225501635116145e-08,8.6802264638455653e-08,2,5.7887028503955662e-13,3131729,0,-0.077378114950661075,-0.00026644183227983779,0.31543915292180036,0.99999989022958602,0.0004368273935692528,-1.1724860603356574e-06,0.00016947350923468156,1.8021740133508483e-05,-0.0075382206874273269,-4.0721298913192489e-05,0.024447971034697816,-0.0001088424367585486,0.0056163258287585081,-0.97103686846557369,1.6380175007935116,0.0012859061914395696,-0.98420767638188056,1.6407313526368139,-0.0020374999290613703,0.026190827696840138,-0.037709131958712193,0.02336514894765879,-0.019801124859528441,0.036969949128926316,-0.064571432594489525,-0.00010846388485142195,0.00042799075648857496,-0.26632108082461958,0.0011470486727473404,-0.036748478250394387,-0.34892363767361029,0.50212640698974842,0.26701616482135326,-0.49153108699297765,-0.014600183648230658,-0.0021447083937698019,31.572223159792483,6.9392872760810276,0.30721274677441229,2.3857524520377611e-05,0.014600183648233424,0.0021447083937753491,31.549240840207528,-6.93345575287898,0.39850336198734543,-2.3857524519898827e-05,0.0025944134888461704,0.069031132341957513,-0.0010671824105118509,-0.25884394698994684,-0.0022084284612589496,-0.03170473794530846,-0.34814162765672529,0.46556334605918298,-0.0305043644129405,0.28641094931039834,-0.44793524078060942,0.24112380569436681,-0.033814384924995868,-3.2087998154580752,0.003616716860934871,0.030614126369425183,-3.1716918131433163,0.0019295402298578662,-0.012667200671728201,0.16022306300147726,31.570814704281663,-0.059386802325765646,0.0062233023749161294,-0.0022098507597992333,0.016522236666875398,0.16453105683129909,31.547882224349461,-0.059989516042886853,0.0010109217728244317,-0.0024585639257262053,0.001005844355575825,0.094974796549778348,-0.00078022568749850133,-5.7324906277319611e-05,0.00040449569072720595,-0.00062185691507655517,0.0010003507889039379,0.094974066719461375,-0.00075721973032989297,-5.7318864664795692e-05,0.0004044600426142248,-0.00062185628209253645,0.001238588967835724,0.00027028773736975924,0.0001495173167000426,0.00037385669173363721,0.00087191692424736455,0.0018994978304915117,0.0018994959309955671,4.9511622547912565e-06,7.3055460972463944e-08,2.2355427993180837e-08,2.315151836089882e-07,1.4456897746510854e-06,7.3945567512848477e-06,7.3945419621939346e-06,0.0018994959309955671,-0.033814384924995868,-3.2087998154580752,0.003616716860934871,0.030614126369425183,-3.1716918131433163,0.0019295402298578662,-0.033814384924995868,-3.2087998154580752,0.003616716860934871,0.030614126369425183,-3.1716918131433163,0.0019295402298578662,0.033814384924995868,3.2087998154580752,-0.003616716860934871,-0.030614126369425183,3.1716918131433163,-0.0019295402298578662
hold,0,7,0.070000000000000048,70000000,70000000,70000000,0.01,0,0,1,2,2,0,0,0,508,1.0031419780851506e-07,6.4254595906572602e-08,4.0365305349238857e-08,8.6673268691176732e-08,2,8.0899176246873594e-13,3055800,0,-0.077377814890050189,-0.00034621938929980966,0.31543866070586407,0.99999982044909219,0.00056584509478864887,-1.8514205030325702e-06,0.00019727565818006512,3.7275171787326895e-05,-0.008253252631965852,-5.4949880543787616e-05,0.026652065827986456,-0.00015265050156660896,0.0055154235216091111,-0.97076147392611467,1.6376207002584429,0.001513756555674277,-0.98440941582883423,1.6411221979264803,-0.0027574664649044241,0.028437270956610368,-0.040907918007969321,0.02196398827194445,-0.020277494782824014,0.040429809187059372,-0.077584761457932527,-0.00022668502027230691,0.00058258197120171257,-0.29481291471259707,0.0016190760463581223,-0.036643503189421993,-0.38579516021137772,0.55479665884330864,0.27999522399123244,-0.54711983811856379,-0.014600183648230658,-0.0021447083937698019,31.572223159792483,6.9392872760810276,0.30721274677441229,2.3857524520377611e-05,0.014600183648233424,0.0021447083937753491,31.549240840207528,-6.93345575287898,0.39850336198734543,-2.3857524519898827e-05,0.0033562128089387232,0.075859300916846312,-0.0011515766890994594,-0.28645689588250511,-0.0028138604847270697,-0.030630431386987064,-0.38348524270322648,0.51451639829464346,-0.034424871139229381,0.30434287911653246,-0.49653500029707193,0.32218368788963808,-0.033655590668292483,-3.2076678649252131,0.0041839425797483721,0.030424444456653748,-3.1722803076589856,0.0027360637378148569,-0.012330722136662248,0.17565616182950161,31.570849462746729,-0.066672550852221624,0.0068033293440461547,-0.0021338076429028171,0.016858179758637119,0.17997235807473699,31.547920763328165,-0.067256211275596708,0.0018118796391993343,-0.0024736278868892508,0.0011967048486106421,0.10676452105606436,-0.00079632649849128284,2.8360372656522641e-05,0.00053229961814872965,-0.0007373968258067372,0.0011909271310511387,0.10676493532135428,-0.00077200868162574546,2.8357381246963581e-05,0.00053226200948044674,-0.00073739610036327214,0.001429152499662921,0.00035828978292110297,0.0001734158660301172,0.00041780094150459799,0.0010116967564298375,0.002135300841725822,0.0021352987064270855,6.3557192614537287e-06,1.2837156854565108e-07,3.0073062590975556e-08,3.1407752369679766e-07,1.9117876945159994e-06,9.3855385396715712e-06,9.385519768621324e-06,0.0021352987064270855,-0.033655590668292483,-3.2076678649252131,0.0041839425797483721,0.030424444456653748,-3.1722803076589856,0.0027360637378148569,-0.033655590668292483,-3.2076678649252131,0.0041839425797483721,0.030424444456653748,-3.1722803076589856,0.0027360637378148569,0.033655590668292483,3.2076678649252131,-0.0041839425797483721,-0.030424444456653748,3.1722803076589856,-0.0027360637378148569
hold,0,8,0.080000000000000057,80000000,80000000,80000000,0.01,0,0,1,2,2,0,0,0,499,9.9710336753842884e-08,6.4364557744452058e-08,4.0433788364910908e-08,8.590773872135804e-08,3,5.5511151231257827e-17,3006011,0,-0.077377280782217228,-0.00043225861959819109,0.31543801804868926,0.99999972664166037,0.00070446916582946018,-2.7761504875729168e-06,0.00022457090822211638,6.3286802505439085e-05,-0.008820282169593751,-7.0539016731702419e-05,0.028385436174051048,-0.00020513280544207332,0.0054128024720045036,-0.97046623532453846,1.6371962299127982,0.0017239523094778027,-0.98461282207534628,1.6415437468779275,-0.0036110747892711716,0.030249231542198208,-0.04338642463846358,0.019935093215939715,-0.020226575875275109,0.043241089985677099,-0.091259400986502481,-0.00038756177507763144,0.00075453976245110337,-0.31907782324152584,0.0021901355914474454,-0.036519091548355143,-0.4181672768951753,0.59981967085244658,0.28670682197507935,-0.59603096995407545,-0.014600183648230658,-0.0021447083937698019,31.572223159792483,6.9392872760810276,0.30721274677441229,2.3857524520377611e-05,0.014600183648233424,0.0021447083937753491,31.549240840207528,-6.93345575287898,0.39850336198734543,-2.3857524519898827e-05,0.0041527259439347458,0.081466615468567469,-0.0012064694062624472,-0.310018568685625,-0.0034031535924583657,-0.029430374067826656,-0.41428647766435694,0.55615287014413994,-0.034921124043045204,0.31646241672075154,-0.53840209631203706,0.40954479208082623,-0.033459110060803543,-3.2065142524469219,0.004767866820175307,0.030196002236465382,-3.1728513599706822,0.0036994123197597092,-0.012092445532658104,0.18810846334493259,31.570959267261991,-0.073178105104987096,0.0073949886546588201,-0.0021223811553465555,0.017095746646984475,0.19243351496175953,31.548033942324317,-0.073708592234646972,0.0027614523681424312,-0.0025262551232297648,0.001346507946278904,0.11736717540912396,-0.00078009502861194405,0.00013778464655568489,0.00066938891568634298,-0.00086501529840513644,0.0013403531017787658,0.11736884051068916,-0.00075471885057236464,0.00013777179413259954,0.0006693491268260635,-0.00086501415813028642,0.0016133290776468366,0.00045402877190123768,0.00019610091687135507,0.00045296272779504212,0.0011525774728407677,0.0023473791575906408,0.0023473768102137832,7.8402430105818649e-06,2.0614212571414613e-07,3.8455569597786113e-08,4.0901223130539511e-07,2.4513330330750365e-06,1.1411029593772631e-05,1.14110067717458e-05,0.0023473768102137832,-0.033459110060803543,-3.2065142524469219,0.004767866820175307,0.030196002236465382,-3.1728513599706822,0.0036994123197597092,-0.033459110060803543,-3.2065142524469219,0.004767866820175307,0.030196002236465382,-3.1728513599706822,0.0036994123197597092,0.033459110060803543,3.2065142524469219,-0.004767866820175307,-0.030196002236465382,3.1728513599706822,-0.0036994123197597092
hold,0,9,0.090000000000000066,90000000,90000000,90000000,0.01,0,0,1,2,2,0,0,0,488,9.9517813430779769e-08,6.4803667403326357e-08,4.069180587050057e-08,8.5362552418679662e-08,3,8.3266726846886741e-17,2942339,0,-0.077376443025413258,-0.00052308542927127137,0.31543721339552244,0.99999960684127875,0.00085036143663898582,-3.9894247381184169e-06,0.00025136984770576478,9.6385611046616225e-05,-0.0092405642596824402,-8.7148199586091821e-05,0.029653960730754488,-0.00026616917098659133,0.005314834476429389,-0.97015539394307393,1.6367512913378519,0.001909722375663458,-0.98481285092928761,1.6419894490061213,-0.0046033709683992738,0.031644284852007001,-0.045146263684868029,0.017199779501114707,-0.01968712810136861,0.045394193314961966,-0.10533437381368928,-0.00059369443756042645,0.00094074792016548051,-0.33905768471161191,0.0028611629729131238,-0.036413664710249677,-0.44609820634560399,0.63695552810736755,0.28743448743008909,-0.63791348652047197,-0.014600183648230658,-0.0021447083937698019,31.572223159792483,6.9392872760810276,0.30721274677441229,2.3857524520377611e-05,0.014600183648233424,0.0021447083937753491,31.549240840207528,-6.93345575287898,0.39850336198734543,-2.3857524519898827e-05,0.0049709982597279699,0.085851384950474188,-0.0012338380288153287,-0.32945725526663777,-0.003961176404418028,-0.028175188819120164,-0.44058360572674676,0.59030860037463728,-0.030955492768287022,0.32294763821288125,-0.57331362855653101,0.50165129581000822,-0.033238246603646514,-3.2053599916321178,0.0053630393904769268,0.029942637148048689,-3.1733864490501547,0.0048175576956944171,-0.011974591127683593,0.19759396831990628,31.571138614726312,-0.078865957593273958,0.0079914617699628175,-0.0021735276532039122,0.017212597237092203,0.20192842506656927,31.548216481525593,-0.079311411720855277,0.0038571025166679097,-0.0026063098422763791,0.0014454932529835774,0.12671596868957291,-0.00073307791463289259,0.00026801750776369953,0.0008139855936645274,-0.0010009021542624296,0.0014388074131273356,0.12671899346585833,-0.00070677668806039533,0.00026799390657285943,0.00081394211414568662,-0.0010009013853694894,0.0017891499403251115,0.00055646926972883972,0.00021745859489808096,0.00048002147224870674,0.0012919971592788193,0.0025343824036969803,0.0025343798693171667,9.3582313413523171e-06,3.0965804815254819e-07,4.7288240495047681e-08,5.1646261279032955e-07,3.0562688857482955e-06,1.3403535380771825e-05,1.3403508573738605e-05,0.0025343798693171667,-0.033238246603646514,-3.2053599916321178,0.0053630393904769268,0.029942637148048689,-3.1733864490501547,0.0048175576956944171,-0.033238246603646514,-3.2053599916321178,0.0053630393904769268,0.029942637148048689,-3.1733864490501547,0.0048175576956944171,0.033238246603646514,3.2053599916321178,-0.0053630393904769268,-0.029942637148048689,3.1733864490501547,-0.0048175576956944171
