record_kind,control_tick,physics_substep,time_s,contact_index,side,geom1,geom2,dim,efc_address,distance_m,mu,tangential_norm_n,friction_margin_diagnostic_n,position_world_0,world_force_0,world_torque_0,contact_velocity_0,position_world_1,world_force_1,world_torque_1,contact_velocity_1,position_world_2,world_force_2,world_torque_2,contact_velocity_2,frame_00,frame_01,frame_02,frame_10,frame_11,frame_12,frame_20,frame_21,frame_22,generalized_0,generalized_1,generalized_2,generalized_3,generalized_4,generalized_5,generalized_6,generalized_7,generalized_8,generalized_9,generalized_10,generalized_11,generalized_12,generalized_13,generalized_14,generalized_15
pre_command,0,-1,0.0,0,1,0,31,3,6,-0.00030408489622926055,1.0,0.0851201483751538,4.722242855355392,-0.09011884784391144,-0.08511326191160817,0.0,0.0,-0.23979999999999993,-0.0010827308872412011,0.0,0.0,-0.00015204244811462778,4.807363003730546,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.08511326191160817,-0.0010827308872412011,4.807363003730546,-1.1531822975705266,0.46284234050244055,-0.02031258574632044,0.08856944247509102,-0.6402228062984157,0.004242722266872346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pre_command,0,-1,0.0,1,1,0,31,3,10,-0.00030408489622924667,1.0,0.07585268457680311,4.729166909345935,-0.09011884784391144,-0.07584495666380064,0.0,0.0,-0.19979999999999995,-0.0010827308872412011,0.0,0.0,-0.00015204244811462583,4.805019593922738,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.07584495666380064,-0.0010827308872412011,4.805019593922738,-0.9604195641417049,0.45940699248440725,-0.015056247881344171,0.08550107482211902,-0.6420154530413156,0.0037807161803017197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pre_command,0,-1,0.0,2,0,0,63,3,14,-0.00043053099359281755,1.0,0.08915366097626103,4.873487218413125,-0.08695180149565013,-0.08913013334831077,0.0,0.0,0.1998000000000001,-0.0020480709905732475,0.0,0.0,-0.00021526549679641208,4.962640879389386,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.08913013334831077,-0.0020480709905732475,4.962640879389386,0.9908230563623657,0.46252187304407855,0.017986284105213825,0.0,0.0,0.0,0.0,0.0,0.07613460222443497,-0.6707876891114458,0.004437320024980781,0.0,0.0
pre_command,0,-1,0.0,3,0,0,63,3,18,-0.00043053099359281755,1.0,0.07871791977704427,4.8812835849635485,-0.08695180149565013,-0.07869127206522175,0.0,0.0,0.23980000000000007,-0.0020480709905732475,0.0,0.0,-0.00021526549679640547,4.9600015047405925,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.07869127206522175,-0.0020480709905732475,4.9600015047405925,1.1886957694971603,0.45866035107636904,0.019048250503461508,0.0,0.0,0.0,0.0,0.0,0.07268640901766865,-0.6727843171230887,0.003917624087486426,0.0,0.0
post_command,0,-1,0.0,0,1,0,31,3,6,-0.00030408489622926055,1.0,0.14024802667337666,15.50244743358036,-0.09011884784391144,0.008289046041187298,0.0,0.0,-0.23979999999999993,0.14000285961902081,0.0,0.0,-0.00015204244811462778,15.642695460253735,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.008289046041187298,0.14000285961902081,15.642695460253735,-3.70241561768673,1.4068181840378986,-0.010629183163042318,0.19467506678905783,-2.148289285597724,-0.0004131920152067279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
post_command,0,-1,0.0,1,1,0,31,3,10,-0.00030408489622924667,1.0,0.1400236791012301,15.72693179120966,-0.09011884784391144,0.002414540855164571,0.0,0.0,-0.19979999999999995,0.14000285961901993,0.0,0.0,-0.00015204244811462583,15.86695547031089,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.002414540855164571,0.14000285961901993,15.86695547031089,-3.1215149492860004,1.429071800156494,-0.012134471140857068,0.1994310420245032,-2.177720887361183,-0.00012035993005553652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
post_command,0,-1,0.0,2,0,0,63,3,14,-0.00043053099359281755,1.0,0.15846189383311865,15.201723997927557,-0.08695180149565013,0.004123597292585046,0.0,0.0,0.1998000000000001,0.1584082312966948,0.0,0.0,-0.00021526549679641208,15.360185891760676,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.004123597292585046,0.1584082312966948,15.360185891760676,3.124080581150397,1.3341610993104518,-0.014597775822045729,0.0,0.0,0.0,0.0,0.0,0.1438291646448511,-2.1396092559309774,-0.00020529219640947553,0.0,0.0
post_command,0,-1,0.0,3,0,0,63,3,18,-0.00043053099359281755,1.0,0.1584278447285945,15.45434134826595,-0.08695180149565013,-0.0024928383020585976,0.0,0.0,0.23980000000000007,0.15840823129669568,0.0,0.0,-0.00021526549679640547,15.612769192994545,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.0024928383020585976,0.15840823129669568,15.612769192994545,3.7990574924567055,1.3584257481999413,-0.013176098458153663,0.0,0.0,0.0,0.0,0.0,0.14838627897682297,-2.173279245350137,0.0001241052930274041,0.0,0.0
stepped,0,0,0.002,0,1,0,31,3,6,-0.00030647647855100435,1.0,0.14281130276829013,15.807191836888709,-0.09011910065381049,0.00018349129564398936,0.0,-0.0011957848463623891,-0.19980009656612954,0.1428111848887217,0.0,-4.813790670712505e-05,-0.0001532382392755005,15.950003139657,0.0,8.276731707341188e-07,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.00018349129564398936,0.1428111848887217,15.950003139657,-3.1371414716203576,1.4373356657251801,-0.01282696794473025,0.20121443811796377,-2.1885851255263806,-9.145728012813016e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stepped,0,0,0.002,1,1,0,31,3,10,-0.00030639937631110614,1.0,0.1430592272214419,15.537081689346273,-0.0901191046932498,0.00856060628903954,0.0,-0.001157233727572838,-0.23980009656605503,0.14280286591367908,0.0,-4.813786934844908e-05,-0.00015319968815555475,15.680140916567716,0.0,2.8473179164560138e-06,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.00856060628903954,0.14280286591367908,15.680140916567716,-3.710431351892482,1.4101017738873431,-0.010809433508192058,0.1950624054008285,-2.153467502476177,-0.00042671811339312413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
