scenario,episode,tick,pre_step_plant_time_s,source_ns,command_source_ns,receipt_ns,dt_s,status,latch,accepted,contact_left,contact_right,weighted_status,model_status,solver_status,iterations,primal,dual,stationarity,hard,reconstruction_iterations,closure_residual,core_step_ns,zoh_diff,nmpc_active,nmpc_update,nmpc_age,nmpc_status,nmpc_acados_status,nmpc_preparation_s,nmpc_feedback_s,nmpc_stationarity,nmpc_dynamics,nmpc_inequality,nmpc_complementarity,nmpc_first_step_defect,nmpc_maximum_dynamics_defect,nmpc_input_bound_violation,nmpc_state_bound_violation,nmpc_objective,nmpc_projected_stationarity,nmpc_wbc_total_s,base_p0,base_p1,base_p2,quat0,quat1,quat2,quat3,base_v0,base_v1,base_v2,base_w0,base_w1,base_w2,q0,q1,q2,q3,q4,q5,dq0,dq1,dq2,dq3,dq4,dq5,reference0,reference1,reference2,reference3,reference4,reference5,reference6,reference7,reference8,reference9,reference10,reference11,reference12,reference13,reference14,reference15,reference16,reference17,reference18,reference19,reference20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,task_residual0,task_residual1,task_residual2,task_residual3,task_residual4,task_residual5,task_residual6,task_cost0,task_cost1,task_cost2,task_cost3,task_cost4,task_cost5,task_cost6,max_normalized_slack,raw_tau0,raw_tau1,raw_tau2,raw_tau3,raw_tau4,raw_tau5,command_tau0,command_tau1,command_tau2,command_tau3,command_tau4,command_tau5,held_ctrl0,held_ctrl1,held_ctrl2,held_ctrl3,held_ctrl4,held_ctrl5,phase27_active,phase27_update,phase27_age,phase27_status,phase27_acados_status,phase27_solve_s,phase27_stationarity,phase27_dynamics,phase27_inequality,phase27_complementarity,phase27_first_step_defect,phase27_maximum_dynamics_defect,phase27_input_bound_violation,phase27_state_bound_violation,phase27_objective,phase27_projected_stationarity,phase27_wbc_total_s,planner_xi_c,planner_dxi_c,planner_ddxi_c,phase27_xi_left,phase27_xi_right,phase27_dxi_left,phase27_dxi_right,phase27_v_ref,phase27_yaw_rate_ref,phase27_requested_wrench0,phase27_requested_wrench1,phase27_requested_wrench2,phase27_requested_wrench3,phase27_requested_wrench4,phase27_requested_wrench5,phase27_requested_wrench6,phase27_requested_wrench7,phase27_requested_wrench8,phase27_requested_wrench9,phase27_requested_wrench10,phase27_requested_wrench11,phase27_realized_wrench0,phase27_realized_wrench1,phase27_realized_wrench2,phase27_realized_wrench3,phase27_realized_wrench4,phase27_realized_wrench5,phase27_realized_wrench6,phase27_realized_wrench7,phase27_realized_wrench8,phase27_realized_wrench9,phase27_realized_wrench10,phase27_realized_wrench11,phase27_wrench_residual0,phase27_wrench_residual1,phase27_wrench_residual2,phase27_wrench_residual3,phase27_wrench_residual4,phase27_wrench_residual5,phase27_wrench_residual6,phase27_wrench_residual7,phase27_wrench_residual8,phase27_wrench_residual9,phase27_wrench_residual10,phase27_wrench_residual11,phase27_signed_slack0,phase27_signed_slack1,phase27_signed_slack2,phase27_signed_slack3,phase27_signed_slack4,phase27_signed_slack5,phase27_signed_slack6,phase27_signed_slack7,phase27_signed_slack8,phase27_signed_slack9,phase27_signed_slack10,phase27_signed_slack11
hold,0,103,1.0300000000000007,1030000000,1030000000,1030000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,163,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11965652517621417,0.039913156436093278,-0.35458673380743277,0.98863764402653098,-0.0070170704375666923,0.064230832026936732,0.13572313639638797,-0.29326955771949059,-0.047103969864714351,0.61217205847968537,1.7629531968360657,-5.9959586355511867,-0.051484668620391874,-3.3325588256915082,6.3231366509262728,-7.9054389774405234,-3.2915570224381714,6.2641186228365289,-9.6243857880978645,-9.2600703086860374,-3.8308529588927942,-27.492468560266879,-8.6464914697760165,-5.4183182145090694,-28.402772071397724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,104,1.0400000000000007,1040000000,1040000000,1040000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,148,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11703726101522573,0.039419150914141984,-0.34802068188020996,0.99019049184012231,-0.0026093974530806744,0.033683267832546999,0.13557808961063805,-0.23769754450586897,-0.04048285104546194,0.68795674162970222,1.7006908949775008,-5.8864560374765764,-0.073186522499790102,-3.423320132095681,6.2871059662600661,-8.168038041919548,-3.3819537738607539,6.2235062607201126,-9.8954927148072542,-9.0530376198810707,-3.1642622706608159,-25.045493334034962,-9.2711906951228134,-3.2158106284913024,-26.463581198580663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,105,1.0500000000000007,1050000000,1050000000,1050000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,143,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11494168445846059,0.039057416564527228,-0.34082810421249704,0.99079263202760881,0.0017069560554704745,0.0037930063152042922,0.13532427618103807,-0.18826549610972745,-0.031039760534565884,0.73492771890517428,1.6477649657350995,-5.7535055155287891,-0.078692282418227455,-3.5143289475885546,6.2631130883594555,-8.4036561844179296,-3.4803406105061083,6.2088533290293189,-10.148432083727846,-9.1783468470336196,-1.8237584916721266,-22.611656726457852,-10.173899781748053,-0.40835539330213017,-24.583428295471681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,106,1.0600000000000007,1060000000,1060000000,1060000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,167,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11326142253351178,0.038697787246101345,-0.33352281295142805,0.99053177006497384,0.0056803527229871056,-0.025513984064382517,0.13477233656079199,-0.14928160735778784,-0.037430753686519443,0.73080754442563844,1.5378777893557261,-5.6579284671700636,-0.13215745479302288,-3.6062352341956156,6.2489542528035358,-8.6229923416661229,-3.5867941850494947,6.2182806298537692,-10.385106151992268,-9.2148719513157946,-1.0947595806534738,-21.480987213321338,-10.960588415082553,1.9254608868703285,-22.922711971596716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,107,1.0700000000000007,1070000000,1070000000,1070000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,143,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11195750255376719,0.038337272030018459,-0.3263165700076423,0.98945393472633125,0.0093210179624081714,-0.05418492000413249,0.13400755248444693,-0.11504187456536975,-0.031205869392884639,0.71362588710784947,1.486418607352852,-5.5366817070069763,-0.13241929371887093,-3.6993574930539186,6.2440142669206171,-8.8308669598176746,-3.6990669787854475,6.2473792356073403,-10.605798625861084,-9.4091739919486308,-0.016172345886631467,-20.274486476555548,-11.313698898957018,3.3379644428053932,-21.640780231519653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,108,1.0800000000000007,1080000000,1080000000,1080000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,164,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11104087078281008,0.0380504265943412,-0.31924583456134847,0.98760291724702021,0.012783756877016758,-0.082056459771568752,0.13320582125058258,-0.072427900593776989,-0.02920456372038556,0.70185249612519163,1.40689350850149,-5.3839833894956453,-0.11840416533858869,-3.7945897816660263,6.2514300820044681,-9.0258666708594912,-3.813283048430256,6.2893168588101798,-10.810817849524584,-9.5466744603691343,1.0816529807311435,-19.140429781190498,-11.470269984915394,4.7514376741180318,-19.604980477453132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,109,1.0900000000000007,1090000000,1090000000,1090000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,136,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11051163711359924,0.037860270606853832,-0.31238203155039479,0.98502680024739375,0.016229776079065499,-0.10903412579033414,0.13255322167319497,-0.037782498229495101,-0.01687658300717805,0.67247395323892578,1.3947963842588595,-5.2261556483193603,-0.067146342781897572,-3.8916852884727824,6.2712732188903164,-9.2067207620034779,-3.9261642026382604,6.3385051697615555,-10.999250384562417,-9.7182163352350042,2.2696366331211024,-17.70200263039942,-11.176096340061831,4.9897261283280034,-18.291906245915367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,110,1.1000000000000008,1100000000,1100000000,1100000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,144,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1103601799599891,0.037725563599752654,-0.30584604993526804,0.98181274304788968,0.019498442470104682,-0.13513881944295009,0.13191303123492121,0.0033968680672925903,-0.011467180310926028,0.64237195249895929,1.3370685352967182,-5.0564345911686415,-0.04039120240509899,-3.9885011083069632,6.2985848990582998,-9.3765405286887944,-4.0345315335732694,6.3877962233842496,-11.171445649784184,-9.6360794879145466,2.9709114897767575,-16.563822261876322,-10.547765022593474,4.8144007098487585,-16.395773859392659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,111,1.1100000000000008,1110000000,1110000000,1110000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,128,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11062101668272857,0.037665639296881222,-0.29964679881541367,0.97803477179121856,0.022662726363147978,-0.16025334426667609,0.13135163361159721,0.043080880251815591,-0.0013212965754368783,0.60539419090580604,1.2977036383484257,-4.879886713752164,-0.016698473704460662,-4.0835577891966803,6.3314064877492555,-9.5341574672237428,-4.1352135045963756,6.4329466648467672,-11.324631544794613,-9.3897590263147439,3.4305487492132611,-15.222790677560228,-9.7523842056287009,4.2845882596652896,-14.683294605388316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,112,1.1200000000000008,1120000000,1120000000,1120000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,162,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11126244070533392,0.03770827139463688,-0.29387729708479093,0.97376764687190354,0.025734988998221228,-0.18441234126097419,0.13079131713330297,0.080037194610826937,0.0078724208591766792,0.55862778605459074,1.2546427529576021,-4.7169012373838832,-0.0043871054040841399,-4.1750459205056734,6.3664893605175159,-9.6785096087190521,-4.2276031691581881,6.4716303550661998,-11.462039811118643,-8.9761370258490096,3.5066446731643408,-13.970492004115652,-8.8916229524096071,3.5756843910335045,-13.110134910251837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,113,1.1300000000000008,1130000000,1130000000,1130000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,143,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11227102221657762,0.037870670529718695,-0.28859867265802053,0.96906220125550324,0.028872488063789645,-0.20760954369907419,0.13031924990540783,0.11659092650891091,0.023357936501437554,0.50904755317708983,1.2837862931254729,-4.5286827033042005,0.070983527503538077,-4.2617087931981814,6.4013553194311044,-9.8085485591784565,-4.310699193431839,6.5029817165845341,-11.582712409602131,-8.4751659151585166,3.5102068651113947,-12.242742293102987,-7.884723044080677,2.8088623122891829,-11.365588917839188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,114,1.1400000000000008,1140000000,1140000000,1140000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,160,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11360011146752642,0.038187025167256375,-0.28388747146607818,0.9639561870141512,0.032263569575975419,-0.22989673412401601,0.12998085718468846,0.14515381462566618,0.036220357908701942,0.44660049487695735,1.2644242373769594,-4.3922869367739548,0.069062014933875884,-4.3428337265579113,6.4349584372937922,-9.9214252977680122,-4.3852532007400979,6.5275933271978541,-11.690072648393251,-7.8579532379667771,3.2082105307781852,-10.774483031432377,-7.1937672775284662,2.2442601746153494,-10.308314231888179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,115,1.1500000000000008,1150000000,1150000000,1150000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,123,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1151964436897277,0.03859873242580962,-0.2798469737307735,0.95850906730057106,0.035450780613064427,-0.25148240090766244,0.12946123779043267,0.17038482012357234,0.046123117616852949,0.37741729629456666,1.2218163283476102,-4.2814642236074629,0.037060476710074453,-4.4175468054890272,6.4642585208272294,-10.022522596446141,-4.4534312149839828,6.546776165393128,-11.787237991751331,-7.1944294228556336,2.7276153348817842,-9.6007562317699051,-6.5997856604186733,1.7314279808556334,-9.4259110588412227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,116,1.1600000000000008,1160000000,1160000000,1160000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,126,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1170532600169136,0.039118851018965978,-0.27650009601811526,0.95274280851223181,0.0386614007168379,-0.27234711599203348,0.12889330988712525,0.19662113979317497,0.057035843068797387,0.30761956249974537,1.234647284268521,-4.1514516777027888,0.069201104576094269,-4.4859265046999734,6.4892874948352794,-10.11124813095525,-4.514372323525107,6.5600884728553144,-11.873115529254321,-6.6013219763647211,2.3623220553641215,-8.3341767811317133,-5.7832657628345165,1.0791768030155322,-8.1374129583740462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,117,1.1700000000000008,1170000000,1170000000,1170000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,155,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11914826393884846,0.03974168986076064,-0.27388331164042795,0.94667540719355869,0.041978301799235146,-0.29253252185104955,0.12832855976916202,0.21898580745169932,0.066069618598651181,0.2325897327960755,1.221689827819985,-4.0481163820772181,0.069086598821844564,-4.5483969633728236,6.510636591133288,-10.187344861117413,-4.5681258005548191,6.5673512860173258,-11.949307672242004,-5.9975285882309963,1.9543940160373308,-7.1676531751452455,-5.1342539246713335,0.51486110273288244,-7.3245184334689935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,118,1.1800000000000008,1180000000,1180000000,1180000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,128,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12146213816739344,0.040438685634424328,-0.27203059792574336,0.94034778684495679,0.045078177897716891,-0.31214006784686454,0.12760319626783931,0.24125116868421898,0.07168161604286942,0.15581948206231522,1.1552981488602116,-3.9646290098648258,0.020010522165836455,-4.6042305796404772,6.5267773266761324,-10.253451913780385,-4.6161267415865233,6.5695610876755541,-12.018106831789408,-5.3076195195912144,1.3821127943128892,-6.2872574843028959,-4.5592016322932212,0.0098805858040041522,-6.5226528872860303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hold,0,119,1.1900000000000008,1190000000,1190000000,1190000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,205,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12400201102691583,0.041181136778335029,-0.27094888769444425,0.93379848213053585,0.047760212794535628,-0.33120258287952486,0.12666572519217545,0.26403343838289217,0.076417115022050688,0.078816818855220197,1.075610072273848,-3.8841662954288614,-0.037610195104226474,-4.6529553964513326,6.5368514459065352,-10.311223642223512,-4.6583527495341093,6.5666555660314927,-12.078693067490324,-4.5625259865996313,0.74939259488591325,-5.3817234634934188,-3.9901137201677201,-0.49159231540540099,-5.719939932483797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
