side,ddxi_m_s2,material_tangent_acceleration_m_s2,native_wheel_qdd_rad_s2,normal_load_n,rolling_active
0,4.061787679880387e-14,1.0408340855860843e-16,-1.1089849597118413,30.96984193815947,1
1,2.8693241088239424e-14,-6.938893903907228e-17,-3.6554756065133005,31.498985133048688,1
