side,ddxi_m_s2,material_tangent_acceleration_m_s2,native_wheel_qdd_rad_s2,normal_load_n,rolling_active
0,-0.010335585652163647,-0.0005572418830146423,-0.09494945280044022,30.97341722670003,1
1,-0.05339650935877247,-0.001345106660638147,-3.086851114690302,31.51012870912016,1
