time_s,q_left_hip_joint_rad,q_left_knee_joint_rad,q_left_wheel_joint_rad,dq_left_hip_joint_rad_s,dq_left_knee_joint_rad_s,dq_left_wheel_joint_rad_s,qdd_left_hip_joint_rad_s2,qdd_left_knee_joint_rad_s2,qdd_left_wheel_joint_rad_s2,ctrl_native_left_hip_joint_nm,ctrl_native_left_knee_joint_nm,ctrl_native_left_wheel_joint_nm,constraint_position_max_m,constraint_velocity_max_m_s,mechanical_energy_j
0.12000000000000009,-0.00043601272074510563,0.00012542473103094304,0.034242328731211774,-0.00657531643241402,0.002048189716934954,0.563448680469688,-0.03933800414660081,0.016483251156931843,4.643559082823853,0.0009920086957475322,0.0018233233176236216,0.0019581904046477075,0.0,0.0,6.453741898959752e-05
0.1220000000000001,-0.00044931831418937735,0.00012958685511635942,0.035387763654283026,-0.006652796722135859,0.002081062042708198,0.5727174615356271,-0.038740144860919534,0.016436162886622047,4.634390532969562,0.0010072464032715217,0.0018304823452418351,0.001954536247136387,0.0,0.0,6.672035351682264e-05
0.1240000000000001,-0.0004627764649292209,0.000133814530293803,0.03655169803110947,-0.006729075369921769,0.002113837588721801,0.5819671884132223,-0.03813932389295482,0.016387773006801384,4.624863438797575,0.0010224061728895558,0.0018374997352623237,0.0019507308530838175,0.0,0.0,6.893526541639613e-05
0.12600000000000008,-0.00047638475802106914,0.00013810755781358324,0.037734092322083454,-0.006804146545924104,0.002146513759890112,0.5911971454869932,-0.0375355880011679,0.016338085584155566,4.614978536885488,0.001037486831581115,0.0018443749446990986,0.0019467745169407344,0.0,0.0,7.118177023243445e-05
0.12800000000000009,-0.0004901407670495849,0.0001424657337525839,0.03893490555942334,-0.006878004514257855,0.0021790879695003334,0.6004066186699416,-0.03692898416687554,0.016287104805110707,4.60473659147419,0.0010524872124470625,0.001851107441567708,0.001942667544837349,0.0,0.0,7.345947321943056e-05
0.1300000000000001,-0.000504042054316462,0.00014688884903148584,0.04015409535034086,-0.006950643633438586,0.002211557639450963,0.6095948954587597,-0.036319559590365334,0.01623483497531465,4.594138394409006,0.0010674061547999347,0.0018576967049263977,0.001938410254559661,0.0,0.0,7.576796944114911e-05
0.1320000000000001,-0.0005180861710300872,0.00015137668943246418,0.04139161788031869,-0.007022058356812558,0.002243920200489166,0.6187612649889161,-0.0357073616869863,0.016181280519101452,4.583184765078263,0.0010822425042537516,0.001864142224916422,0.0019340029755248703,0.0,0.0,7.810684387272376e-05
0.1340000000000001,-0.0005322706574960452,0.00015592903561735826,0.04264742791649792,-0.007092243232979006,0.002276173092447039,0.6279050180896163,-0.035092438083223876,0.0161264459789364,4.571876550350077,0.0010969951128133408,0.001870443502801494,0.0019294460487558859,0.0,0.0,8.047567150591454e-05
0.1360000000000001,-0.0005465930433084542,0.0001605456631463117,0.04392147881117518,-0.0071611929062045205,0.0023083137644767265,0.6370254473386302,-0.03447483661275727,0.016070336014843676,4.560214624506956,0.0011116628389631655,0.0018766000510063777,0.00192473982685494,0.0,0.0,8.287401745750156e-05
0.1380000000000001,-0.0005610508475421132,0.00016522634249688042,0.04521372250540916,-0.00722890211682951,0.0023403396752843583,0.6461218471169864,-0.03385460531249465,0.016012955403815827,4.548199889178122,0.0011262445477556529,0.0018826113931546139,0.0019198846739763035,0.0,0.0,8.530143708078418e-05
0.1400000000000001,-0.0005756415789454466,0.00016997083908360596,0.04652410953273621,-0.007295365701666704,0.0023722482933627685,0.6551935136635263,-0.03323179241859664,0.015954309039205042,4.535833273269943,0.0011407391108990109,0.0018884770641053815,0.0019148809657981104,0.0,0.0,8.775747608014691e-05
0.1420000000000001,-0.0005903627361342299,0.00017477891327805187,0.04785258902299484,-0.007360578594391666,0.0024040370972229627,0.6642397451293146,-0.032606446362481174,0.015894401930097165,4.523115732894171,0.0011551454068445353,0.0018941966099894885,0.0019097290894932862,0.0,0.0,9.024167062866402e-05
0.1440000000000001,-0.0006052118077860805,0.00017965032042930047,0.04919910870625865,-0.007424535825925285,0.002435703575624299,0.6732598416319027,-0.03197861576680972,0.015833239200668155,4.5100482512940046,0.001169462320873389,0.0018997695882444921,0.0019044294436995918,0.0,0.0,9.275354748870706e-05
0.1460000000000001,-0.0006201862728356969,0.00018458481088490716,0.050563614916877525,-0.007487232524808206,0.002467245227803344,0.6822531053094391,-0.031348349441460546,0.015770826089522613,4.49663183876821,0.001183688745182859,0.0019051955676489415,0.0018989824384887779,0.0,0.0,9.529262413551707e-05
0.1480000000000001,-0.0006352836006708312,0.0001895821300123099,0.051946052597626774,-0.007548663917567178,0.002498659563701376,0.6912188403746251,-0.03071569637948598,0.015707167949015784,4.4828675325930165,0.0011978235789720717,0.0019104741283557454,0.0018933884953348536,0.0,0.0,9.785840888370848e-05
0.1500000000000001,-0.0006505012513289778,0.0001946420182206909,0.05334636530396379,-0.007608825329073293,0.002529944104190494,0.7001563531685092,-0.030080705753057647,0.01564227024455906,4.4687563969420525,0.0012118657285271727,0.0019156048619246588,0.0018876480470814746,0.0,0.0,0.00010045040101666453
0.1520000000000001,-0.0006658366756947619,0.00019976421098328752,0.05476449520839203,-0.007667712182892076,0.002561096381298308,0.7090649522141176,-0.029443426909391293,0.015576138553907052,4.454299522804171,0.001225814107305953,0.001920587371353886,0.0018817615379084509,0.0,0.0,0.00010306809091878691
0.1540000000000001,-0.0006812873156980127,0.00020494843886014984,0.05620038310493186,-0.0077253200016254055,0.002592113938431168,0.7179439482699159,-0.02880390936666488,0.01550877856642986,4.439498027899151,0.0012396676360219249,0.0019254212711108012,0.0018757294232973779,0.0,0.0,0.00010571096021056287
0.1560000000000001,-0.0006968506045125031,0.00021019442752134165,0.05765396841369806,-0.007781644407245244,0.002622994330595905,0.7267926543830986,-0.028162202809919545,0.015440196082368369,4.424353056591325,0.0012534252427278316,0.0019301061871617778,0.001869552169996391,0.0,0.0,0.00010837848188640697
0.1580000000000001,-0.0007125239667553414,0.00021550189777058175,0.05912518918558347,-0.007836681121419144,0.0026537351246200503,0.7356103859427012,-0.027518357086949826,0.015370397012072707,4.408865779801346,0.0012670858628985938,0.0019346417570011314,0.001863230255984052,0.0,0.0,0.00011107012045523385
0.16000000000000011,-0.0007283048186869964,0.00022087056556932276,0.060613982107048534,-0.007890425965827504,0.002684333899370503,0.7443964607325326,-0.02687242220418063,0.015299387375226464,4.393037394915673,0.0012806484395136788,0.0019390276296791702,0.001856764170432363,0.0,0.0,0.00011378533208372813
0.16200000000000012,-0.0007441905684119416,0.00022630014206126398,0.062120282505016375,-0.007942874862472577,0.0027147882459706094,0.7531501989839209,-0.026224448322535978,0.015227173300053173,4.3768691256941334,0.0012941119231388884,0.0019432634658293477,0.001850154413668916,0.0,0.0,0.00011652356474226247
0.16400000000000012,-0.0007601786160798999,0.00023179033359729524,0.06364402435187291,-0.00799402383397916,0.0027450957680156276,0.7618709234282718,-0.02557448575329139,0.015153761022509022,4.360362222175455,0.0013074752720075645,0.0019473489376945258,0.0018434014971381797,0.0,0.0,0.00011928425835342132
0.16600000000000012,-0.000776266354087674,0.00023734084176086834,0.06518514027057178,-0.008043869003887004,0.0027752540817865467,0.7705579593494333,-0.024922584953921835,0.015079156885459681,4.343517960580734,0.0013207374521011937,0.0019512837291523319,0.0018365059433619233,0.0,0.0,0.00012206684494308859
0.16800000000000012,-0.0007924511672815437,0.0002429513633937928,0.0667435615398435,-0.008092406596934876,0.0028052608164622307,0.7792106346358632,-0.024268796523936615,0.015003367337842015,4.326337643214924,0.0013338974372294208,0.0019550675357396224,0.0018294682858987883,0.0,0.0,0.00012487074879405193
0.17000000000000012,-0.0008087304331602163,0.0002486215906224525,0.0683192180995087,-0.008139632939336288,0.0028351136143298533,0.7878282798325957,-0.023613171200705798,0.01492639893381127,4.308822598366311,0.00134695420910945,0.00195870006467604,0.0018222890693030001,0.0,0.0,0.00012769538660207752
0.17200000000000013,-0.0008251015220783099,0.00025435121088443973,0.0699120385558947,-0.008185544459046842,0.002864810130993602,0.7964102281930036,-0.022955759855276463,0.01484825833187432,4.290974180203899,0.0013599067574448385,0.001962181034886668,0.001814968849082234,0.0,0.0,0.00013054016763441384
0.17400000000000013,-0.0008415617974503563,0.00026013990695560296,0.0715219501873554,-0.00823013768602321,0.0028943480355816177,0.8049558157303495,-0.022296613488184635,0.014768952294007789,4.272793768672964,0.0013727540800036679,0.0019655101770237804,0.0018075081916546312,0.0,0.0,0.00013340449389066705
0.17600000000000013,-0.0008581086159553037,0.00026598735697750525,0.07314887894989365,-0.008273409252473725,0.002923725010951142,0.8134643812691265,-0.021635783225256767,0.014688487684762282,4.254282769388486,0.0013854951826960977,0.001968687233487681,0.0017999076743049698,0.0,0.0,0.0001362877602660108
0.17800000000000013,-0.0008747393277415048,0.000271893234485289,0.07479274948288601,-0.008315355893100533,0.002952938753891851,0.8219352664961799,-0.02097332031340404,0.014606871470354284,4.23544261352668,0.001398129079651282,0.0019717119584466377,0.0017921678851399979,0.0,0.0,0.00013918935471667401
0.18000000000000013,-0.0008914512766321715,0.00027785720843594364,0.07645348511490924,-0.008355974445333357,0.002981986975327338,0.8303678160116088,-0.020309276116412728,0.014524110717743415,4.216274757714466,0.0014106547932936544,0.001974584117855904,0.001784289423042926,0.0,0.0,0.0001421086584276629
0.18200000000000013,-0.0009082418003312811,0.0002838789432369731,0.07813100786966812,-0.00839526184955481,0.0030108674005147307,0.8387613773794431,-0.019643702110725816,0.014440212593696343,4.19678068391717,0.0014230713544185708,0.001977303489475828,0.0017762728976270892,0.0,0.0,0.00014504504598265774
0.18400000000000014,-0.0009251082306299157,0.0002899580987754579,0.0798252384720243,-0.00843321514931725,0.003039577769242409,0.8471153011780911,-0.018976649881220636,0.014355184363839014,4.176961899324006,0.0014353778022673034,0.0019798698628890493,0.0017681189291887727,0.0,0.0,0.0001479978855360485
0.18600000000000014,-0.0009420478936130181,0.0002960943304475095,0.08153609635412541,-0.008469831491551215,0.003068115836025801,0.8554289410505548,-0.01830817111698212,0.014269033391695905,4.156819936231834,0.0014475731846013808,0.0019822830395167805,0.0017598281486592212,0.0,0.0,0.00015096653898704187
0.18800000000000014,-0.0009590581098665488,0.000302287289188112,0.08326349966163422,-0.008505108126765356,0.0030964793703012325,0.8637016537544085,-0.017638317607070575,0.014181767137715722,4.136356351926872,0.0014596565577762706,0.0019845428326341714,0.0017514011975558127,0.0,0.0,0.00015395036215579803
0.19000000000000014,-0.0009761361946850247,0.0003085366215013476,0.0850073652600573,-0.008539042409237934,0.003124666156617809,0.8719327992115377,-0.016967141236288993,0.014093393158288295,4.115572728564568,0.0014716269868143954,0.0019866490673847593,0.0017428387279324253,0.0,0.0,0.00015694870496153862
0.19200000000000014,-0.0009932794582794243,0.0003148419694910022,0.08676760874117256,-0.008571631797199815,0.003152673994827301,0.8801217405576325,-0.016294693980940727,0.014003919104746129,4.094470673047416,0.0014834835454774784,0.001988601580793998,0.0017341414023289803,0.0,0.0,0.00015996091160257853
