candidate,source,tick,channel,output_family,classification,plus_regime_valid,minus_regime_valid,plus_trusted,minus_trusted,family_trusted,branch_relative,plus_scale,minus_scale
D,common,74,xi_common,xi,R44-S,True,True,True,True,True,1.6403271922504705e-09,1.0,1.0
D,common,74,xi_common,slip,R44-S,True,True,True,True,True,1.1524318384371833e-07,1.0,1.0
D,common,74,xi_common,base,R44-S,True,True,True,True,True,1.7617520663376582e-12,1.0,1.0
D,common,74,xi_common,normal_load,R44-S,True,True,True,True,True,1.0020447314438411e-08,1.0,1.0
D,common,74,xi_differential,native_wheel,R44-S,True,True,True,True,True,3.2189750779413147e-10,1.0,1.0
D,common,74,xi_differential,xi,R44-S,True,True,True,True,True,1.8057132817787716e-09,1.0,1.0
D,common,74,xi_differential,slip,R44-S,True,True,True,True,True,1.2821183443528365e-08,1.0,1.0
D,common,74,xi_differential,base,R44-S,True,True,True,True,True,1.0705478844395723e-09,1.0,1.0
D,common,74,xi_differential,normal_load,R44-S,True,True,True,True,True,2.5666021749479754e-09,1.0,1.0
D,common,74,native_common,native_wheel,R44-S,True,True,True,True,True,4.846439724136059e-11,1.0,1.0
D,common,74,native_common,xi,R44-S,True,True,True,True,True,6.65233860956187e-09,1.0,1.0
D,common,74,native_common,slip,R44-S,True,True,True,True,True,1.0419871766489339e-07,1.0,1.0
D,common,74,native_common,base,R44-S,True,True,True,True,True,8.740639793636779e-12,1.0,1.0
D,common,74,native_common,normal_load,R44-S,True,True,True,True,True,7.867594857409652e-10,1.0,1.0
D,common,74,native_differential,native_wheel,R44-S,True,True,True,True,True,9.073914296807603e-10,1.0,1.0
D,common,74,native_differential,xi,R44-S,True,True,True,True,True,4.987879705617249e-09,1.0,1.0
D,common,74,native_differential,slip,R44-S,True,True,True,True,True,2.9383740702238535e-08,1.0,1.0
D,common,74,native_differential,base,R44-S,True,True,True,True,True,6.875275200344151e-07,1.0,1.0
D,common,74,native_differential,normal_load,R44-S,True,True,True,True,True,5.466220996336757e-07,1.0,1.0
D,common,101,xi_common,native_wheel,R44-S,True,True,True,True,True,0.0075650960180081136,1.0,1.0
D,common,101,xi_common,xi,R44-S,True,True,True,True,True,3.880265280893268e-09,1.0,1.0
D,common,101,xi_common,slip,R44-S,True,True,True,True,True,2.972745968955342e-08,1.0,1.0
D,common,101,xi_common,base,R44-S,True,True,True,True,True,2.830512585474858e-10,1.0,1.0
D,common,101,xi_common,normal_load,R44-S,True,True,True,True,True,2.460707860330561e-10,1.0,1.0
D,common,101,xi_differential,native_wheel,R44-S,True,True,True,True,True,0.027888457995376054,1.0,1.0
D,common,101,xi_differential,xi,R44-S,True,True,True,True,True,5.616663769960389e-09,1.0,1.0
D,common,101,xi_differential,slip,R44-S,True,True,True,True,True,2.1734508281734325e-07,1.0,1.0
D,common,101,xi_differential,base,R44-S,True,True,True,True,True,1.280840601719207e-09,1.0,1.0
D,common,101,xi_differential,normal_load,R44-S,True,True,True,True,True,1.0491710020602046e-10,1.0,1.0
D,common,101,native_common,native_wheel,R44-S,True,True,True,True,True,0.0012027111183529296,1.0,1.0
D,common,101,native_common,xi,R44-P,True,True,True,True,True,0.34921514788478913,1.0,1.0
D,common,101,native_common,slip,R44-P,True,True,True,True,True,1.317890633869122,1.0,1.0
D,common,101,native_common,base,R44-S,True,True,True,True,True,0.0062502197626095315,1.0,1.0
D,common,101,native_common,normal_load,R44-P,True,True,True,True,True,0.08915412994064977,1.0,1.0
D,common,101,native_differential,native_wheel,R44-S,True,True,False,False,False,0.005388308419921325,1.0,1.0
D,common,101,native_differential,xi,R44-P,True,True,False,False,False,0.6,1.0,1.0
D,common,101,native_differential,slip,R44-P,True,True,False,False,False,0.6398426819420744,1.0,1.0
D,common,101,native_differential,base,R44-P,True,True,False,False,False,0.08371908206919212,1.0,1.0
D,common,101,native_differential,normal_load,R44-P,True,True,False,False,False,0.17066347028079837,1.0,1.0
D,common,110,xi_common,native_wheel,R44-S,True,True,True,True,True,9.798148116409599e-05,1.0,1.0
D,common,110,xi_common,xi,R44-S,True,True,True,True,True,9.962378319501986e-09,1.0,1.0
D,common,110,xi_common,slip,R44-S,True,True,True,True,True,1.452838209765184e-07,1.0,1.0
D,common,110,xi_common,base,R44-S,True,True,True,True,True,2.0466192057837535e-10,1.0,1.0
D,common,110,xi_common,normal_load,R44-S,True,True,True,True,True,5.018154394727228e-12,1.0,1.0
D,common,110,xi_differential,native_wheel,R44-S,True,True,True,True,True,0.00013157002101196971,1.0,1.0
D,common,110,xi_differential,xi,R44-S,True,True,True,True,True,1.642785215727605e-08,1.0,1.0
D,common,110,xi_differential,slip,R44-S,True,True,True,True,True,1.308840604425313e-07,1.0,1.0
D,common,110,xi_differential,base,R44-S,True,True,True,True,True,4.547851049393033e-10,1.0,1.0
D,common,110,xi_differential,normal_load,R44-S,True,True,True,True,True,5.393766697725687e-12,1.0,1.0
D,common,110,native_common,native_wheel,R44-S,True,True,True,True,True,0.0005442769066925717,1.0,1.0
D,common,110,native_common,xi,R44-S,True,True,True,True,True,0.025121479338940402,1.0,1.0
D,common,110,native_common,slip,R44-S,True,True,True,True,True,0.007069825178364578,1.0,1.0
D,common,110,native_common,base,R44-P,True,True,True,True,True,0.12444828609829349,1.0,1.0
D,common,110,native_common,normal_load,R44-S,True,True,True,True,True,0.02763679522752549,1.0,1.0
D,common,110,native_differential,native_wheel,R44-S,True,True,True,True,True,0.022586116656005874,1.0,1.0
D,common,110,native_differential,xi,R44-S,True,True,True,True,True,0.017763568394002505,1.0,1.0
D,common,110,native_differential,slip,R44-S,True,True,True,True,True,0.025121479338940402,1.0,1.0
D,common,110,native_differential,base,R44-P,True,True,True,True,True,1.508609080772068,1.0,1.0
D,common,110,native_differential,normal_load,R44-P,True,True,True,True,True,0.056165595630173044,1.0,1.0
D,own,0,xi_common,native_wheel,R44-S,True,True,True,True,True,6.210578998859509e-12,1.0,1.0
D,own,0,xi_common,xi,R44-S,True,True,True,True,True,1.0286034899470429e-12,1.0,1.0
D,own,0,xi_common,slip,R44-S,True,True,True,True,True,1.2817016172054455e-11,1.0,1.0
D,own,0,xi_common,base,R44-S,True,True,True,True,True,9.950729436626981e-13,1.0,1.0
D,own,0,xi_common,normal_load,R44-S,True,True,True,True,True,7.4280281310728415e-09,1.0,1.0
D,own,0,xi_differential,native_wheel,R44-S,True,True,True,True,True,6.976889710550869e-10,1.0,1.0
D,own,0,xi_differential,xi,R44-S,True,True,True,True,True,7.159938479611928e-10,1.0,1.0
D,own,0,xi_differential,slip,R44-S,True,True,True,True,True,3.6000411889732543e-10,1.0,1.0
D,own,0,xi_differential,base,R44-S,True,True,True,True,True,1.343409397249715e-06,1.0,1.0
D,own,0,xi_differential,normal_load,R44-S,True,True,True,True,True,1.8595576455243499e-07,1.0,1.0
D,own,0,native_common,native_wheel,R44-S,True,True,True,True,True,4.4024645254017693e-13,1.0,1.0
D,own,0,native_common,xi,R44-S,True,True,True,True,True,2.5150121074991566e-12,1.0,1.0
D,own,0,native_common,slip,R44-S,True,True,True,True,True,2.138721269749956e-12,1.0,1.0
D,own,0,native_common,base,R44-S,True,True,True,True,True,1.0662856603890061e-13,1.0,1.0
D,own,0,native_common,normal_load,R44-S,True,True,True,True,True,2.7612348801119955e-11,1.0,1.0
D,own,0,native_differential,native_wheel,R44-S,True,True,True,True,True,1.0094412436109068e-09,1.0,1.0
D,own,0,native_differential,xi,R44-S,True,True,True,True,True,7.273152795282625e-09,1.0,1.0
D,own,0,native_differential,slip,R44-S,True,True,True,True,True,2.6533795808206113e-10,1.0,1.0
D,own,0,native_differential,base,R44-S,True,True,True,True,True,9.035760669393285e-07,1.0,1.0
D,own,0,native_differential,normal_load,R44-S,True,True,True,True,True,5.331360308232968e-07,1.0,1.0
D,own,103,xi_common,native_wheel,R44-S,True,True,True,True,True,1.8720918998856965e-08,1.0,1.0
D,own,103,xi_common,xi,R44-S,True,True,True,True,True,2.843868697203783e-09,1.0,1.0
D,own,103,xi_common,slip,R44-S,True,True,True,True,True,1.95693743248959e-06,1.0,1.0
D,own,103,xi_common,base,R44-S,True,True,True,True,True,5.020880024520656e-12,1.0,1.0
D,own,103,xi_common,normal_load,R44-S,True,True,True,True,True,1.0271479622950295e-08,1.0,1.0
D,own,103,xi_differential,native_wheel,R44-S,True,True,True,True,True,7.29670766267199e-09,1.0,1.0
D,own,103,xi_differential,xi,R44-S,True,True,True,True,True,6.683175335052599e-09,1.0,1.0
D,own,103,xi_differential,slip,R44-S,True,True,True,True,True,9.639266525460413e-09,1.0,1.0
D,own,103,xi_differential,base,R44-S,True,True,True,True,True,4.6618018845099024e-06,1.0,1.0
D,own,103,xi_differential,normal_load,R44-S,True,True,True,True,True,1.3597502908572055e-05,1.0,1.0
D,own,103,native_common,native_wheel,R44-S,True,True,True,True,True,5.863326837771856e-08,1.0,1.0
D,own,103,native_common,xi,R44-S,True,True,True,True,True,6.706715692910975e-07,1.0,1.0
D,own,103,native_common,slip,R44-S,True,True,True,True,True,4.618182175477347e-07,1.0,1.0
D,own,103,native_common,base,R44-S,True,True,True,True,True,5.6244997104565325e-09,1.0,1.0
D,own,103,native_common,normal_load,R44-S,True,True,True,True,True,1.7212038751841296e-06,1.0,1.0
D,own,103,native_differential,native_wheel,R44-S,True,True,True,True,True,6.361388943749491e-09,1.0,1.0
D,own,103,native_differential,xi,R44-S,True,True,True,True,True,3.336598170128545e-08,1.0,1.0
D,own,103,native_differential,slip,R44-S,True,True,True,True,True,4.433603039650356e-08,1.0,1.0
D,own,103,native_differential,base,R44-S,True,True,True,True,True,2.521772405120532e-06,1.0,1.0
D,own,103,native_differential,normal_load,R44-S,True,True,True,True,True,5.324463547052083e-07,1.0,1.0
D,own,110,xi_common,native_wheel,R44-P,True,True,True,True,True,1.5689290811054724,1.0,1.0
D,own,110,xi_common,xi,R44-S,True,True,True,True,True,3.3731840871167656e-09,1.0,1.0
D,own,110,xi_common,slip,R44-S,True,True,True,True,True,8.950472555755425e-07,1.0,1.0
D,own,110,xi_common,base,R44-S,True,True,True,True,True,1.211848190917551e-11,1.0,1.0
D,own,110,xi_common,normal_load,R44-S,True,True,True,True,True,1.6388880912827932e-08,1.0,1.0
D,own,110,xi_differential,native_wheel,R44-P,True,True,True,True,True,0.13130643285972254,1.0,1.0
D,own,110,xi_differential,xi,R44-S,True,True,True,True,True,4.2697175194816424e-09,1.0,1.0
D,own,110,xi_differential,slip,R44-S,True,True,True,True,True,7.132678263103394e-08,1.0,1.0
D,own,110,xi_differential,base,R44-S,True,True,True,True,True,7.181058742981833e-09,1.0,1.0
D,own,110,xi_differential,normal_load,R44-S,True,True,True,True,True,3.6921057775616562e-09,1.0,1.0
D,own,110,native_common,native_wheel,R44-P,True,True,False,False,False,0.13399925785231936,1.0,1.0
D,own,110,native_common,xi,R44-P,True,True,False,False,False,0.2773500981126146,1.0,1.0
D,own,110,native_common,slip,R44-P,True,True,False,False,False,1.1931787994367922,1.0,1.0
D,own,110,native_common,base,R44-S,True,True,False,False,False,0.006994490842952273,1.0,1.0
D,own,110,native_common,normal_load,R44-P,True,True,False,False,False,1.0904253811400746,1.0,1.0
D,own,110,native_differential,native_wheel,R44-S,True,True,False,False,False,0.011671626574839679,1.0,1.0
D,own,110,native_differential,xi,R44-P,True,True,False,False,False,0.34921514788478913,1.0,1.0
D,own,110,native_differential,slip,R44-P,True,True,False,False,False,1.2132926136879605,1.0,1.0
D,own,110,native_differential,base,R44-P,True,True,False,False,False,1.7235943958497622,1.0,1.0
D,own,110,native_differential,normal_load,R44-P,True,True,False,False,False,0.8358201070377692,1.0,1.0
D,own,113,xi_common,native_wheel,R44-S,True,True,True,True,True,0.00012856870283624417,1.0,1.0
D,own,113,xi_common,xi,R44-S,True,True,True,True,True,5.920271059599776e-09,1.0,1.0
D,own,113,xi_common,slip,R44-S,True,True,True,True,True,6.220227576124173e-06,1.0,1.0
D,own,113,xi_common,base,R44-S,True,True,True,True,True,5.6523965767968375e-12,1.0,1.0
D,own,113,xi_common,normal_load,R44-S,True,True,True,True,True,6.542289697748812e-09,1.0,1.0
D,own,113,xi_differential,native_wheel,R44-S,True,True,True,True,True,0.00014883919078804975,1.0,1.0
D,own,113,xi_differential,xi,R44-S,True,True,True,True,True,4.042764606938677e-09,1.0,1.0
D,own,113,xi_differential,slip,R44-S,True,True,True,True,True,2.0303777493644582e-07,1.0,1.0
D,own,113,xi_differential,base,R44-S,True,True,True,True,True,1.2090362845495112e-08,1.0,1.0
D,own,113,xi_differential,normal_load,R44-S,True,True,True,True,True,2.1629351392331454e-08,1.0,1.0
D,own,113,native_common,native_wheel,R44-S,True,True,False,False,False,0.04714104341320114,1.0,1.0
D,own,113,native_common,xi,R44-P,True,True,False,False,False,0.6324555320336759,1.0,1.0
D,own,113,native_common,slip,R44-P,True,True,False,False,False,0.8340481479082161,1.0,1.0
D,own,113,native_common,base,R44-S,True,True,False,False,False,0.0035093851365240168,1.0,1.0
D,own,113,native_common,normal_load,R44-P,True,True,False,False,False,0.3027808008471598,1.0,1.0
D,own,113,native_differential,native_wheel,R44-S,True,True,False,True,False,0.0038222960094031738,1.0,1.0
D,own,113,native_differential,xi,R44-S,True,True,False,True,False,0.003510833468576701,1.0,1.0
D,own,113,native_differential,slip,R44-P,True,True,False,True,False,1.1052677938657696,1.0,1.0
D,own,113,native_differential,base,R44-P,True,True,False,True,False,0.16979977278636282,1.0,1.0
D,own,113,native_differential,normal_load,R44-P,True,True,False,True,False,1.5801590227586422,1.0,1.0
D,own,120,xi_common,native_wheel,R44-S,True,True,True,True,True,0.006414932869299117,1.0,1.0
D,own,120,xi_common,xi,R44-S,True,True,True,True,True,3.935607951398263e-09,1.0,1.0
D,own,120,xi_common,slip,R44-S,True,True,True,True,True,3.788014639655076e-06,1.0,1.0
D,own,120,xi_common,base,R44-S,True,True,True,True,True,1.3684973813746e-11,1.0,1.0
D,own,120,xi_common,normal_load,R44-S,True,True,True,True,True,4.53646698620256e-09,1.0,1.0
D,own,120,xi_differential,native_wheel,R44-S,True,True,True,True,True,0.001725480115381896,1.0,1.0
D,own,120,xi_differential,xi,R44-S,True,True,True,True,True,1.0014099176695753e-08,1.0,1.0
D,own,120,xi_differential,slip,R44-S,True,True,True,True,True,1.37961394338603e-07,1.0,1.0
D,own,120,xi_differential,base,R44-S,True,True,True,True,True,1.3570382019133969e-08,1.0,1.0
D,own,120,xi_differential,normal_load,R44-S,True,True,True,True,True,3.122960375677672e-10,1.0,1.0
D,own,120,native_common,native_wheel,R44-S,True,True,False,False,False,0.010955028976548166,1.0,1.0
D,own,120,native_common,xi,R44-P,True,True,False,False,False,1.0,1.0,1.0
D,own,120,native_common,slip,R44-P,True,True,False,False,False,1.6738949819946602,1.0,1.0
D,own,120,native_common,base,R44-S,True,True,False,False,False,0.011587252732336678,1.0,1.0
D,own,120,native_common,normal_load,R44-P,True,True,False,False,False,0.2579351610500153,1.0,1.0
D,own,120,native_differential,native_wheel,R44-S,True,True,False,False,False,0.008125635223001495,1.0,1.0
D,own,120,native_differential,xi,R44-P,True,True,False,False,False,1.5,1.0,1.0
D,own,120,native_differential,slip,R44-P,True,True,False,False,False,1.4485517813992566,1.0,1.0
D,own,120,native_differential,base,R44-P,True,True,False,False,False,1.2985364898901735,1.0,1.0
D,own,120,native_differential,normal_load,R44-P,True,True,False,False,False,0.25295024608226285,1.0,1.0
D,own,121,xi_common,native_wheel,R44-S,True,True,True,True,True,0.00817450830534042,1.0,1.0
D,own,121,xi_common,xi,R44-S,True,True,True,True,True,1.6231486963190577e-08,1.0,1.0
D,own,121,xi_common,slip,R44-S,True,True,True,True,True,8.178657369948593e-07,1.0,1.0
D,own,121,xi_common,base,R44-S,True,True,True,True,True,9.526144703053869e-11,1.0,1.0
D,own,121,xi_common,normal_load,R44-S,True,True,True,True,True,2.678015949633773e-08,1.0,1.0
D,own,121,xi_differential,native_wheel,R44-P,True,True,True,True,True,0.15977362537902504,1.0,1.0
D,own,121,xi_differential,xi,R44-S,True,True,True,True,True,7.117665441468851e-09,1.0,1.0
D,own,121,xi_differential,slip,R44-S,True,True,True,True,True,4.774204924744698e-08,1.0,1.0
D,own,121,xi_differential,base,R44-S,True,True,True,True,True,2.065366412537516e-08,1.0,1.0
D,own,121,xi_differential,normal_load,R44-S,True,True,True,True,True,1.1043821997210244e-09,1.0,1.0
D,own,121,native_common,native_wheel,R44-P,True,True,False,False,False,0.09119859882477335,1.0,1.0
D,own,121,native_common,xi,R44-S,True,True,False,False,False,0.011322097734007353,1.0,1.0
D,own,121,native_common,slip,R44-P,True,True,False,False,False,1.0,1.0,1.0
D,own,121,native_common,base,R44-P,True,True,False,False,False,0.1151382133249934,1.0,1.0
D,own,121,native_common,normal_load,R44-P,True,True,False,False,False,0.7500988750613876,1.0,1.0
D,own,121,native_differential,native_wheel,R44-S,True,True,False,False,False,0.042080918261423836,1.0,1.0
D,own,121,native_differential,xi,R44-S,True,True,False,False,False,0.01336885555457667,1.0,1.0
D,own,121,native_differential,slip,R44-P,True,True,False,False,False,0.7235575759359586,1.0,1.0
D,own,121,native_differential,base,R44-P,True,True,False,False,False,1.482065029477083,1.0,1.0
D,own,121,native_differential,normal_load,R44-P,True,True,False,False,False,0.897545093117193,1.0,1.0
D,own,124,xi_common,native_wheel,R44-S,True,True,True,True,True,0.027188246342872854,1.0,1.0
D,own,124,xi_common,xi,R44-S,True,True,True,True,True,1.1805791085694576e-08,1.0,1.0
D,own,124,xi_common,slip,R44-S,True,True,True,True,True,3.526795712472317e-06,1.0,1.0
D,own,124,xi_common,base,R44-S,True,True,True,True,True,1.4437012395888589e-11,1.0,1.0
D,own,124,xi_common,normal_load,R44-S,True,True,True,True,True,9.047934862607329e-10,1.0,1.0
D,own,124,xi_differential,native_wheel,R44-S,True,True,True,True,True,0.007519326396325702,1.0,1.0
D,own,124,xi_differential,xi,R44-S,True,True,True,True,True,8.811389909820788e-09,1.0,1.0
D,own,124,xi_differential,slip,R44-S,True,True,True,True,True,2.036390650779522e-07,1.0,1.0
D,own,124,xi_differential,base,R44-S,True,True,True,True,True,4.2638078913509866e-08,1.0,1.0
D,own,124,xi_differential,normal_load,R44-S,True,True,True,True,True,2.422544731924237e-09,1.0,1.0
D,own,124,native_common,native_wheel,R44-S,True,True,True,False,False,0.016796519371637154,1.0,1.0
D,own,124,native_common,xi,R44-S,True,True,True,False,False,0.01790180836524724,1.0,1.0
D,own,124,native_common,slip,R44-P,True,True,True,False,False,0.9999985091346706,1.0,1.0
D,own,124,native_common,base,R44-P,True,True,True,False,False,0.056862148079803006,1.0,1.0
D,own,124,native_common,normal_load,R44-P,True,True,True,False,False,0.2033412213701948,1.0,1.0
D,own,124,native_differential,native_wheel,R44-S,True,True,False,False,False,0.01271247060215291,1.0,1.0
D,own,124,native_differential,xi,R44-P,True,True,False,False,False,1.5811388300841895,1.0,1.0
D,own,124,native_differential,slip,R44-P,True,True,False,False,False,0.9951370663922993,1.0,1.0
D,own,124,native_differential,base,R44-P,True,True,False,False,False,0.8323137870060273,1.0,1.0
D,own,124,native_differential,normal_load,R44-P,True,True,False,False,False,0.28102864418586737,1.0,1.0
