candidate,source,tick,channel,direction,scale,side,qp_contact_gain,mj_contact_gain,mj_actuator_gain,mj_mass_times_qacc_gain,mj_other_gain,balance_residual,mj_wheel_qacc_gain,cancellation_ratio
C,own,98,xi_common,plus,1.0,left,-0.0009519565328353075,-0.0004750422581398239,5.943633339865626e-07,0.00047444789475458663,0.0009488957895604239,0.0,1.369208532642574,799.2455640787621
C,own,98,xi_common,plus,1.0,right,-0.0009100520225069353,-0.0004587921131254946,5.946911144091992e-07,0.0004581974219129603,0.0009163948439240457,0.0,1.3109395213433572,771.4796841740025
C,own,98,xi_common,minus,1.0,left,-0.0009519565325910584,-0.0004750422576305091,5.943623611959889e-07,0.00047444789535080534,0.0009488957906201185,0.0,1.3692085346988847,799.2468713439705
C,own,98,xi_common,minus,1.0,right,-0.0009100520241639432,-0.00045879211210408943,5.94690124251062e-07,0.000458197422013758,0.0009163948439935964,0.0,1.3109395216119424,771.4809669689417
C,own,98,xi_differential,plus,1.0,left,0.004874574555027711,0.0024254399100809287,-2.7965521641833455e-07,-0.002425160254925539,-0.0048503205097900496,0.0,-8.411961015045222,8672.96502151681
C,own,98,xi_differential,plus,1.0,right,-0.0048052198695164305,-0.002438621073860142,-3.7951150699658037e-07,0.002439000585312024,0.0048780011706791625,0.0,8.436668985808637,-6425.684146336347
C,own,98,xi_differential,minus,1.0,left,0.0048745737863731264,0.0024254407289085733,-2.807075188626337e-07,-0.0024251600212820018,-0.0048503200426717125,0.0,-8.411960254437645,8640.45515679785
C,own,98,xi_differential,minus,1.0,right,-0.004805220518544484,-0.002438620303803901,-3.8056490605462576e-07,0.0024390008687895405,0.004878001737499496,0.0,8.436669920189388,-6407.895906865004
C,own,102,xi_common,plus,1.0,left,-4.349161847883032e-05,-3.107241904193314e-05,-0.0005724345838878722,0.0006035070028761246,0.00120701400580593,0.0,1.7486214116132714,-0.054281170139817356
C,own,102,xi_common,plus,1.0,right,-4.8930169832539505e-05,-4.1741144290313725e-05,-0.0005301789232779047,0.0005719200675481424,0.001143840135116361,0.0,1.6426072220298238,-0.07873029737252343
