name,speedRef,stopTime,forwardVelocityRmse,maxForwardVelocityError,finalAbsForwardVelocity,maxAbsRollDeg,maxAbsPitchDeg,maxAbsXiDelta,finalAbsXiDelta,qpFeasibleRatio,maxDynamicsResidual,maxWrenchResidual,maxContactResidual,nmpcStatusMax,nmpcFaultRatio,p99NmpcSolveTimeMs,nmpcDeadlineMissRatio,maxQpSolveTimeMs,simulationWallTime,simulationCompleted,simulationError,pass,failureReason
straight_v1p00,1,20,0.000495179511863747,0.00263924409128469,0.000673139381507067,0.0573492728086586,0.151098411038866,0.00015326914837048,8.27749276358092e-06,1,7.105427357601e-14,4.39370761995406e-14,0.232691740868633,0,0,7.635797,0,2.3208,41.3532065,1,,1,ok
