name,targetYawDeg,speedRef,yawRateRef,turnEndTime,actualYawDeg,finalYawErrorDeg,yawRmseDeg,yawRateRmse,forwardVelocityRmse,lateralVelocityRms,maxAbsLateralVelocity,pathRmse,actualRadius,referenceRadius,radiusErrorPercent,circleFitRmse,actualCurvature,referenceCurvature,curvatureErrorPercent,closureError,referenceClosureError,wrapCrossingCount,maxUnwrappedYawStep,maxYawRateStep,maxWrenchJumpAtWrap,forwardDirectionCorrectRatio,wheelDirectionCorrectRatio,maxAbsRollDeg,maxAbsPitchDeg,maxAbsXiCommon,maxAbsXiDelta,finalXiDelta,finalAbsYawRate,maxWrenchSlackNorm,maxRollingResidual,maxLateralResidual,maxNormalResidual,qpFeasibleRatio,maxDynamicsResidual,maxWrenchResidual,minFrictionMargin,minTorqueMargin,nmpcStatusMax,nmpcFaultRatio,maxNmpcSolveTimeMs,p99NmpcSolveTimeMs,nmpcDeadlineMissRatio,maxQpSolveTimeMs,simulationWallTime,controlStable,realtimePass,continuousTurn,failureReason,simulationCompleted,simulationError,mirrorYawRmseDifferenceDeg,mirrorRadiusMagnitudeDifference,mirrorXiDeltaPeakDifference
C0_90_left_continuous,90,0.1,0.08,22.0849540849362,11.6650284865757,-0.0258078980859507,0.0245117421495769,0.000892323310399351,9.92611950246435e-05,0.00564092445201431,0.0062293036366144,0.00812333112370128,1.21985719151905,1.25,-2.41142467847638,7.30321888209966e-05,0.793662949868921,0.8,-0.792131266384899,0.279657599392779,0.279444201695726,0,0.000402163064588026,0.00297121643838261,0,1,1,0.0575440403461235,0.0693144174001462,0.0916552076344924,0.000131349346343915,-3.8161360811001e-05,0.079881785357183,0.0101212536581208,0.000577610148111927,0.00792939231467005,0.0580593101848659,1,7.105427357601e-14,3.95170007827517e-14,10.5051278677472,44.8248124395567,0,0,11.9183,11.443441,0,4.3512,27.7877886,1,1,1,ok,1,,NaN,NaN,NaN
