name,targetYawDeg,speedRef,yawRateRef,turnEndTime,actualYawDeg,finalYawErrorDeg,yawRmseDeg,yawRateRmse,forwardVelocityRmse,lateralVelocityRms,maxAbsLateralVelocity,pathRmse,actualRadius,referenceRadius,radiusErrorPercent,circleFitRmse,actualCurvature,referenceCurvature,curvatureErrorPercent,closureError,referenceClosureError,wrapCrossingCount,maxUnwrappedYawStep,maxYawRateStep,maxWrenchJumpAtWrap,forwardDirectionCorrectRatio,wheelDirectionCorrectRatio,maxAbsRollDeg,maxAbsPitchDeg,maxAbsXiCommon,maxAbsXiDelta,finalXiDelta,finalAbsYawRate,maxWrenchSlackNorm,maxRollingResidual,maxLateralResidual,maxNormalResidual,qpFeasibleRatio,maxDynamicsResidual,maxWrenchResidual,minFrictionMargin,minTorqueMargin,nmpcStatusMax,nmpcFaultRatio,maxNmpcSolveTimeMs,p99NmpcSolveTimeMs,nmpcDeadlineMissRatio,maxQpSolveTimeMs,simulationWallTime,controlStable,realtimePass,continuousTurn,failureReason,simulationCompleted,simulationError,mirrorYawRmseDifferenceDeg,mirrorRadiusMagnitudeDifference,mirrorXiDeltaPeakDifference
HS1_90_left_v100_yaw008,90,1,0.08,23.3849540849362,89.9768457568107,-0.0223853259264523,0.127406315800333,0.00146787045693646,0.0127199583005486,0.00560272280748091,0.00980841864313168,0.0888607631810069,12.5633123753445,12.5,0.506499002755856,0.00387570352124471,0.0791014133831755,0.08,-1.12323327103059,17.97375342215,17.8557023826323,0,0.000419645715771688,0.00447030989454623,0,1,1,0.0591800434173278,0.350221270269742,0.141982456837833,0.000632080315657188,0.00028989833023392,0.0830594837633901,0.0527017165455497,0.043377080914856,0.0356825346289736,3.89947058580353,1,2.46525022618016e-13,4.71844785465692e-14,7.55815615231015,44.2705711085273,0,0,9.0698,8.0266,0,2.2055,93.2054322,0,1,1,wrench/contact residual,1,,NaN,NaN,NaN
HS2_90_left_v100_yaw020,90,1,0.2,11.6039816339745,89.2921949833744,-0.717137237333826,0.946750994937076,0.00784747065174965,0.00835966301456407,0.0139303974687321,0.020567520837997,0.019470616548416,4.99599028589859,5,-0.0801942820282675,0.00233922872432595,0.196719520756015,0.2,-1.64023962199261,7.27695518905773,7.2515572678236,0,0.00102515474187692,0.00557937242506815,0,1,1,0.063372716745776,0.23309872668474,0.141982456837833,0.00243443346318431,0.00210660636054393,0.201367654611764,0.0341672564907637,0.0245321402438616,0.0854055536168614,2.53518162027345,1,2.12163620005867e-13,4.56301663120939e-14,7.55815615231015,44.2705711085273,0,0,11.5865,9.087195,0,2.9645,570.2588063,1,1,1,ok,1,,NaN,NaN,NaN
