scenario,episode,tick,time_s,status,safety_latched,command_accepted,contact_left,contact_right,x,dx,pitch,dtheta,height,zoh_ctrl_max_difference,q0,q1,q2,q3,q4,q5,dq0,dq1,dq2,dq3,dq4,dq5,tau0,tau1,tau2,tau3,tau4,tau5,ctrl0,ctrl1,ctrl2,ctrl3,ctrl4,ctrl5
hold,0,0,0.01,0,0,1,2,2,0,0,-0.01,0,0.31469051135842724,0,-0.96446364670955909,1.6404600368321116,0,-0.9835428589682198,1.6391027017950901,0,-0,-0,-0,-0,-0,-0,-0.1558228810012853,-1.9558769180289441,0.39499172355003775,0.15272937105260695,-4.4283698307504933,0.39499172355003775,0.1558228810012853,1.9558769180289441,-0.39499172355003775,-0.15272937105260695,4.4283698307504933,-0.39499172355003775
hold,0,1,0.020000000000000004,0,0,1,2,2,3.5191619176019873e-05,0.0059184731387651865,-0.0098697394398487345,0.021873811322278763,0.31471738444884539,0,-0.96658656768963924,1.6409699628152881,0.012107891093414046,-0.9855745194420189,1.6396192087623462,0.011426821241727241,-0.34345600119797121,0.064787061254768769,2.0352634664252913,-0.32813946024869756,0.064711098417715329,1.9278887826613651,0.20461648803732715,-2.0247433871491247,0.34304640209803589,0.49712211509169735,-4.4972129849062581,0.34304640209803589,-0.20461648803732715,2.0247433871491247,-0.34304640209803589,-0.49712211509169735,4.4972129849062581,-0.34304640209803589
hold,0,2,0.030000000000000013,0,0,1,2,2,7.1616798645618429e-05,0.0022624555646006579,-0.0055332196014543289,0.7082802956869193,0.31484069340792709,0,-0.96707802417178956,1.6410537475109774,0.042279903014015408,-0.98586992485516911,1.6396852244581221,0.040343221549911656,0.15039053708127392,-0.040499735587324656,3.6994167286978925,0.17092673665257496,-0.04362383184524711,3.575910084794736,-0.28529839838471538,-1.9201268678725461,-0.24020135606627344,0.00041916149562645777,-4.3894061802095026,-0.24020135606627344,0.28529839838471538,1.9201268678725461,0.24020135606627344,-0.00041916149562645777,4.3894061802095026,0.24020135606627344
hold,0,3,0.040000000000000022,0,0,1,2,2,8.9228844185815226e-05,0.0015443476561390751,-0.00012530228985984466,0.42915317789839358,0.31497612854093682,0,-0.9663729374132275,1.6408160634136055,0.07289570840840659,-0.98504846752627517,1.639444144050616,0.070207089389950419,0.016522521988694978,-0.016024046163300523,2.6616979294045544,0.020225294502792993,-0.015246780873189925,2.6355947691084416,-0.157071077360633,-1.9427010845175949,-0.27411663865816849,0.14454894501425691,-4.415854587921511,-0.27411663865816849,0.157071077360633,1.9427010845175949,0.27411663865816849,-0.14454894501425691,4.415854587921511,0.27411663865816849
hold,0,4,0.050000000000000031,0,0,1,2,2,7.6500876448754029e-05,-0.0031083678918306969,0.0040202543999910238,0.40472319962646119,0.31506231732601975,0,-0.96491560880961313,1.6408791024293974,0.089372242491418771,-0.98356939820709599,1.6394537536229006,0.086817995801689113,0.23291997476460594,0.016372375517933063,0.99008961708458876,0.24635344129896017,0.01406027288448411,0.91332862321040498,-0.38512715896545885,-1.9756018183251634,-0.39656044397526768,-0.09341175633534371,-4.4452385182574616,-0.39656044397526768,0.38512715896545885,1.9756018183251634,0.39656044397526768,0.09341175633534371,4.4452385182574616,0.39656044397526768
hold,0,5,0.060000000000000039,0,0,1,2,2,4.1550640223556035e-05,-0.0037433316198376069,0.0052350924839734856,-0.067417706811137332,0.31508070114257153,0,-0.96374378944720496,1.6413841421747404,0.087293274150412103,-0.98212478033955619,1.6399713760661156,0.082880025238057459,0.04192542033554017,0.070823357230853534,-1.0081121873050503,0.083407854022489486,0.072320894911505326,-1.2896973277616421,-0.2035071594356585,-2.0340931180008277,-0.14363111627498851,0.05797688800080858,-4.507640119830203,-0.14363111627498851,0.2035071594356585,2.0340931180008277,0.14363111627498851,-0.05797688800080858,4.507640119830203,0.14363111627498851
hold,0,6,0.070000000000000048,0,0,1,2,2,1.2280580695550602e-06,-0.0042219120535478957,0.0037003933522892869,-0.2107849279587565,0.31505976874149999,0,-0.96339955926053955,1.6420124491056822,0.072810697409229477,-0.9812824297595093,1.6406540004251351,0.064843827872355236,0.030887889044688688,0.056201709907279129,-1.7489136928566222,0.048358495411483918,0.078028190759931879,-1.9584337215620498,-0.19522346963813025,-2.0244979261247882,0.01003900103030915,0.086287441971439019,-4.5188084105507853,0.01003900103030915,0.19522346963813025,2.0244979261247882,-0.01003900103030915,-0.086287441971439019,4.5188084105507853,-0.01003900103030915
hold,0,7,0.080000000000000057,0,0,1,2,2,-3.093598153053323e-05,-0.0025651363836714965,0.0009927561888367839,-0.31073205980165408,0.31504521509435285,0,-0.96376116207557039,1.6424712483590898,0.056402660977927871,-0.9818592414781756,1.6413407272471647,0.048889501757925918,-0.09017122559737617,0.043005274165914181,-1.5272245600308123,-0.12413848327611937,0.060161626906176664,-1.3752819844439157,-0.071271532475818716,-2.0149718844106834,0.17079730538132598,0.26339891440837271,-4.506435661273267,0.17079730538132598,0.071271532475818716,2.0149718844106834,-0.17079730538132598,-0.26339891440837271,4.506435661273267,-0.17079730538132598
hold,0,8,0.090000000000000066,0,0,1,2,2,-5.4303634272667711e-05,-0.0022024780795517527,-0.00095215682010244202,-0.11698222841571466,0.31507283931419594,0,-0.96421271134136832,1.642589382260196,0.047079271280096653,-0.98270463472204084,1.641474090853535,0.042159284578257752,-0.0126929005880244,-0.0095305626809318034,-0.55336750461655537,-0.056112885697026091,-0.017283858093640556,-0.22367038359767535,-0.14513746335878702,-1.9633811187726875,0.12367811170708291,0.20213646278020131,-4.4300570851244121,0.12367811170708291,0.14513746335878702,1.9633811187726875,-0.12367811170708291,-0.20213646278020131,4.4300570851244121,-0.12367811170708291
hold,0,9,0.10000000000000007,0,0,1,2,2,-6.9177654614255291e-05,-0.0010109847336358807,-0.0017415097226825356,-0.053539034760204232,0.3151373527558774,0,-0.96451918676891157,1.6423479016347193,0.045668169955066257,-0.98352844537439299,1.641062291241608,0.04504150110804947,-0.041271363716871165,-0.03395290674346392,0.12480824622943404,-0.1003475029938628,-0.056672544119950395,0.63034482512652168,-0.11410719680959423,-1.937026929706342,0.1083259775424287,0.25296156529585523,-4.3873740022026855,0.1083259775424287,0.11410719680959423,1.937026929706342,-0.1083259775424287,-0.25296156529585523,4.3873740022026855,-0.1083259775424287
