tick,time_s,profile,status,solver_status,hard,wbc_time_s,contact_left,contact_right,planner_xi,planner_dxi,planner_ddxi,xi_common,dxi_common,xi_differential,dxi_differential,common_error,differential_error,max_normalized_slack,max_wrench_residual,max_torque,tau0,tau1,tau2,tau3,tau4,tau5
0,0.01,ramp,0,0,8.0973083793622891e-10,0.00087140700000000004,1,1,-0.011157172669780779,0,0,-0.011157172669780779,0,-0.0015835231741306577,0,0,0,8.8130268355149471e-07,4.4064968735622824e-05,3.239377422853265,-0.043318239381357912,-3.1437734981156691,2.0013469629107204e-07,0.040224951165823877,-3.239377422853265,2.1155571215053248e-07
1,0.020000000000000004,ramp,0,0,1.069053819535877e-10,0.00043159999999999997,1,1,-0.011157172669780779,0,0,-0.01115706936824664,1.8493855180852776e-05,-0.0015835442032597321,-3.2660469091944588e-06,-1.0330153413923293e-07,2.1029129074374986e-08,1.0221696723900064e-06,5.110849881079177e-05,3.2393851010259462,-0.043348139575730284,-3.1437833966262039,2.0107619588215672e-07,0.040225185022215629,-3.2393851010259462,2.1247070208359339e-07
2,0.030000000000000013,ramp,0,0,1.9252841064031773e-10,0.00041663600000000001,1,1,-0.011157172669780779,0,0,-0.011156768473987277,3.9406062848706499e-05,-0.0015835811273467839,-3.7229647834554365e-06,-4.0419579350192691e-07,5.795321612617893e-08,1.3429210886091538e-06,6.7146086511280884e-05,3.2394135722144939,-0.043369188393930426,-3.1437773935752169,2.0182771211919552e-07,0.040208733257544878,-3.2394135722144939,2.132359496811337e-07
3,0.040000000000000022,ramp,0,0,1.7368773086445799e-11,0.00044762600000000001,1,1,-0.011157172669780779,0,0,-0.011156244998621227,6.2880129078352845e-05,-0.001583609812938409,-1.9885550018985262e-06,-9.2767115955280643e-07,8.6638807751324154e-08,1.836606368443622e-06,9.1830322282449297e-05,3.2394606157154477,-0.043382952176559207,-3.1437580616678855,2.0197796698244489e-07,0.040176406634574315,-3.2394606157154477,2.1339814254289148e-07
4,0.050000000000000031,ramp,0,0,2.0487167518012939e-11,0.00043046099999999998,1,1,-0.011157172669780779,0,0,-0.011155473113867383,8.8974773539849598e-05,-0.0015836106719943135,1.5537525813390547e-06,-1.699555913396017e-06,8.7497863655860986e-08,2.4211713114084033e-06,0.00012105857021339461,3.2395263482374186,-0.043390166025940244,-3.1437278345915938,2.029993719294083e-07,0.040128320436811221,-3.2395263482374186,2.1444295035797144e-07
5,0.060000000000000039,ramp,0,0,2.3896440382031869e-11,0.00045473300000000003,1,1,-0.011157172669780779,0,0,-0.011154426170622405,0.00011780129893034728,-0.0015835676839906984,6.560385850058303e-06,-2.7464991583740078e-06,4.4509860040731208e-08,3.1147126319708969e-06,0.00015573563707526819,3.2396096587277774,-0.043391656222746239,-3.143687718667886,2.0440138992815812e-07,0.040064550954882469,-3.2396096587277774,2.1587899631265655e-07
6,0.070000000000000048,ramp,0,0,2.7631119614568433e-11,0.00042603699999999999,1,1,-0.011157172669780779,0,0,-0.011153075738241754,0.00014959685882910294,-0.0015834680377175246,1.2727983596196274e-05,-4.0969315390250449e-06,-5.513641313306672e-08,4.0634562621507084e-06,0.0002031728125453366,3.2397099841570109,-0.043388411496311216,-3.143639181765872,2.0616299998538669e-07,0.039985122036195628,-3.2397099841570109,2.1768463999489527e-07
7,0.080000000000000057,ramp,0,0,3.1817104506615124e-11,0.000427828,1,1,-0.011157172669780779,0,0,-0.011151390041551773,0.00018477678737203616,-0.0015833015839488802,1.9818018168999365e-05,-5.7826282290063258e-06,-2.2159018177748263e-07,5.2018511879649003e-06,0.00026009255874668972,3.2398269390170498,-0.043381486797650713,-3.1435837383050913,2.0825274382458776e-07,0.039889787622293886,-3.2398269390170498,2.1982795085892061e-07
8,0.090000000000000066,ramp,0,0,3.6612934906088412e-11,0.00041841099999999999,1,1,-0.011157172669780779,0,0,-0.011149331989342785,0.00022396829023984337,-0.0015830601079453166,2.7669341394504242e-05,-7.8406804379944212e-06,-4.6306618534108779e-07,6.4307288179593969e-06,0.00032153644016462527,3.2399604116827079,-0.043371940269835013,-3.1435229188467293,2.106307763569741e-07,0.039777876404275783,-3.2399604116827079,2.2226885595992271e-07
9,0.10000000000000007,ramp,0,0,4.2206238504149951e-11,0.00041426400000000002,1,1,-0.011157172669780779,0,0,-0.01114685691875477,0.00026803588971932297,-0.001582736547217291,3.6199206647629913e-05,-1.0315751026009068e-05,-7.8662691336672114e-07,7.7318073208780696e-06,0.00038659036523423291,3.2401106532544195,-0.04336081245410528,-3.1434582465805763,2.1325131044243958e-07,0.039648184852846075,-3.2401106532544195,2.2496163993253638e-07
10,0.11000000000000008,ramp,0,0,4.881461901362627e-11,0.00040053300000000001,1,1,-0.011157172669780779,0,0,-0.011143910101859458,0.00031810472003825156,-0.0015823242357757335,4.539859039337041e-05,-1.3262567921321078e-05,-1.1989383549241422e-06,9.0868199471753871e-06,0.00045434099647588316,3.2402783595144875,-0.043349132725295461,-3.1433912236547847,2.1606503241841562e-07,0.039498895577294434,-3.2402783595144875,2.2785739068173313e-07
11,0.12000000000000009,ramp,0,0,5.668743252584818e-11,0.000414993,1,1,-0.011157172669780779,0,0,-0.011140424009759949,0.00037558611716604473,-0.0015818162038911026,5.5326373460836168e-05,-1.6748660020830114e-05,-1.7069702395551209e-06,1.0477997910521108e-05,0.00052389989457047258,3.2404647531675961,-0.043337938499014073,-3.1433233237207032,2.1902125542425587e-07,0.039327499874002574,-3.2404647531675961,2.3090618130060234e-07
12,0.13000000000000009,ramp,0,0,6.6111560670378822e-11,0.00040713799999999998,1,1,-0.011157172669780779,0,0,-0.011136315292399982,0.00044220873820578017,-0.0015812045290075211,6.6104896965006707e-05,-2.0857377380797612e-05,-2.3186451231366201e-06,1.1888555582891818e-05,0.00059442777811400381,3.240671673002502,-0.043328298647332703,-3.1432559873706643,2.2206970688136319e-07,0.03913071021803486,-3.240671673002502,2.3405888553031949e-07
13,0.1400000000000001,ramp,0,0,7.7417516841649103e-11,0.00040198799999999999,1,1,-0.011157172669780779,0,0,-0.011131481405079894,0.00052005759993289772,-0.0015804797171929553,7.7917971467849029e-05,-2.5691264700885771e-05,-3.0434569377024018e-06,1.3303154751628295e-05,0.00066515773647036862,3.2409016749822728,-0.043321337281167348,-3.1431906185016549,2.2516187998539168e-07,0.038904353849737526,-3.2409016749822728,2.3726857184094224e-07
14,0.15000000000000011,ramp,0,0,9.0987217760130079e-11,0.00048573099999999999,1,1,-0.011157172669780779,0,0,-0.011125796792169721,0.00061162287587252775,-0.0015796300886031268,9.1011642495530953e-05,-3.1375877611058631e-05,-3.8930855275308429e-06,1.4708343157711474e-05,0.00073541715668505787,3.2411581490480748,-0.043318256788423826,-3.1431285805975815,2.2825193449628872e-07,0.038643241726401517,-3.2411581490480748,2.404914546691783e-07
