candidate,source,tick,channel,signed_scale,signature_id,solver_success,contact_count_left,contact_count_right,active_torque,active_contact,active_acceleration,slack_state,full_dynamics_residual,contact_reconstruction_residual,same_as_baseline_regime
C,own,103,xi_common,-1.0,e6ecd8809b039da5,True,1,1,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
C,own,103,xi_common,1.0,e6ecd8809b039da5,True,1,1,0,0,0,nonmaterial,2.842170943040401e-14,0.0,True
C,own,103,xi_common,-0.5,e6ecd8809b039da5,True,1,1,0,0,0,nonmaterial,1.7319479184152442e-14,0.0,True
C,own,103,xi_common,0.5,e6ecd8809b039da5,True,1,1,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
C,own,103,xi_common,-0.25,e6ecd8809b039da5,True,1,1,0,0,0,nonmaterial,1.2434497875801753e-14,0.0,True
C,own,103,xi_common,0.25,e6ecd8809b039da5,True,1,1,0,0,0,nonmaterial,2.842170943040401e-14,0.0,True
C,own,103,xi_differential,-1.0,e6ecd8809b039da5,True,1,1,0,0,0,nonmaterial,2.842170943040401e-14,0.0,True
C,own,103,xi_differential,1.0,e6ecd8809b039da5,True,1,1,0,0,0,nonmaterial,2.6645352591003757e-15,0.0,True
C,own,103,xi_differential,-0.5,e6ecd8809b039da5,True,1,1,0,0,0,nonmaterial,3.552713678800501e-14,0.0,True
C,own,103,xi_differential,0.5,e6ecd8809b039da5,True,1,1,0,0,0,nonmaterial,2.1316282072803006e-14,0.0,True
C,own,103,xi_differential,-0.25,e6ecd8809b039da5,True,1,1,0,0,0,nonmaterial,2.1316282072803006e-14,0.0,True
C,own,103,xi_differential,0.25,e6ecd8809b039da5,True,1,1,0,0,0,nonmaterial,9.325873406851315e-15,0.0,True
C,own,106,baseline,0.0,198655a256524036,True,1,1,0,1,1,nonmaterial,5.773159728050814e-15,0.0,True
C,own,106,xi_common,-1.0,198655a256524036,True,1,1,0,1,1,nonmaterial,1.0658141036401503e-14,0.0,True
C,own,106,xi_common,1.0,198655a256524036,True,1,1,0,1,1,nonmaterial,7.105427357601002e-15,0.0,True
C,own,106,xi_common,-0.5,198655a256524036,True,1,1,0,1,1,nonmaterial,1.4210854715202004e-14,0.0,True
C,own,106,xi_common,0.5,198655a256524036,True,1,1,0,1,1,nonmaterial,2.842170943040401e-14,0.0,True
C,own,106,xi_common,-0.25,198655a256524036,True,1,1,0,1,1,nonmaterial,2.1316282072803006e-14,0.0,True
C,own,106,xi_common,0.25,198655a256524036,True,1,1,0,1,1,nonmaterial,1.4210854715202004e-14,0.0,True
C,own,106,xi_differential,-1.0,198655a256524036,True,1,1,0,1,1,nonmaterial,2.942091015256665e-15,0.0,True
C,own,106,xi_differential,1.0,198655a256524036,True,1,1,0,1,1,nonmaterial,7.105427357601002e-15,0.0,True
C,own,106,xi_differential,-0.5,198655a256524036,True,1,1,0,1,1,nonmaterial,1.5987211554602254e-14,0.0,True
C,own,106,xi_differential,0.5,198655a256524036,True,1,1,0,1,1,nonmaterial,7.105427357601002e-15,0.0,True
C,own,106,xi_differential,-0.25,198655a256524036,True,1,1,0,1,1,nonmaterial,2.1316282072803006e-14,0.0,True
C,own,106,xi_differential,0.25,198655a256524036,True,1,1,0,1,1,nonmaterial,1.4210854715202004e-14,0.0,True
D,common,0,baseline,0.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,0,xi_common,-1.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,common,0,xi_common,1.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.1316282072803006e-14,0.0,True
D,common,0,xi_common,-0.5,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,3.219646771412954e-15,0.0,True
D,common,0,xi_common,0.5,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,0,xi_common,-0.25,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,0,xi_common,0.25,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.1316282072803006e-14,0.0,True
D,common,0,xi_differential,-1.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,0,xi_differential,1.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,0,xi_differential,-0.5,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.1316282072803006e-14,0.0,True
D,common,0,xi_differential,0.5,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,0,xi_differential,-0.25,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,0,xi_differential,0.25,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.842170943040401e-14,0.0,True
D,common,0,native_common,-1.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.842170943040401e-14,0.0,True
D,common,0,native_common,1.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,3.552713678800501e-14,0.0,True
D,common,0,native_common,-0.5,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.3314683517128287e-15,0.0,True
D,common,0,native_common,0.5,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,3.552713678800501e-14,0.0,True
D,common,0,native_common,-0.25,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.842170943040401e-14,0.0,True
D,common,0,native_common,0.25,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,0,native_differential,-1.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,5.662137425588298e-15,0.0,True
D,common,0,native_differential,1.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.1316282072803006e-14,0.0,True
D,common,0,native_differential,-0.5,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.1316282072803006e-14,0.0,True
D,common,0,native_differential,0.5,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,4.263256414560601e-14,0.0,True
D,common,0,native_differential,-0.25,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,0,native_differential,0.25,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.1316282072803006e-14,0.0,True
D,common,46,baseline,0.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,1.0031905861573875e-14,0.0,True
D,common,46,xi_common,-1.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,46,xi_common,1.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.811459812323562e-15,0.0,True
D,common,46,xi_common,-0.5,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.3673706024735e-15,0.0,True
D,common,46,xi_common,0.5,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,46,xi_common,-0.25,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,46,xi_common,0.25,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,9.365772046798782e-15,0.0,True
D,common,46,xi_differential,-1.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,46,xi_differential,1.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,common,46,xi_differential,-0.5,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,3.594347042223944e-15,0.0,True
D,common,46,xi_differential,0.5,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,6.234596172660645e-15,0.0,True
D,common,46,xi_differential,-0.25,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,6.539907504432563e-15,0.0,True
D,common,46,xi_differential,0.25,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,46,native_common,-1.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,4.480790738448093e-15,0.0,True
D,common,46,native_common,1.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,46,native_common,-0.5,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,2.6922908347160046e-15,0.0,True
D,common,46,native_common,0.5,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,6.257147577848343e-15,0.0,True
D,common,46,native_common,-0.25,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,46,native_common,0.25,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,46,native_differential,-1.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,46,native_differential,1.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,common,46,native_differential,-0.5,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,common,46,native_differential,0.5,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,3.814656923672999e-15,0.0,True
D,common,46,native_differential,-0.25,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,4.702835343373124e-15,0.0,True
D,common,46,native_differential,0.25,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,8.699638232023688e-15,0.0,True
D,common,74,baseline,0.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,74,xi_common,-1.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,common,74,xi_common,1.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,3.552713678800501e-15,0.0,True
D,common,74,xi_common,-0.5,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,2.1316282072803006e-14,0.0,True
D,common,74,xi_common,0.5,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,4.0245584642661925e-15,0.0,True
D,common,74,xi_common,-0.25,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,74,xi_common,0.25,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,2.831068712794149e-15,0.0,True
D,common,74,xi_differential,-1.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,74,xi_differential,1.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,74,xi_differential,-0.5,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,74,xi_differential,0.5,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,74,xi_differential,-0.25,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,74,xi_differential,0.25,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,2.9733160378242474e-15,0.0,True
D,common,74,native_common,-1.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,2.0539125955565396e-15,0.0,True
D,common,74,native_common,1.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,74,native_common,-0.5,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,74,native_common,0.5,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,1.970645868709653e-15,0.0,True
D,common,74,native_common,-0.25,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,74,native_common,0.25,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,74,native_differential,-1.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,74,native_differential,1.0,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,common,74,native_differential,-0.5,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,4.805184028455756e-15,0.0,True
D,common,74,native_differential,0.5,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,74,native_differential,-0.25,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,common,74,native_differential,0.25,73adeb23c904eead,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,common,101,baseline,0.0,f208541b553e8851,True,2,2,0,1,4,material,4.263256414560601e-14,0.0,True
D,common,101,xi_common,-1.0,f208541b553e8851,True,2,2,0,1,4,material,1.2878587085651816e-14,0.0,True
D,common,101,xi_common,1.0,f208541b553e8851,True,2,2,0,1,4,material,1.5765166949677223e-14,0.0,True
D,common,101,xi_common,-0.5,f208541b553e8851,True,2,2,0,1,4,material,2.842170943040401e-14,0.0,True
D,common,101,xi_common,0.5,f208541b553e8851,True,2,2,0,1,4,material,1.4876988529977098e-14,0.0,True
D,common,101,xi_common,-0.25,f208541b553e8851,True,2,2,0,1,4,material,2.842170943040401e-14,0.0,True
D,common,101,xi_common,0.25,f208541b553e8851,True,2,2,0,1,4,material,3.552713678800501e-14,0.0,True
D,common,101,xi_differential,-1.0,f208541b553e8851,True,2,2,0,1,4,material,2.042810365310288e-14,0.0,True
D,common,101,xi_differential,1.0,f208541b553e8851,True,2,2,0,1,4,material,1.532107773982716e-14,0.0,True
D,common,101,xi_differential,-0.5,f208541b553e8851,True,2,2,0,1,4,material,2.1316282072803006e-14,0.0,True
D,common,101,xi_differential,0.5,f208541b553e8851,True,2,2,0,1,4,material,2.842170943040401e-14,0.0,True
D,common,101,xi_differential,-0.25,f208541b553e8851,True,2,2,0,1,4,material,1.4210854715202004e-14,0.0,True
D,common,101,xi_differential,0.25,f208541b553e8851,True,2,2,0,1,4,material,4.973799150320701e-14,0.0,True
D,common,101,native_common,-1.0,f208541b553e8851,True,2,2,0,1,4,material,2.1316282072803006e-14,0.0,True
D,common,101,native_common,1.0,f208541b553e8851,True,2,2,0,1,4,material,2.1316282072803006e-14,0.0,True
D,common,101,native_common,-0.5,f208541b553e8851,True,2,2,0,1,4,material,1.6431300764452317e-14,0.0,True
D,common,101,native_common,0.5,f208541b553e8851,True,2,2,0,1,4,material,2.1316282072803006e-14,0.0,True
D,common,101,native_common,-0.25,f208541b553e8851,True,2,2,0,1,4,material,2.1316282072803006e-14,0.0,True
D,common,101,native_common,0.25,f208541b553e8851,True,2,2,0,1,4,material,1.7985612998927536e-14,0.0,True
D,common,101,native_differential,-1.0,f208541b553e8851,True,2,2,0,1,4,material,2.842170943040401e-14,0.0,True
D,common,101,native_differential,1.0,f208541b553e8851,True,2,2,0,1,4,material,4.263256414560601e-14,0.0,True
D,common,101,native_differential,-0.5,f208541b553e8851,True,2,2,0,1,4,material,1.2656542480726785e-14,0.0,True
D,common,101,native_differential,0.5,f208541b553e8851,True,2,2,0,1,4,material,1.7985612998927536e-14,0.0,True
D,common,101,native_differential,-0.25,f208541b553e8851,True,2,2,0,1,4,material,2.1316282072803006e-14,0.0,True
D,common,101,native_differential,0.25,f208541b553e8851,True,2,2,0,1,4,material,1.4654943925052066e-14,0.0,True
D,common,110,baseline,0.0,fe8723ea417378f0,True,2,1,0,1,5,material,1.4210854715202004e-14,0.0,True
D,common,110,xi_common,-1.0,fe8723ea417378f0,True,2,1,0,1,5,material,3.552713678800501e-15,0.0,True
D,common,110,xi_common,1.0,fe8723ea417378f0,True,2,1,0,1,5,material,1.4210854715202004e-14,0.0,True
D,common,110,xi_common,-0.5,fe8723ea417378f0,True,2,1,0,1,5,material,2.1316282072803006e-14,0.0,True
D,common,110,xi_common,0.5,fe8723ea417378f0,True,2,1,0,1,5,material,1.4210854715202004e-14,0.0,True
D,common,110,xi_common,-0.25,fe8723ea417378f0,True,2,1,0,1,5,material,1.3322676295501878e-15,0.0,True
D,common,110,xi_common,0.25,fe8723ea417378f0,True,2,1,0,1,5,material,1.4210854715202004e-14,0.0,True
D,common,110,xi_differential,-1.0,fe8723ea417378f0,True,2,1,0,1,5,material,1.4210854715202004e-14,0.0,True
D,common,110,xi_differential,1.0,fe8723ea417378f0,True,2,1,0,1,5,material,1.4210854715202004e-14,0.0,True
D,common,110,xi_differential,-0.5,fe8723ea417378f0,True,2,1,0,1,5,material,7.105427357601002e-15,0.0,True
D,common,110,xi_differential,0.5,fe8723ea417378f0,True,2,1,0,1,5,material,2.4424906541753444e-15,0.0,True
D,common,110,xi_differential,-0.25,fe8723ea417378f0,True,2,1,0,1,5,material,1.4210854715202004e-14,0.0,True
D,common,110,xi_differential,0.25,fe8723ea417378f0,True,2,1,0,1,5,material,2.1316282072803006e-14,0.0,True
D,common,110,native_common,-1.0,fe8723ea417378f0,True,2,1,0,1,5,material,1.7763568394002505e-15,0.0,True
D,common,110,native_common,1.0,fe8723ea417378f0,True,2,1,0,1,5,material,1.7763568394002505e-15,0.0,True
D,common,110,native_common,-0.5,fe8723ea417378f0,True,2,1,0,1,5,material,1.4210854715202004e-14,0.0,True
D,common,110,native_common,0.5,fe8723ea417378f0,True,2,1,0,1,5,material,2.842170943040401e-14,0.0,True
D,common,110,native_common,-0.25,fe8723ea417378f0,True,2,1,0,1,5,material,1.4210854715202004e-14,0.0,True
D,common,110,native_common,0.25,fe8723ea417378f0,True,2,1,0,1,5,material,7.105427357601002e-15,0.0,True
D,common,110,native_differential,-1.0,fe8723ea417378f0,True,2,1,0,1,5,material,1.4210854715202004e-14,0.0,True
D,common,110,native_differential,1.0,fe8723ea417378f0,True,2,1,0,1,5,material,1.4210854715202004e-14,0.0,True
D,common,110,native_differential,-0.5,fe8723ea417378f0,True,2,1,0,1,5,material,1.4210854715202004e-14,0.0,True
D,common,110,native_differential,0.5,fe8723ea417378f0,True,2,1,0,1,5,material,1.4210854715202004e-14,0.0,True
D,common,110,native_differential,-0.25,fe8723ea417378f0,True,2,1,0,1,5,material,2.842170943040401e-14,0.0,True
D,common,110,native_differential,0.25,fe8723ea417378f0,True,2,1,0,1,5,material,1.4210854715202004e-14,0.0,True
D,own,0,baseline,0.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,own,0,xi_common,-1.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.842170943040401e-14,0.0,True
D,own,0,xi_common,1.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,0,xi_common,-0.5,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,own,0,xi_common,0.5,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.842170943040401e-14,0.0,True
D,own,0,xi_common,-0.25,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.1316282072803006e-14,0.0,True
D,own,0,xi_common,0.25,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.1316282072803006e-14,0.0,True
D,own,0,xi_differential,-1.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,0,xi_differential,1.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.1316282072803006e-14,0.0,True
D,own,0,xi_differential,-0.5,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.842170943040401e-14,0.0,True
D,own,0,xi_differential,0.5,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,3.552713678800501e-14,0.0,True
D,own,0,xi_differential,-0.25,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,3.552713678800501e-14,0.0,True
D,own,0,xi_differential,0.25,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,0,native_common,-1.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,own,0,native_common,1.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.842170943040401e-14,0.0,True
D,own,0,native_common,-0.5,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,0,native_common,0.5,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,3.552713678800501e-14,0.0,True
D,own,0,native_common,-0.25,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,0,native_common,0.25,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.1316282072803006e-14,0.0,True
D,own,0,native_differential,-1.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,0,native_differential,1.0,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,3.552713678800501e-14,0.0,True
D,own,0,native_differential,-0.5,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,4.263256414560601e-14,0.0,True
D,own,0,native_differential,0.5,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,3.552713678800501e-14,0.0,True
D,own,0,native_differential,-0.25,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,own,0,native_differential,0.25,a3d5af0639555770,True,2,2,0,0,0,nonmaterial,2.1316282072803006e-14,0.0,True
D,own,103,baseline,0.0,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,103,xi_common,-1.0,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,103,xi_common,1.0,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,1.7763568394002505e-15,0.0,True
D,own,103,xi_common,-0.5,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,own,103,xi_common,0.5,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,own,103,xi_common,-0.25,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,2.842170943040401e-14,0.0,True
D,own,103,xi_common,0.25,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,own,103,xi_differential,-1.0,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,103,xi_differential,1.0,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,103,xi_differential,-0.5,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,103,xi_differential,0.5,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,own,103,xi_differential,-0.25,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,2.1316282072803006e-14,0.0,True
D,own,103,xi_differential,0.25,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,103,native_common,-1.0,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,own,103,native_common,1.0,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,103,native_common,-0.5,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,5.10702591327572e-15,0.0,True
D,own,103,native_common,0.5,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,7.993605777301127e-15,0.0,True
D,own,103,native_common,-0.25,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,2.1316282072803006e-14,0.0,True
D,own,103,native_common,0.25,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,7.105427357601002e-15,0.0,True
D,own,103,native_differential,-1.0,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,2.55351295663786e-15,0.0,True
D,own,103,native_differential,1.0,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,4.440892098500626e-15,0.0,True
D,own,103,native_differential,-0.5,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,103,native_differential,0.5,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,103,native_differential,-0.25,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,4.884981308350689e-15,0.0,True
D,own,103,native_differential,0.25,dc4943659ec82423,True,2,2,0,0,0,nonmaterial,4.6629367034256575e-15,0.0,True
D,own,110,baseline,0.0,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,110,xi_common,-1.0,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,9.769962616701378e-15,0.0,True
D,own,110,xi_common,1.0,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,7.105427357601002e-15,0.0,True
D,own,110,xi_common,-0.5,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,3.552713678800501e-14,0.0,True
D,own,110,xi_common,0.5,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,2.842170943040401e-14,0.0,True
D,own,110,xi_common,-0.25,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,7.993605777301127e-15,0.0,True
D,own,110,xi_common,0.25,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,2.842170943040401e-14,0.0,True
D,own,110,xi_differential,-1.0,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,1.509903313490213e-14,0.0,True
D,own,110,xi_differential,1.0,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,5.329070518200751e-15,0.0,True
D,own,110,xi_differential,-0.5,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,2.1316282072803006e-14,0.0,True
D,own,110,xi_differential,0.5,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,1.6431300764452317e-14,0.0,True
D,own,110,xi_differential,-0.25,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,110,xi_differential,0.25,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,7.105427357601002e-15,0.0,True
D,own,110,native_common,-1.0,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,110,native_common,1.0,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,2.842170943040401e-14,0.0,True
D,own,110,native_common,-0.5,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,110,native_common,0.5,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,1.4654943925052066e-14,0.0,True
D,own,110,native_common,-0.25,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,110,native_common,0.25,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,2.1316282072803006e-14,0.0,True
D,own,110,native_differential,-1.0,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,110,native_differential,1.0,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,2.1760371282653068e-14,0.0,True
D,own,110,native_differential,-0.5,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,2.1316282072803006e-14,0.0,True
D,own,110,native_differential,0.5,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,2.1316282072803006e-14,0.0,True
D,own,110,native_differential,-0.25,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,2.842170943040401e-14,0.0,True
D,own,110,native_differential,0.25,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,1.4210854715202004e-14,0.0,True
D,own,113,baseline,0.0,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,7.815970093361102e-14,0.0,True
D,own,113,xi_common,-1.0,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,4.973799150320701e-14,0.0,True
D,own,113,xi_common,1.0,f164205ee59da8aa,True,2,2,0,0,2,nonmaterial,7.105427357601002e-14,0.0,True
