scenario,episode,tick,pre_step_plant_time_s,source_ns,command_source_ns,receipt_ns,dt_s,status,latch,accepted,contact_left,contact_right,weighted_status,model_status,solver_status,iterations,primal,dual,stationarity,hard,reconstruction_iterations,closure_residual,core_step_ns,zoh_diff,nmpc_active,nmpc_update,nmpc_age,nmpc_status,nmpc_acados_status,nmpc_preparation_s,nmpc_feedback_s,nmpc_stationarity,nmpc_dynamics,nmpc_inequality,nmpc_complementarity,nmpc_first_step_defect,nmpc_input_bound_violation,nmpc_wbc_total_s,base_p0,base_p1,base_p2,quat0,quat1,quat2,quat3,base_v0,base_v1,base_v2,base_w0,base_w1,base_w2,q0,q1,q2,q3,q4,q5,dq0,dq1,dq2,dq3,dq4,dq5,reference0,reference1,reference2,reference3,reference4,reference5,reference6,reference7,reference8,reference9,reference10,reference11,reference12,reference13,reference14,reference15,reference16,reference17,reference18,reference19,reference20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,task_residual0,task_residual1,task_residual2,task_residual3,task_residual4,task_residual5,task_residual6,task_cost0,task_cost1,task_cost2,task_cost3,task_cost4,task_cost5,task_cost6,max_normalized_slack,raw_tau0,raw_tau1,raw_tau2,raw_tau3,raw_tau4,raw_tau5,command_tau0,command_tau1,command_tau2,command_tau3,command_tau4,command_tau5,held_ctrl0,held_ctrl1,held_ctrl2,held_ctrl3,held_ctrl4,held_ctrl5
hold,0,10,0.10000000000000007,100000000,100000000,100000000,0,4,1,1,2,1,2,1,1,0,0,0,0,0,0,0,149,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,-0.078102981276357203,-0.00019879693050450147,0.26471041135670137,0.99999927597044369,0.00035972606265842564,-0.0011463810151910467,6.6830499486389189e-05,-0.018875021979546387,-0.00037449970487530502,-0.99644567506551673,0.00064019744829283862,-0.059629290794932621,-0.0046448949536218509,-1.1715755269793402,1.9686596911292524,-0.21067086765088275,-1.1868581439203045,1.9710567081228301,-0.21102241625945856,-3.7780789411751381,6.0132420955253547,-3.657871697673837,-3.9024745805747565,6.1395898174915118,-3.7009645967221036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
hold,0,11,0.11000000000000008,110000000,110000000,110000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,101,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,-0.078316760793807325,-0.00019824619628280212,0.25414435066776125,0.9999988312435738,0.00036235678023312825,-0.0014839963555358833,6.2959247099216473e-05,-0.023323191194765412,0.00036072960812955779,-1.096830165088807,1.4517453268468879e-05,-0.073655365737521628,-0.0011341430148903695,-1.211872173154334,2.0323969452756216,-0.24958506631517174,-1.2276405204861878,2.0346122448394461,-0.24930431576496961,-4.1942542016996569,6.6021573934084676,-4.0411979866643613,-4.2495563357403707,6.587781949778952,-3.9762046502932589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
hold,0,12,0.12000000000000009,120000000,120000000,120000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,101,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,-0.078578272721586101,-0.00018552263764060601,0.2425747436429054,0.99999814175834145,0.00034043707998990854,-0.0018968109993228383,5.1869945413702072e-05,-0.028107020634247935,0.0018545460223751587,-1.1970286394027714,-0.0067632140073472964,-0.088726165559601208,-0.0012145305893929922,-1.2557646909710483,2.1008692547903287,-0.29159660489512229,-1.2721986096665003,2.1030483624584475,-0.29069039238592848,-4.5286549453326161,7.0257875956620861,-4.3258537874820897,-4.5761747370622903,6.9802835899956106,-4.2258734124419597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
hold,0,13,0.13000000000000009,130000000,130000000,130000000,0,4,1,1,1,2,2,1,1,0,0,0,0,0,0,0,103,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,-0.078897812229518333,-0.00016303328471238736,0.23000078194737275,0.99999707122820491,0.0003016295189687892,-0.002401003462293108,4.1677565609274939e-05,-0.034570915176822627,0.0029321382176644151,-1.2975946480270097,-0.011243662317357881,-0.1090802588165949,-0.0025153523153981184,-1.3035368043361399,2.1743202543312496,-0.33724538937580911,-1.3206233419469535,2.1762028208866466,-0.3354001907874774,-4.9372234535396231,7.5433735638810653,-4.7143733748613021,-5.0086670903534154,7.5155818502501059,-4.6202229222669819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
hold,0,14,0.1400000000000001,140000000,140000000,140000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,104,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,-0.07928424128174201,-0.00013059931800757526,0.21642377341033972,0.99999544019294928,0.00023631860836416626,-0.0030104546335582173,3.0161628857343164e-05,-0.042125654645730537,0.0032328592333566546,-1.397979608584669,-0.012305951978715675,-0.13285388949288632,-0.0019495138731665986,-1.355182099746203,2.2520087406454232,-0.38506179940611085,-1.3729905153711737,2.2535939899760642,-0.38257118602144646,-5.3754212457254731,8.003458075928318,-4.8773209488172515,-5.4467135994700309,7.9586149359893197,-4.7978348820314647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
hold,0,15,0.15000000000000011,150000000,150000000,150000000,0,4,1,1,1,2,2,1,1,0,0,0,0,0,0,0,100,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,-0.079763274499231956,-9.7044418148917552e-05,0.20184101328613993,0.99999289559118909,0.00017113732042478254,-0.0037655416421743864,1.3240377894387916e-05,-0.051919425818165943,0.0036175705447172623,-1.4984108809313101,-0.014872275116416084,-0.16364913289640623,-0.0046492964081709118,-1.4119531875111568,2.3350676076069448,-0.4350711608383227,-1.4306868588175901,2.3363516553181713,-0.43176629934476252,-5.8759640885639879,8.4946059130728067,-5.0770768826960309,-5.9810535216574658,8.472166684026428,-4.9952449844058604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
hold,0,16,0.16000000000000011,160000000,160000000,160000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,103,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,-0.080339914140374502,-5.467047365379471e-05,0.18625930018426304,0.99998907382250612,6.8282481847790449e-05,-0.0046739408459886668,-4.3012519626505819e-05,-0.062634879503536856,0.0042384552840075895,-1.5981529156484942,-0.020642443338500148,-0.19730237603897502,-0.0086529457899965738,-1.472865811537551,2.4212126046698912,-0.48592912996976995,-1.4932399604128701,2.4231242453263362,-0.4822815968960511,-6.3277867659246727,8.8404126754217334,-5.223471600226544,-6.4684424422734832,8.8387987009686988,-5.1204027131198471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
hold,0,17,0.17000000000000012,170000000,170000000,170000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,99,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,-0.081056619522335907,-1.8784873888137996e-05,0.16967988658616773,0.99998316453437486,-1.6733760180451302e-05,-0.0058021864540866303,-7.0711744293018407e-05,-0.077616790958798088,0.0027715497436043247,-1.6976123632293285,-0.011825336072741834,-0.24432011534641407,0.0014779086898236791,-1.5400121851204083,2.5129140891642701,-0.53982673232076517,-1.5617291098312616,2.514412867182402,-0.5350435385303306,-6.9709562167009338,9.3731941562565435,-5.4754135302629754,-7.0649031936427251,9.2376781667291965,-5.2868332290514219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
hold,0,18,0.18000000000000013,180000000,180000000,180000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,100,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,-0.08195592060684409,1.3420099496909992e-05,0.15211216525455129,0.9999739489248507,-0.0001057611153553086,-0.0072165847077153818,-0.00010578933074490352,-0.099175903389938674,0.0033163738947757874,-1.7959952697390236,-0.019872677781225204,-0.31186045347980018,-0.011666828946921427,-1.6141116173474148,2.6097410171921038,-0.59641700913230611,-1.6373364881992079,2.6104726953421507,-0.58986047936128805,-7.7334785761451643,9.9007462542754769,-5.7603380951670022,-7.9182537591825932,9.8530166845447411,-5.5899392961186116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
hold,0,19,0.19000000000000014,190000000,190000000,190000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,101,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,-0.083113881535874262,4.5717931243849255e-05,0.13357334690973141,0.99995913726091445,-0.00021357972161963358,-0.0090355508540354013,-0.00019238730161591361,-0.12797779647986818,0.0031525184658261667,-1.8920528135207273,-0.022533877437336317,-0.40190190871341303,-0.02138519480245752,-1.6966869285207402,2.7119108894866257,-0.65591347872306816,-1.7222146119949098,2.7124452069973595,-0.64773730904859228,-8.621297239296748,10.426487444465989,-6.1017904247776578,-8.8819217017358216,10.42245552929972,-5.9425784152392698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
hold,0,20,0.20000000000000015,200000000,200000000,200000000,0,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,105,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,-0.08462076005217839,7.6638782583925946e-05,0.11409785457775742,0.99993492048362165,-0.00034057331801893079,-0.011398743126155868,-0.00032781453879538537,-0.16780513601262922,0.0032731251099286005,-1.9837175110874514,-0.030002170803245548,-0.52603003502316636,-0.028150164807243857,-1.7888755878065639,2.8194215854412166,-0.7204373637799526,-1.8174303294047593,2.8200397614467945,-0.71075094062876398,-9.6501764070069562,10.989025729378444,-6.7285290186147035,-9.9621387712184291,10.98283126605755,-6.6024371995086373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
