direction,actual_Fr_left,actual_Fn_left,actual_Fr_right,actual_Fn_right,actual_hip_common,actual_ddxi_common,hip_ddxi_contribution
Fn_L,-5.795091195525617,1.5410009882264875,-7.516716205792463,0.8926148523028985,-1639.7537029583398,455.1832246751395,455.9880850513526
Fn_R,-7.386598870438349,0.7626072735397946,-5.925630781172005,1.6028035812434387,-1627.7140596370366,451.68758629278625,452.64519685600874
