scenario,episode,tick,time_s,status,safety_latched,command_accepted,contact_left,contact_right,x,dx,pitch,dtheta,height,zoh_ctrl_max_difference,q0,q1,q2,q3,q4,q5,dq0,dq1,dq2,dq3,dq4,dq5,tau0,tau1,tau2,tau3,tau4,tau5,ctrl0,ctrl1,ctrl2,ctrl3,ctrl4,ctrl5
hold,0,0,0.01,0,0,1,2,2,0,0,0.0050000000000000001,0,0.31568995872969852,0,-0.96446364670955909,1.6404600368321116,0,-0.9835428589682198,1.6391027017950901,0,-0,-0,-0,-0,-0,-0,-0.1558228810012853,-1.9558769180289441,-0.19749586177501888,0.15272937105260695,-4.4283698307504933,-0.19749586177501888,0.1558228810012853,1.9558769180289441,0.19749586177501888,-0.15272937105260695,4.4283698307504933,0.19749586177501888
hold,0,1,0.020000000000000004,0,0,1,2,2,-1.8328316276752799e-05,-0.0030695265998976432,0.0049331939747098734,-0.011178721795795198,0.31567647891854117,0,-0.96338449639406798,1.6403260869139435,-0.0067966167253298154,-0.98237842518997665,1.6389105493229872,-0.0070676455569728689,0.17716578770517311,-0.016516048444738824,-1.1358990291146063,0.17396640451781165,-0.015463186118118814,-1.1094599774485672,-0.34162187123038723,-1.9382892702388608,-0.17068906442648069,-0.030552503691149951,-4.4113694248555513,-0.17068906442648069,0.34162187123038723,1.9382892702388608,0.17068906442648069,0.030552503691149951,4.4113694248555513,0.17068906442648069
hold,0,2,0.030000000000000013,0,0,1,2,2,-3.6663032652733962e-05,-0.0010232819235735536,0.0026683705218971056,-0.37002980635836102,0.31561686335500766,0,-0.96308657258936836,1.6403815639670718,-0.023388954147004426,-0.98237416794057508,1.6390863401441222,-0.022110924889205935,-0.077029819064324059,0.026401841704671747,-1.9739268545447122,-0.11469798495709001,0.039746673083507884,-1.7719010572014862,-0.089809654898487037,-1.9816509768132975,0.13338785145610113,0.25807782778853922,-4.4679856106262585,0.13338785145610113,0.089809654898487037,1.9816509768132975,-0.13338785145610113,-0.25807782778853922,4.4679856106262585,-0.13338785145610113
hold,0,3,0.040000000000000022,0,0,1,2,2,-4.5489478004173689e-05,-0.00077797737057828421,-1.6431913179676589e-05,-0.20065770030564389,0.3155581838296927,0,-0.96344013459137245,1.6405230617678404,-0.038599585356620079,-0.98301567171775139,1.6392304133932019,-0.035338750367864033,-0.0098252259454764037,0.0030459894460724305,-1.1939369148118217,-0.041523322548328349,-0.0078968133751481876,-0.92372436042507222,-0.15418575200130194,-1.9594271069608464,0.13145298426001661,0.19003519559718804,-4.4214947101602391,0.13145298426001661,0.15418575200130194,1.9594271069608464,-0.13145298426001661,-0.19003519559718804,4.4214947101602391,-0.13145298426001661
hold,0,4,0.050000000000000031,0,0,1,2,2,-4.2077292728481819e-05,0.0010898708054422066,-0.0017562277495426007,-0.15612403042414957,0.3155283869542348,0,-0.96409425274620875,1.6404340488530162,-0.0447042174696776,-0.98400646304366879,1.638997206918873,-0.03851350213179585,-0.10173224468721112,-0.017022428644829016,-0.22935638923721391,-0.14010809820797071,-0.037537393173763672,0.12287752820682682,-0.057045788020876897,-1.9386465855513522,0.16173250883400811,0.29654630186416953,-4.3899884785669929,0.16173250883400811,0.057045788020876897,1.9386465855513522,-0.16173250883400811,-0.29654630186416953,4.3899884785669929,-0.16173250883400811
hold,0,5,0.060000000000000039,0,0,1,2,2,-3.2762887425874521e-05,0.00083433331604647592,-0.0018833704811287123,0.082925102063946154,0.3155274300670492,0,-0.96451600648305813,1.6400541665687172,-0.040769219827622168,-0.9848846152866082,1.6384006270793514,-0.030545501308438892,-0.0025524817842254577,-0.052355310645785171,0.8092898664549244,-0.051136734876713913,-0.071908947603543147,1.2197901568551957,-0.15285152102906749,-1.9002746452760033,0.017633483106534814,0.21460015647642805,-4.350844285421041,0.017633483106534814,0.15285152102906749,1.9002746452760033,-0.017633483106534814,-0.21460015647642805,4.350844285421041,-0.017633483106534814
hold,0,6,0.070000000000000048,0,0,1,2,2,-2.7987240865612328e-05,0.00024535876428950689,-0.00067916409456740404,0.14538244534020037,0.31553303087661033,0,-0.96447595228432426,1.6396520580815483,-0.031369318205228584,-0.98505956806327422,1.6380378934964077,-0.019985995890310016,0.015984958474158231,-0.024740675531824907,0.94282395284634501,0.0069750157864003626,-0.018151940805058872,0.96437555178971124,-0.17170939487732217,-1.9246724124926131,-0.065995014159764942,0.1578880280266419,-4.401699423555975,-0.065995014159764942,0.17170939487732217,1.9246724124926131,0.065995014159764942,-0.1578880280266419,4.401699423555975,0.065995014159764942
hold,0,7,0.080000000000000057,0,0,1,2,2,-3.1495294790365169e-05,-0.00072540806215028609,0.00069282365758607291,0.13175134070722003,0.31552284906131145,0,-0.96412336381879093,1.6396383326790311,-0.024822434025510823,-0.98473373143408194,1.6380664548930595,-0.013504307119379137,0.048915515916296788,0.01111438169961855,0.47451858902225286,0.049538100317373532,0.014329114548973268,0.45217083355844079,-0.20746066004372729,-1.960417666503919,-0.10619407133693246,0.11271825046213051,-4.4344089700832212,-0.10619407133693246,0.20746066004372729,1.960417666503919,0.10619407133693246,-0.11271825046213051,4.4344089700832212,0.10619407133693246
hold,0,8,0.090000000000000066,0,0,1,2,2,-4.205501772266973e-05,-0.001265009753326039,0.001455990337449337,0.039357697532000809,0.31549372720070812,0,-0.96371725854092793,1.6398833022536596,-0.023667775951043642,-0.98423811146921003,1.6383315830631684,-0.013067837882261719,0.036749866733815327,0.031539200443105944,-0.12560612694949325,0.041813034228808742,0.037023263094892671,-0.18452806330698368,-0.19854385308414985,-1.9828022418444342,-0.075130860651787604,0.11647835683172003,-4.4592241439900127,-0.075130860651787604,0.19854385308414985,1.9828022418444342,0.075130860651787604,-0.11647835683172003,4.4592241439900127,0.075130860651787604
hold,0,9,0.10000000000000007,0,0,1,2,2,-5.544638109807043e-05,-0.0013931714553715522,0.0013773919471838484,-0.03935370752899521,0.31545226729594944,0,-0.96350840914285008,1.6402626485363001,-0.027129511661922685,-0.98396343199360392,1.6387645201654362,-0.0172187021424695,0.010235227900361368,0.041440309342468055,-0.48956201432315322,0.01788727779176371,0.046872623348519403,-0.56611882321190921,-0.17370000943531877,-1.9957381210049201,-0.021714014927826042,0.13820667746391618,-4.4725370010617809,-0.021714014927826042,0.17370000943531877,1.9957381210049201,0.021714014927826042,-0.13820667746391618,4.4725370010617809,0.021714014927826042
hold,0,10,0.11000000000000008,0,0,1,2,2,-6.8403236932093603e-05,-0.0012426992942772231,0.00079314022818802372,-0.071155881076384292,0.3154122396101609,0,-0.96347268430441257,1.6406416877520549,-0.032610269942571254,-0.9838254186051083,1.6391934096153888,-0.023618090893138037,-0.00072694819685771876,0.035351599776472203,-0.58794244129873552,0.011488716189527412,0.040146442034050954,-0.6921549026173317,-0.16302363204559966,-1.9926817251649624,0.02058843114046054,0.14350113195818756,-4.4692419353469344,0.02058843114046054,0.16302363204559966,1.9926817251649624,-0.02058843114046054,-0.14350113195818756,4.4692419353469344,-0.02058843114046054
hold,0,11,0.12000000000000009,0,0,1,2,2,-7.7202886011373817e-05,-0.00064766726933187342,-5.0665565759367283e-06,-0.085597149795486466,0.31538276908172558,0,-0.96361693237150436,1.6409258440168648,-0.037851252998326985,-0.98379679062659409,1.6395170081905568,-0.030201662185089961,-0.026577636569432211,0.024173551241693101,-0.4633472452796929,-0.0022301376156007254,0.027305300051200639,-0.6414477606227289,-0.13601895913629086,-1.9837769267486629,0.057925507445288675,0.15699096193520196,-4.4589895819654277,0.057925507445288675,0.13601895913629086,1.9837769267486629,-0.057925507445288675,-0.15699096193520196,4.4589895819654277,-0.057925507445288675
hold,0,12,0.13000000000000009,0,0,1,2,2,-7.8817079098111864e-05,0.00017406639230534452,-0.0007027311768580788,-0.05914882419252223,0.31536970314071194,0,-0.96411534219130979,1.6409587954622435,-0.038973230680627996,-0.98404571390859075,1.6395440790546081,-0.032962238255000269,-0.066157943623986804,-0.0091209854139638891,0.11768877716253884,-0.049638330914815301,-0.016288780249411099,0.043461704974132931,-0.092451373523292885,-1.9507460016560358,0.064263225428034934,0.20639054149038982,-4.415612068577226,0.064263225428034934,0.092451373523292885,1.9507460016560358,-0.064263225428034934,-0.20639054149038982,4.415612068577226,-0.064263225428034934
hold,0,13,0.1400000000000001,0,0,1,2,2,-7.9221071862145553e-05,-0.00019982127418641813,-0.0006071306532218026,0.055312726352767641,0.31537413481921633,0,-0.96446226532974522,1.6407794292890605,-0.035059794225368091,-0.98429218649443762,1.6392984331856288,-0.029395269091676307,-0.014519267224411476,-0.025967827070357934,0.58963876318565911,0.0036363708296511636,-0.022255569040857591,0.44807007365270313,-0.14131466481538479,-1.9324642306141775,-0.0095015415772116314,0.1550876204326983,-4.4076801128339458,-0.0095015415772116314,0.14131466481538479,1.9324642306141775,0.0095015415772116314,-0.1550876204326983,4.4076801128339458,0.0095015415772116314
hold,0,14,0.15000000000000011,0,0,1,2,2,-8.4109725095413146e-05,-0.00066976421867340902,3.7374287844777729e-05,0.070552127117157429,0.31538086002475407,0,-0.96445356443618158,1.6406768469408686,-0.03037827665924267,-0.98405005582269789,1.6392265899058827,-0.026428080118174838,0.01221743140290933,-0.0024127017200278396,0.39464477625481337,0.038674102274786099,0.00041410658934967802,0.20445814864625494,-0.1681209705912147,-1.9551986971789719,-0.041925680751209948,0.11811284361364555,-4.4297750422261837,-0.041925680751209948,0.1681209705912147,1.9551986971789719,0.041925680751209948,-0.11811284361364555,4.4297750422261837,0.041925680751209948
hold,0,15,0.16000000000000011,0,0,1,2,2,-9.1753847293249424e-05,-0.00082256715306679596,0.00046200710000754338,0.023732720168578809,0.3153789693635935,0,-0.96439770523342694,1.6407394896818446,-0.028208099843304659,-0.98369813139318107,1.6393196502025305,-0.026370420655677566,0.0012131597183585962,0.010994675850613672,0.10433461274551013,0.032853862182240068,0.014181011408360521,-0.12069070595596626,-0.15756357252870107,-1.9691072166774215,-0.028346388925688634,0.12111768827005706,-4.4442864294183764,-0.028346388925688634,0.15756357252870107,1.9691072166774215,0.028346388925688634,-0.12111768827005706,4.4442864294183764,0.028346388925688634
hold,0,16,0.17000000000000012,0,0,1,2,2,-0.00010043421795967455,-0.00090055706678631342,0.00049973058811924557,-0.0095445630865473897,0.31537174858003469,0,-0.96440848271948088,1.6408679268235749,-0.028359681541392193,-0.98336401953833508,1.6394802895559015,-0.028959755427088441,-0.0027475030281122791,0.013739916837261775,-0.092167846727754438,0.033779699932496438,0.016969521697740502,-0.34933383964938824,-0.15351668989379871,-1.9728799547979119,-0.0084243127682311382,0.11751895568103271,-4.4483600545347253,-0.0084243127682311382,0.15351668989379871,1.9728799547979119,0.0084243127682311382,-0.11751895568103271,4.4483600545347253,0.0084243127682311382
hold,0,17,0.18000000000000013,0,0,1,2,2,-0.00010793397577828212,-0.00063755570712679586,0.0002136225930877444,-0.041273717176552788,0.31536431510351814,0,-0.964535091697863,1.6409942521688223,-0.029803923321393797,-0.98311683707515218,1.6396230153988989,-0.032949909595072664,-0.019298144741559532,0.011764001752470683,-0.17868004553803671,0.010503356728415774,0.0077333836273379515,-0.35344148248661555,-0.13595317635329446,-1.9719146424751006,0.021413692963549807,0.13881783917965024,-4.4402657232083014,0.021413692963549807,0.13595317635329446,1.9719146424751006,-0.021413692963549807,-0.13881783917965024,4.4402657232083014,-0.021413692963549807
hold,0,18,0.19000000000000014,0,0,1,2,2,-0.00011220487737455265,-0.00030307507958038339,-0.00015734550971199224,-0.034348507186248198,0.31536209902135864,0,-0.9647058961718975,1.641066896152382,-0.031285920320876522,-0.98335128827164553,1.6395102063840647,-0.033042689531817361,-0.015541361821362384,0.0044013926160012366,-0.12937087653062534,-0.044261424105654715,-0.015668937677434439,0.16493241769027678,-0.13834352348121559,-1.9651331852071083,0.029858091850001205,0.1954582295856675,-4.4159609297848563,0.029858091850001205,0.13834352348121559,1.9651331852071083,-0.029858091850001205,-0.1954582295856675,4.4159609297848563,-0.029858091850001205
hold,0,19,0.20000000000000015,0,0,1,2,2,-0.00011674983067817835,-0.00058463394830058127,-0.00014899848736285533,0.024199688960025993,0.31536825199794433,0,-0.96455977388972003,1.641062617177238,-0.032074105139341627,-0.98374763343897109,1.6392942962574644,-0.029156075882959553,0.034774202550985234,-0.0034504985875010051,-0.046694236143917343,-0.023349650099470782,-0.015242259459143648,0.39783988421284727,-0.18982806611098299,-1.9572470622024543,-0.0057563204671934459,0.17771721691808806,-4.4146603269903437,-0.0057563204671934459,0.18982806611098299,1.9572470622024543,0.0057563204671934459,-0.17771721691808806,4.4146603269903437,0.0057563204671934459
hold,0,20,0.21000000000000016,0,0,1,2,2,-0.0001228974865342819,-0.00062953831750233022,3.883086249103306e-05,0.015180290542079528,0.31537547679526978,0,-0.96421697588449251,1.6410429538001265,-0.032935019282452314,-0.98390812224559787,1.6392590543535648,-0.02660409899541602,0.033911973712489538,-0.0010308961655173718,-0.11140374533844262,-0.010569495411224728,0.0021430733589795792,0.16756121410695785,-0.19170822131430743,-1.9595093576075462,-0.0072285662967592947,0.16622097268285624,-4.4317637245772703,-0.0072285662967592947,0.19170822131430743,1.9595093576075462,0.0072285662967592947,-0.16622097268285624,4.4317637245772703,0.0072285662967592947
hold,0,21,0.22000000000000017,0,0,1,2,2,-0.00012842115801592335,-0.00049978494984142857,6.0475666610428064e-05,-0.0065110017875240032,0.31537981519842623,0,-0.96395190203274805,1.6410398361891281,-0.034441805285069661,-0.98399708077361459,1.6393184940028442,-0.026073149599542628,0.02152748482024279,0.00015811355350242679,-0.1763645001239588,-0.0077020930715636163,0.0076337853718716061,-0.019342131681068103,-0.18144432323601634,-1.9606734264385783,0.0048686455727537103,0.16406523856732882,-4.4377299537843982,0.0048686455727537103,0.18144432323601634,1.9606734264385783,-0.0048686455727537103,-0.16406523856732882,4.4377299537843982,-0.0048686455727537103
hold,0,22,0.23000000000000018,0,0,1,2,2,-0.00013199772472098636,-0.00026480696427350135,-8.4697751037129533e-05,-0.019855569522298028,0.31538390600850524,0,-0.96380181640947693,1.641032798818947,-0.036266830747385473,-0.98405285388983188,1.6393880551671649,-0.026908678879487457,0.010697837044687264,-0.0012464419862380539,-0.1870841064260636,-0.0041560350197884207,0.0062658847195789747,-0.12528092413252656,-0.17181536044662982,-1.9592125719373894,0.017708515690992403,0.160965365445292,-4.4369185424466711,0.017708515690992403,0.17181536044662982,1.9592125719373894,-0.017708515690992403,-0.160965365445292,4.4369185424466711,-0.017708515690992403
hold,0,23,0.24000000000000019,0,0,1,2,2,-0.00013216630670996599,0.00015612613887302303,-0.00032103148778856344,-0.026118450477687977,0.31539032244639981,0,-0.96391160602856973,1.6409203588527053,-0.036476194686436425,-0.98408554191897291,1.639424871329773,-0.028381943393633313,-0.031052850474593288,-0.019443754164689093,0.13438468304173234,-0.0025956966855256646,0.0019220402246496492,-0.16252643249154974,-0.12918635597460681,-1.9401157400290043,0.028645747238621504,0.15966653134415745,-4.4328692272526062,0.028645747238621504,0.12918635597460681,1.9401157400290043,-0.028645747238621504,-0.15966653134415745,4.4328692272526062,-0.028645747238621504
hold,0,24,0.25000000000000017,0,0,1,2,2,-0.00013056596088717454,0.0001503831243851939,-0.00038280139121261156,0.0070824175456781924,0.31540080799022302,0,-0.96413290977916799,1.6407259296743089,-0.034483114420817043,-0.98390621760990638,1.6394107524828825,-0.029934490200257076,-0.01326163428279567,-0.014697444348271829,0.20068995142146998,0.031708845187284368,-0.0035013597116843346,-0.15180788741237891,-0.1452071421616184,-1.9433066164182502,0.010208212125180055,0.12392739499881517,-4.4273328765411479,0.010208212125180055,0.1452071421616184,1.9433066164182502,-0.010208212125180055,-0.12392739499881517,4.4273328765411479,-0.010208212125180055
hold,0,25,0.26000000000000018,0,0,1,2,2,-0.00012714210840256146,0.0004696915305890581,-0.0004128692612352156,-0.0097345685221334188,0.31541118096559345,0,-0.96437176438555561,1.6406465836271527,-0.032790971683778862,-0.98364065318588301,1.639383645678782,-0.031837028436942236,-0.030413686098813349,-0.0045946937693577914,0.15056847701224663,0.023180087150900364,-0.0021666661930915066,-0.21613034838777836,-0.12614425349449979,-1.9527745986199148,0.020198183322115808,0.13033163764301223,-4.428450715626937,0.020198183322115808,0.12614425349449979,1.9527745986199148,-0.020198183322115808,-0.13033163764301223,4.428450715626937,-0.020198183322115808
hold,0,26,0.27000000000000018,0,0,1,2,2,-0.00012076659106080578,0.00072876990314537076,-0.00046105155992889625,-0.0016035779646350961,0.31542204178661692,0,-0.96463389731585614,1.640601768723315,-0.031290666839539891,-0.98368333642748707,1.6391934377632953,-0.031039278992087908,-0.02326761798039342,-0.004745891860146143,0.15031313622864012,-0.015388696148090499,-0.021312088421515885,0.18257168030278534,-0.13119325817051547,-1.9522648812984249,0.015521760530321602,0.16924188687483555,-4.4077836300746185,0.015521760530321602,0.13119325817051547,1.9522648812984249,-0.015521760530321602,-0.16924188687483555,4.4077836300746185,-0.015521760530321602
