record_kind,control_tick,physics_substep,time_s,contact_count_left,contact_count_right,normal_load_left_n,normal_load_right_n,penetration_left_m,penetration_right_m,rolling_slip_left_m_s,rolling_slip_right_m_s,lateral_slip_left_m_s,lateral_slip_right_m_s,full_dynamics_residual_max_abs,contact_applyft_jacobian_max_abs,captured_qacc_max_abs_error,ddxi_half_step_max_abs_error_m_s2,qpos0,qpos1,qpos2,qpos3,qpos4,qpos5,qpos6,qpos7,qpos8,qpos9,qpos10,qpos11,qpos12,qpos13,qpos14,qpos15,qpos16,qvel0,qvel1,qvel2,qvel3,qvel4,qvel5,qvel6,qvel7,qvel8,qvel9,qvel10,qvel11,qvel12,qvel13,qvel14,qvel15,ctrl0,ctrl1,ctrl2,ctrl3,ctrl4,ctrl5,qacc0,qacc1,qacc2,qacc3,qacc4,qacc5,qacc6,qacc7,qacc8,qacc9,qacc10,qacc11,qacc12,qacc13,qacc14,qacc15,mass0,mass1,mass2,mass3,mass4,mass5,mass6,mass7,mass8,mass9,mass10,mass11,mass12,mass13,mass14,mass15,mass16,mass17,mass18,mass19,mass20,mass21,mass22,mass23,mass24,mass25,mass26,mass27,mass28,mass29,mass30,mass31,mass32,mass33,mass34,mass35,mass36,mass37,mass38,mass39,mass40,mass41,mass42,mass43,mass44,mass45,mass46,mass47,mass48,mass49,mass50,mass51,mass52,mass53,mass54,mass55,mass56,mass57,mass58,mass59,mass60,mass61,mass62,mass63,mass64,mass65,mass66,mass67,mass68,mass69,mass70,mass71,mass72,mass73,mass74,mass75,mass76,mass77,mass78,mass79,mass80,mass81,mass82,mass83,mass84,mass85,mass86,mass87,mass88,mass89,mass90,mass91,mass92,mass93,mass94,mass95,mass96,mass97,mass98,mass99,mass100,mass101,mass102,mass103,mass104,mass105,mass106,mass107,mass108,mass109,mass110,mass111,mass112,mass113,mass114,mass115,mass116,mass117,mass118,mass119,mass120,mass121,mass122,mass123,mass124,mass125,mass126,mass127,mass128,mass129,mass130,mass131,mass132,mass133,mass134,mass135,mass136,mass137,mass138,mass139,mass140,mass141,mass142,mass143,mass144,mass145,mass146,mass147,mass148,mass149,mass150,mass151,mass152,mass153,mass154,mass155,mass156,mass157,mass158,mass159,mass160,mass161,mass162,mass163,mass164,mass165,mass166,mass167,mass168,mass169,mass170,mass171,mass172,mass173,mass174,mass175,mass176,mass177,mass178,mass179,mass180,mass181,mass182,mass183,mass184,mass185,mass186,mass187,mass188,mass189,mass190,mass191,mass192,mass193,mass194,mass195,mass196,mass197,mass198,mass199,mass200,mass201,mass202,mass203,mass204,mass205,mass206,mass207,mass208,mass209,mass210,mass211,mass212,mass213,mass214,mass215,mass216,mass217,mass218,mass219,mass220,mass221,mass222,mass223,mass224,mass225,mass226,mass227,mass228,mass229,mass230,mass231,mass232,mass233,mass234,mass235,mass236,mass237,mass238,mass239,mass240,mass241,mass242,mass243,mass244,mass245,mass246,mass247,mass248,mass249,mass250,mass251,mass252,mass253,mass254,mass255,qfrc_bias0,qfrc_bias1,qfrc_bias2,qfrc_bias3,qfrc_bias4,qfrc_bias5,qfrc_bias6,qfrc_bias7,qfrc_bias8,qfrc_bias9,qfrc_bias10,qfrc_bias11,qfrc_bias12,qfrc_bias13,qfrc_bias14,qfrc_bias15,qfrc_passive0,qfrc_passive1,qfrc_passive2,qfrc_passive3,qfrc_passive4,qfrc_passive5,qfrc_passive6,qfrc_passive7,qfrc_passive8,qfrc_passive9,qfrc_passive10,qfrc_passive11,qfrc_passive12,qfrc_passive13,qfrc_passive14,qfrc_passive15,qfrc_actuator0,qfrc_actuator1,qfrc_actuator2,qfrc_actuator3,qfrc_actuator4,qfrc_actuator5,qfrc_actuator6,qfrc_actuator7,qfrc_actuator8,qfrc_actuator9,qfrc_actuator10,qfrc_actuator11,qfrc_actuator12,qfrc_actuator13,qfrc_actuator14,qfrc_actuator15,qfrc_applied0,qfrc_applied1,qfrc_applied2,qfrc_applied3,qfrc_applied4,qfrc_applied5,qfrc_applied6,qfrc_applied7,qfrc_applied8,qfrc_applied9,qfrc_applied10,qfrc_applied11,qfrc_applied12,qfrc_applied13,qfrc_applied14,qfrc_applied15,qfrc_constraint0,qfrc_constraint1,qfrc_constraint2,qfrc_constraint3,qfrc_constraint4,qfrc_constraint5,qfrc_constraint6,qfrc_constraint7,qfrc_constraint8,qfrc_constraint9,qfrc_constraint10,qfrc_constraint11,qfrc_constraint12,qfrc_constraint13,qfrc_constraint14,qfrc_constraint15,qfrc_contact_left0,qfrc_contact_left1,qfrc_contact_left2,qfrc_contact_left3,qfrc_contact_left4,qfrc_contact_left5,qfrc_contact_left6,qfrc_contact_left7,qfrc_contact_left8,qfrc_contact_left9,qfrc_contact_left10,qfrc_contact_left11,qfrc_contact_left12,qfrc_contact_left13,qfrc_contact_left14,qfrc_contact_left15,qfrc_contact_right0,qfrc_contact_right1,qfrc_contact_right2,qfrc_contact_right3,qfrc_contact_right4,qfrc_contact_right5,qfrc_contact_right6,qfrc_contact_right7,qfrc_contact_right8,qfrc_contact_right9,qfrc_contact_right10,qfrc_contact_right11,qfrc_contact_right12,qfrc_contact_right13,qfrc_contact_right14,qfrc_contact_right15,qfrc_other_constraint0,qfrc_other_constraint1,qfrc_other_constraint2,qfrc_other_constraint3,qfrc_other_constraint4,qfrc_other_constraint5,qfrc_other_constraint6,qfrc_other_constraint7,qfrc_other_constraint8,qfrc_other_constraint9,qfrc_other_constraint10,qfrc_other_constraint11,qfrc_other_constraint12,qfrc_other_constraint13,qfrc_other_constraint14,qfrc_other_constraint15,wheel_q_left_rad,wheel_dq_left_rad_s,wheel_ddq_left_rad_s2,xi_left_m,dxi_left_m_s,ddxi_left_m_s2,actual_contact_wrench_left_0,actual_contact_wrench_left_1,actual_contact_wrench_left_2,actual_contact_wrench_left_3,actual_contact_wrench_left_4,actual_contact_wrench_left_5,wheel_q_right_rad,wheel_dq_right_rad_s,wheel_ddq_right_rad_s2,xi_right_m,dxi_right_m_s,ddxi_right_m_s2,actual_contact_wrench_right_0,actual_contact_wrench_right_1,actual_contact_wrench_right_2,actual_contact_wrench_right_3,actual_contact_wrench_right_4,actual_contact_wrench_right_5,base_position_0,base_velocity_0,base_omega_0,base_position_1,base_velocity_1,base_omega_1,base_position_2,base_velocity_2,base_omega_2,leg_q0,leg_q1,leg_q2,leg_q3
pre_command,0,-1,0.0,2,2,9.92264238412998,9.612382597653284,0.00043053099359281755,0.00030408489622926055,0.0,0.0,0.0,0.0,5.3290705182007514e-14,0.0,0.0,0.0,0.0,0.0,0.34771766403249466,1.0,0.0,0.0,0.0,-0.34332947374181766,0.5693992271789607,0.0,-0.572545089643551,-0.5729875480645877,-0.35472149355205396,0.5694045089964002,0.0,0.5725979309569537,-0.5730345859812999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11619302787075274,0.0020239836566174193,-9.908913613818184,0.005035509886926547,-0.33400692037844953,0.03983139659482386,42.13937157795254,-71.13820164721972,48.267759564736295,77.20850921091855,77.37689802416226,43.08115019042859,-73.59134152369161,50.56145785538053,-79.69823046334015,79.83241861486647,6.4344,0.0,0.0,0.0,-0.677950233011078,-0.0005996586735870224,-0.25848792841413715,-0.14885887765260977,-1.3877787807814457e-17,0.011319372616405877,-0.006267958788707987,-0.2589996679989929,-0.14765631578201868,-1.3877787807814457e-17,-0.011362542176537552,-0.006355204295864218,0.0,6.4344,0.0,0.677950233011078,0.0,-0.5698657651359698,-8.255295194948567e-18,3.3715507831726356e-17,0.0,2.241558492961693e-19,-8.546751346278031e-19,-7.62424862679282e-18,2.5795221064124778e-17,0.0,-1.9314017133965288e-19,-1.3406081470937954e-18,0.0,0.0,6.4344,0.0005996586735870224,0.5698657651359698,0.0,0.037178544363803814,-0.11462642909441745,0.0,-0.003839351353464614,0.007698229235665205,0.03433656327460416,-0.11617134797233189,0.0,0.0037104615478099224,0.0076263634256675235,0.0,0.677950233011078,0.0005996586735870224,0.2739057821342148,-0.00046043695081138394,-0.06557006533084847,-0.006665434160762244,0.021213423934004046,1.3552527156068805e-20,0.0006875928466331876,-0.0013795226793379984,0.006156942359167798,-0.02157443372345097,-4.0657581468206416e-20,0.0006678848355180506,0.0013727454166199394,-0.677950233011078,0.0,0.5698657651359698,-0.00046043695081138394,0.22662892058164708,0.00025647530565611526,0.07895111696527658,0.03354309611074683,0.0004237375893857548,-0.00233401489624532,0.0021957250728999087,0.07880669979364124,0.033432091044555655,0.00042373759240508173,0.0023249360047618256,0.0021919237214063827,-0.0005996586735870224,-0.5698657651359698,0.0,-0.06557006533084847,0.00025647530565611526,0.178159242940659,-0.047645960188614195,-0.02755343154024516,1.109525095319284e-21,0.0020289799763476292,-0.0011232182151862651,0.047886624485319974,0.027412682288514987,9.95780381822541e-22,0.002045255296491021,0.0011439367732553806,-0.25848792841413715,-8.255295194948567e-18,0.037178544363803814,-0.006665434160762244,0.07895111696527658,-0.047645960188614195,0.07090002120879901,0.03944946681251198,0.00042373758938575454,-0.001810077714023694,0.0014737531313616956,0.0,0.0,0.0,0.0,0.0,-0.14885887765260977,3.3715507831726356e-17,-0.11462642909441745,0.021213423934004046,0.03354309611074683,-0.02755343154024516,0.03944946681251198,0.041774205679222756,0.00042373758938575313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,1.3552527156068805e-20,0.0004237375893857548,1.109525095319284e-21,0.00042373758938575454,0.00042373758938575313,0.0004237375893857507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011319372616405877,2.241558492961693e-19,-0.003839351353464614,0.0006875928466331876,-0.00233401489624532,0.0020289799763476292,-0.001810077714023694,0.0,0.0,0.0018100777140236941,-0.0014737531313616956,0.0,0.0,0.0,0.0,0.0,-0.006267958788707987,-8.546751346278031e-19,0.007698229235665205,-0.0013795226793379984,0.0021957250728999087,-0.0011232182151862651,0.0014737531313616956,0.0,0.0,-0.0014737531313616956,0.0014583686208131641,0.0,0.0,0.0,0.0,0.0,-0.2589996679989929,-7.62424862679282e-18,0.03433656327460416,0.006156942359167798,0.07880669979364124,0.047886624485319974,0.0,0.0,0.0,0.0,0.0,0.07096562277987957,0.039482244196771,0.00042373759240508146,0.0018101243912758058,0.0014737764699998652,-0.14765631578201868,2.5795221064124778e-17,-0.11617134797233189,-0.02157443372345097,0.033432091044555655,0.027412682288514987,0.0,0.0,0.0,0.0,0.0,0.039482244196771,0.04177420554699508,0.00042373759240508,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,-4.0657581468206416e-20,0.00042373759240508173,9.95780381822541e-22,0.0,0.0,0.0,0.0,0.0,0.00042373759240508146,0.00042373759240508,0.0004237375924050775,0.0,0.0,-0.011362542176537552,-1.9314017133965288e-19,0.0037104615478099224,0.0006678848355180506,0.0023249360047618256,0.002045255296491021,0.0,0.0,0.0,0.0,0.0,0.0018101243912758058,0.0,0.0,0.0018101243912758054,0.0014737764699998652,-0.006355204295864218,-1.3406081470937954e-18,0.0076263634256675235,0.0013727454166199394,0.0021919237214063827,0.0011439367732553806,0.0,0.0,0.0,0.0,0.0,0.0014737764699998652,0.0,0.0,0.0014737764699998652,0.0014583686208382688,0.0,0.0,63.121464,0.005882651587889134,5.590383155983863,0.0,0.36472152020891546,-1.124485269416235,0.0,-0.037664036777487864,0.07551962880187567,0.33684168572386686,-1.1396409236085758,-8.673617379884035e-19,0.036399627784015336,0.0748146252057984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32877962398894134,-0.006261603755628897,19.535024981783263,0.0659169656067764,1.8435071622296197,0.0016657002544826494,0.17410756406093303,-1.2724730820378987,0.008023438447174062,-0.05062819272520093,0.06034254877020931,0.1488595696007048,-1.3333902851343136,0.008354944112467205,0.05163518677816059,0.061764141570902965,-0.16782140541353252,-0.004096141981146495,9.92264238412998,2.179518825859526,0.9211822241204476,0.03703453460867533,0.0,0.0,0.0,0.0,0.0,0.14882101124210362,-1.3435720062345347,0.008354944112467207,0.0,0.0,-0.16095821857540882,-0.0021654617744824023,9.612382597653284,-2.1136018617122314,0.9222493329868477,-0.03536883362766461,0.17407051729721004,-1.2822382593397312,0.008023438447174066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4594818686930466e-09,7.560512232451799e-05,-7.265280738133484e-10,3.704676372298654e-05,0.009765177301832573,-3.469446951953614e-18,-0.05062819272520093,0.06034254877020931,3.855835860117063e-05,0.010181721100221086,-1.734723475976807e-18,0.05163518677816059,0.061764141570902965,0.0,0.0,50.56145785538053,-0.009573649495650122,0.0,1.0197900120373986,-0.16782140541353252,-0.004096141981146495,9.92264238412998,0.07416310504698022,0.008354944112467212,0.0010498833149397149,0.0,0.0,48.267759564736295,-0.012740695843911437,0.0,0.9655986328870431,-0.16095821857540882,-0.0021654617744824023,9.612382597653284,-0.07224768152517048,0.008023438447174066,-0.0013925527442717176,-0.077378152,0.0,0.0,8.1e-07,0.0,0.0,0.3154399840324946,0.0,0.0,-0.35472149355205396,0.5694045089964002,-0.34332947374181766,0.5693992271789607
post_command,0,-1,0.0,2,2,30.97295508475522,31.509650930564625,0.00043053099359281755,0.00030408489622926055,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.34771766403249466,1.0,0.0,0.0,0.0,-0.34332947374181766,0.5693992271789607,0.0,-0.572545089643551,-0.5729875480645877,-0.35472149355205396,0.5694045089964002,0.0,0.5725979309569537,-0.5730345859812999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044899868693107324,3.1446312396198666,-1.7898405885383532e-07,-0.03866128076519509,3.2402320309996417,-1.90399545647433e-07,-0.0023396848566053703,0.14129242921557192,0.025487405629048637,-0.48188903807891525,-0.2880039715641903,-0.025246227827718883,-2.5799889371029794,4.8184298299636055,-3.210042767408839,-4.785608056013922,-4.7319073302929455,0.42390896215653423,-0.10837228580310454,-0.21955222087502937,-0.1669963306232321,0.1738760734059328,6.4344,0.0,0.0,0.0,-0.677950233011078,-0.0005996586735870224,-0.25848792841413715,-0.14885887765260977,-1.3877787807814457e-17,0.011319372616405877,-0.006267958788707987,-0.2589996679989929,-0.14765631578201868,-1.3877787807814457e-17,-0.011362542176537552,-0.006355204295864218,0.0,6.4344,0.0,0.677950233011078,0.0,-0.5698657651359698,-8.255295194948567e-18,3.3715507831726356e-17,0.0,2.241558492961693e-19,-8.546751346278031e-19,-7.62424862679282e-18,2.5795221064124778e-17,0.0,-1.9314017133965288e-19,-1.3406081470937954e-18,0.0,0.0,6.4344,0.0005996586735870224,0.5698657651359698,0.0,0.037178544363803814,-0.11462642909441745,0.0,-0.003839351353464614,0.007698229235665205,0.03433656327460416,-0.11617134797233189,0.0,0.0037104615478099224,0.0076263634256675235,0.0,0.677950233011078,0.0005996586735870224,0.2739057821342148,-0.00046043695081138394,-0.06557006533084847,-0.006665434160762244,0.021213423934004046,1.3552527156068805e-20,0.0006875928466331876,-0.0013795226793379984,0.006156942359167798,-0.02157443372345097,-4.0657581468206416e-20,0.0006678848355180506,0.0013727454166199394,-0.677950233011078,0.0,0.5698657651359698,-0.00046043695081138394,0.22662892058164708,0.00025647530565611526,0.07895111696527658,0.03354309611074683,0.0004237375893857548,-0.00233401489624532,0.0021957250728999087,0.07880669979364124,0.033432091044555655,0.00042373759240508173,0.0023249360047618256,0.0021919237214063827,-0.0005996586735870224,-0.5698657651359698,0.0,-0.06557006533084847,0.00025647530565611526,0.178159242940659,-0.047645960188614195,-0.02755343154024516,1.109525095319284e-21,0.0020289799763476292,-0.0011232182151862651,0.047886624485319974,0.027412682288514987,9.95780381822541e-22,0.002045255296491021,0.0011439367732553806,-0.25848792841413715,-8.255295194948567e-18,0.037178544363803814,-0.006665434160762244,0.07895111696527658,-0.047645960188614195,0.07090002120879901,0.03944946681251198,0.00042373758938575454,-0.001810077714023694,0.0014737531313616956,0.0,0.0,0.0,0.0,0.0,-0.14885887765260977,3.3715507831726356e-17,-0.11462642909441745,0.021213423934004046,0.03354309611074683,-0.02755343154024516,0.03944946681251198,0.041774205679222756,0.00042373758938575313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,1.3552527156068805e-20,0.0004237375893857548,1.109525095319284e-21,0.00042373758938575454,0.00042373758938575313,0.0004237375893857507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011319372616405877,2.241558492961693e-19,-0.003839351353464614,0.0006875928466331876,-0.00233401489624532,0.0020289799763476292,-0.001810077714023694,0.0,0.0,0.0018100777140236941,-0.0014737531313616956,0.0,0.0,0.0,0.0,0.0,-0.006267958788707987,-8.546751346278031e-19,0.007698229235665205,-0.0013795226793379984,0.0021957250728999087,-0.0011232182151862651,0.0014737531313616956,0.0,0.0,-0.0014737531313616956,0.0014583686208131641,0.0,0.0,0.0,0.0,0.0,-0.2589996679989929,-7.62424862679282e-18,0.03433656327460416,0.006156942359167798,0.07880669979364124,0.047886624485319974,0.0,0.0,0.0,0.0,0.0,0.07096562277987957,0.039482244196771,0.00042373759240508146,0.0018101243912758058,0.0014737764699998652,-0.14765631578201868,2.5795221064124778e-17,-0.11617134797233189,-0.02157443372345097,0.033432091044555655,0.027412682288514987,0.0,0.0,0.0,0.0,0.0,0.039482244196771,0.04177420554699508,0.00042373759240508,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,-4.0657581468206416e-20,0.00042373759240508173,9.95780381822541e-22,0.0,0.0,0.0,0.0,0.0,0.00042373759240508146,0.00042373759240508,0.0004237375924050775,0.0,0.0,-0.011362542176537552,-1.9314017133965288e-19,0.0037104615478099224,0.0006678848355180506,0.0023249360047618256,0.002045255296491021,0.0,0.0,0.0,0.0,0.0,0.0018101243912758058,0.0,0.0,0.0018101243912758054,0.0014737764699998652,-0.006355204295864218,-1.3406081470937954e-18,0.0076263634256675235,0.0013727454166199394,0.0021919237214063827,0.0011439367732553806,0.0,0.0,0.0,0.0,0.0,0.0014737764699998652,0.0,0.0,0.0014737764699998652,0.0014583686208382688,0.0,0.0,63.121464,0.005882651587889134,5.590383155983863,0.0,0.36472152020891546,-1.124485269416235,0.0,-0.037664036777487864,0.07551962880187567,0.33684168572386686,-1.1396409236085758,-8.673617379884035e-19,0.036399627784015336,0.0748146252057984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03866128076519509,3.2402320309996417,-1.90399545647433e-07,0.0,0.0,0.044899868693107324,3.1446312396198666,-1.7898405885383532e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012334345886878317,0.5968221818314312,62.48260601531985,0.09920755293938999,5.528474253733208,-0.05053755163464857,0.3941034718507277,-4.2883313139576495,-0.0005335519452622506,-0.03451741640130179,0.07214093099573837,0.2922155026129283,-4.2746950804686845,-8.118690338207446e-05,0.036199008711744925,0.07433440400585278,0.0016307589905264486,0.31681646259339047,30.97295508475522,6.923138073607102,2.692586847510393,-0.027773874280199392,0.0,0.0,0.0,0.0,0.0,0.29221544362167406,-4.3128885012811145,-8.118690338207142e-05,0.0,0.0,0.010703586896351869,0.28000571923804074,31.509650930564625,-6.823930566972731,2.8358899841943925,-0.022763654303899386,0.394106108813561,-4.326010172958907,-0.0005335519452622645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,4.63050183752145e-08,-2.577971577544247e-06,-2.3050549788350416e-08,-2.6369628333133832e-06,0.03767885900125734,1.3877787807814457e-17,-0.03451741640130179,0.07214093099573837,5.8991254214824096e-08,0.038193420812429935,-3.0357660829594124e-18,0.036199008711744925,0.07433440400585278,0.0,0.0,-0.21955222087502937,-0.009573649495650122,0.0,-0.09876139015159342,0.0016307589905264486,0.31681646259339047,30.97295508475522,0.2531214526367978,-8.118690338207153e-05,0.00012009801946392444,0.0,0.0,-3.210042767408839,-0.012740695843911437,0.0,-0.1416514133569956,0.010703586896351869,0.28000571923804074,31.509650930564625,-0.21787946857122883,-0.0005335519452622645,0.00019776700544309357,-0.077378152,0.0,0.0,8.1e-07,0.0,0.0,0.3154399840324946,0.0,0.0,-0.35472149355205396,0.5694045089964002,-0.34332947374181766,0.5693992271789607
