side,hip_rad,knee_rad,wheel_rad,connect1_rad,connect2_rad,solver_iterations,closure_residual_m,passive_min_singular_value,passive_condition_number,fk_position_error_m,fk_rotation_matrix_error,full_jacobian_error,constraint_tangent_residual,reduced_jacobian_error,finite_difference_linear_error,finite_difference_angular_error,velocity_error,virtual_work_error_nm,power_error_w
left,0.325,0.25,1.0,0.25,-0.2500000000000003,0,2.220446049250313e-16,0.034213406074165856,7.119434936658304,1.1102230246251565e-16,3.8285741090620934e-16,2.718345674301793e-16,7.142734274258863e-17,2.718345674301793e-16,3.743644283460412e-12,1.2559953077584396e-11,4.2652359840210616e-17,1.3877787807814457e-17,6.938893903907228e-18
left,0.325,0.5,-1.0,0.5000000000000004,-0.5000000000000007,0,1.1102230246251565e-16,0.03535830367728063,7.131676392280107,1.1102230246251565e-16,3.0531133177191805e-16,2.718345674301793e-16,3.983837361502104e-17,2.718345674301793e-16,5.4924953474255744e-12,9.187817471391606e-12,2.3778568421582957e-17,5.551115123125783e-17,6.938893903907228e-18
left,0.325,0.5,0.0,0.5000000000000004,-0.5000000000000007,0,1.1102230246251565e-16,0.03535830367728062,7.131676392280109,1.1102230246251565e-16,2.3257767663883615e-16,2.718345674301793e-16,5.1921171614413186e-17,2.718345674301793e-16,6.703526622686695e-12,1.4739098830318653e-11,2.3778568421582957e-17,2.7755575615628914e-17,0.0
left,0.325,0.5,1.0,0.5000000000000004,-0.5000000000000007,0,1.1102230246251565e-16,0.03535830367728062,7.131676392280109,1.1102230246251565e-16,2.7755575615628914e-16,2.718345674301793e-16,5.1921171614413186e-17,2.718345674301793e-16,5.946909631404651e-12,1.3018031097544736e-11,2.3778568421582957e-17,5.551115123125783e-17,1.3877787807814457e-17
left,0.325,0.75,-1.0,0.75,-0.7500000000000003,0,2.220446049250313e-16,0.03426097037661508,7.6197043203740185,1.6653345369377348e-16,3.3306690738754696e-16,2.718345674301793e-16,2.0986384195425985e-17,2.718345674301793e-16,7.589262551732645e-12,8.684275520920437e-12,4.2652359840210616e-17,5.551115123125783e-17,6.938893903907228e-18
left,0.325,0.75,0.0,0.75,-0.7500000000000003,0,2.220446049250313e-16,0.03426097037661508,7.6197043203740185,1.6653345369377348e-16,2.7755575615628914e-16,2.718345674301793e-16,2.0986384195425997e-17,2.718345674301793e-16,5.722311513522982e-12,1.2968515150646454e-11,4.2652359840210616e-17,5.551115123125783e-17,1.3877787807814457e-17
left,0.325,0.75,1.0,0.75,-0.7500000000000003,0,2.220446049250313e-16,0.03426097037661508,7.6197043203740185,1.6653345369377348e-16,2.718345674301793e-16,2.718345674301793e-16,2.0986384195425985e-17,2.718345674301793e-16,5.722311513522982e-12,1.2398970739013748e-11,4.2652359840210616e-17,5.551115123125783e-17,1.734723475976807e-17
left,0.65,-0.75,-1.0,-0.7499999999999942,0.7499999999999958,0,1.1102230246251565e-16,0.007370926269926951,30.199307571475707,1.1102230246251565e-16,2.403322788722672e-16,2.83276944882399e-16,1.25066820944571e-17,2.83276944882399e-16,8.091333159043756e-12,1.7041399585930078e-11,2.7755575615628914e-17,5.551115123125783e-17,2.0816681711721685e-17
left,0.65,-0.75,0.0,-0.7499999999999942,0.7499999999999958,0,1.1102230246251565e-16,0.007370926269926951,30.199307571475707,1.1102230246251565e-16,4.440892098500626e-16,2.83276944882399e-16,1.25066820944571e-17,2.83276944882399e-16,6.173450639579414e-12,1.269739868803299e-11,2.7755575615628914e-17,5.551115123125783e-17,3.469446951953614e-18
left,0.65,-0.75,1.0,-0.7499999999999942,0.7499999999999958,0,1.1102230246251565e-16,0.007370926269926951,30.199307571475707,1.1102230246251565e-16,5.551115123125783e-16,2.83276944882399e-16,3.864211724359044e-17,2.83276944882399e-16,6.0648985833466895e-12,1.2936314692296966e-11,2.7755575615628914e-17,0.0,3.469446951953614e-18
left,0.65,-0.5,-1.0,-0.49999999999988776,0.4999999999999286,0,2.7755575615628914e-15,0.016787192803020053,13.41088329835915,2.220446049250313e-16,2.302012040067359e-16,3.3306690738754696e-16,2.2614178062688495e-17,2.220446049250313e-16,5.716160184077168e-12,1.6414155833377128e-11,5.375459008646219e-17,0.0,6.938893903907228e-18
left,0.65,-0.5,0.0,-0.49999999999988776,0.4999999999999286,0,2.7755575615628914e-15,0.016787192803020053,13.41088329835915,2.220446049250313e-16,2.1701098937209652e-16,3.3306690738754696e-16,2.2614178062688495e-17,2.220446049250313e-16,4.465011693710608e-12,1.1755818540848395e-11,5.375459008646219e-17,5.551115123125783e-17,1.3877787807814457e-17
left,0.65,-0.5,1.0,-0.49999999999988776,0.4999999999999286,0,2.7755575615628914e-15,0.016787192803020053,13.41088329835915,2.220446049250313e-16,2.771762354966883e-16,3.3306690738754696e-16,3.241020791210786e-17,2.220446049250313e-16,4.786254725885897e-12,1.2301045203922251e-11,5.375459008646219e-17,2.7755575615628914e-17,1.0408340855860843e-17
left,0.65,-0.25,-1.0,-0.24999999999999836,0.24999999999999822,0,1.1102230246251565e-16,0.024747805580928237,9.278923899570477,1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-16,2.7755575615628914e-17,2.220446049250313e-16,4.026085020925052e-12,1.1451284365193715e-11,5.375459008646219e-17,0.0,1.3877787807814457e-17
left,0.65,-0.25,0.0,-0.24999999999999836,0.24999999999999822,0,1.1102230246251565e-16,0.024747805580928237,9.278923899570477,1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-16,2.7755575615628914e-17,2.220446049250313e-16,3.210737231640337e-12,1.1791678744543788e-11,5.375459008646219e-17,0.0,1.0408340855860843e-17
left,0.65,-0.25,1.0,-0.24999999999999836,0.24999999999999822,0,1.1102230246251565e-16,0.024747805580928237,9.278923899570477,1.1102230246251565e-16,3.3306690738754696e-16,2.220446049250313e-16,2.7755575615628914e-17,2.220446049250313e-16,3.808703352703446e-12,1.6237394849008637e-11,5.375459008646219e-17,1.3877787807814457e-17,1.3877787807814457e-17
left,0.65,0.0,-1.0,0.0,0.0,0,2.220446049250313e-16,0.030661813076649665,7.6936613995234575,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.0952330267072458e-17,2.220446049250313e-16,4.892752869523065e-12,1.2173336407335751e-11,2.7755575615628914e-17,0.0,1.3877787807814457e-17
left,0.65,0.0,0.0,0.0,0.0,0,2.220446049250313e-16,0.030661813076649665,7.6936613995234575,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.0952330267072458e-17,2.220446049250313e-16,5.833611371741654e-12,7.628009335292063e-12,2.7755575615628914e-17,2.7755575615628914e-17,6.938893903907228e-18
left,0.65,0.0,1.0,0.0,0.0,0,2.220446049250313e-16,0.030661813076649665,7.6936613995234575,2.220446049250313e-16,2.914335439641036e-16,2.220446049250313e-16,2.0952330267072458e-17,2.220446049250313e-16,4.484246090771804e-12,1.0999534616473738e-11,2.7755575615628914e-17,1.3877787807814457e-17,0.0
left,0.65,0.25,-1.0,0.25,-0.2500000000000003,0,1.1102230246251565e-16,0.03421340607416582,7.1194349366583145,1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-16,1.1741178194597835e-16,2.220446049250313e-16,7.970957227598774e-12,1.536263167852396e-11,2.7755575615628914e-17,0.0,1.3877787807814457e-17
left,0.65,0.25,0.0,0.25,-0.2500000000000003,0,1.1102230246251565e-16,0.03421340607416582,7.119434936658312,1.1102230246251565e-16,3.3306690738754696e-16,2.220446049250313e-16,1.0040954251994605e-16,2.220446049250313e-16,7.86240517136605e-12,1.6006085346020882e-11,2.7755575615628914e-17,5.551115123125783e-17,2.0816681711721685e-17
left,0.65,0.25,1.0,0.25,-0.2500000000000003,0,1.1102230246251565e-16,0.03421340607416582,7.119434936658312,1.6653345369377348e-16,2.7755575615628914e-16,2.220446049250313e-16,1.0040954251994605e-16,2.220446049250313e-16,7.86240517136605e-12,9.009015755623295e-12,2.992397996059992e-17,5.551115123125783e-17,1.0408340855860843e-17
left,0.65,0.5,-1.0,0.5000000000000004,-0.5000000000000007,0,5.551115123125783e-17,0.03535830367728059,7.1316763922801165,1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-16,4.912167174779526e-17,2.220446049250313e-16,5.16042764076019e-12,1.1755818540848395e-11,3.4880798667834526e-17,6.938893903907228e-18,0.0
left,0.65,0.5,0.0,0.5000000000000004,-0.5000000000000007,0,5.551115123125783e-17,0.03535830367728062,7.131676392280109,1.1102230246251565e-16,2.7755575615628914e-16,2.220446049250313e-16,3.414505509909142e-17,2.220446049250313e-16,5.961592330905319e-12,1.6297074800775135e-11,3.4880798667834526e-17,0.0,6.938893903907228e-18
left,0.65,0.5,1.0,0.5000000000000004,-0.5000000000000007,0,5.551115123125783e-17,0.03535830367728059,7.1316763922801165,1.1102230246251565e-16,3.3306690738754696e-16,2.220446049250313e-16,4.912167174779526e-17,2.220446049250313e-16,4.887409921217056e-12,1.2037815189103185e-11,3.4880798667834526e-17,1.3877787807814457e-17,6.938893903907228e-18
left,0.65,0.75,-1.0,0.75,-0.7500000000000003,0,1.1102230246251565e-16,0.0342609703766151,7.61970432037402,1.1102230246251565e-16,6.661338147750939e-16,2.83276944882399e-16,8.240801313036263e-17,2.83276944882399e-16,4.761635530314834e-12,8.341129268098451e-12,2.7755575615628914e-17,2.7755575615628914e-17,0.0
left,0.65,0.75,0.0,0.75,-0.7500000000000003,0,1.1102230246251565e-16,0.0342609703766151,7.61970432037402,1.1102230246251565e-16,4.440892098500626e-16,2.83276944882399e-16,5.333415056986707e-17,2.83276944882399e-16,6.972783461733911e-12,7.728151452113252e-12,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17
left,0.65,0.75,1.0,0.75,-0.7500000000000003,0,1.1102230246251565e-16,0.0342609703766151,7.61970432037402,1.1102230246251565e-16,5.551115123125783e-16,2.83276944882399e-16,5.333415056986707e-17,2.83276944882399e-16,3.993125274881493e-12,7.95707943979096e-12,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17
right,-0.65,-0.75,-1.0,0.749999999999991,0.7499999999999929,0,2.7755575615628914e-17,0.007370926269927028,30.199307571475373,1.1102230246251565e-16,2.5795677962236483e-16,3.8285686989269494e-16,3.02290506204142e-17,3.8285686989269494e-16,4.4117001718468885e-12,8.058208708447933e-12,6.152615125883829e-17,5.551115123125783e-17,1.3877787807814457e-17
right,-0.65,-0.75,0.0,0.749999999999991,0.7499999999999929,0,2.7755575615628914e-17,0.007370926269927028,30.199307571475373,1.1102230246251565e-16,2.783397804650923e-16,3.8285686989269494e-16,3.02290506204142e-17,3.8285686989269494e-16,6.983136291438541e-12,5.628673562879867e-12,6.152615125883829e-17,5.551115123125783e-17,1.3877787807814457e-17
right,-0.65,-0.75,1.0,0.749999999999991,0.7499999999999929,0,2.7755575615628914e-17,0.007370926269927028,30.199307571475373,1.1102230246251565e-16,3.5510129427706603e-16,3.8285686989269494e-16,3.02290506204142e-17,3.8285686989269494e-16,4.4117001718468885e-12,8.53838075439435e-12,6.152615125883829e-17,5.551115123125783e-17,0.0
right,-0.65,-0.5,-1.0,0.4999999999998901,0.4999999999999305,0,3.247402347028583e-15,0.016787192803019945,13.410883298359225,1.1102230246251565e-16,2.2631048488820563e-16,3.8285686989269494e-16,9.226998207705641e-17,3.8285686989269494e-16,1.263314453048281e-11,1.6683321391042227e-11,6.152615125883829e-17,0.0,6.938893903907228e-18
right,-0.65,-0.5,0.0,0.4999999999998901,0.4999999999999305,0,3.247402347028583e-15,0.016787192803019945,13.410883298359225,1.1102230246251565e-16,4.440892098500626e-16,3.8285686989269494e-16,9.226998207705641e-17,3.8285686989269494e-16,8.33730307014946e-12,1.5163426070330388e-11,6.152615125883829e-17,5.551115123125783e-17,0.0
right,-0.65,-0.5,1.0,0.4999999999998901,0.4999999999999305,0,3.247402347028583e-15,0.016787192803019945,13.410883298359225,1.1102230246251565e-16,3.885780586188048e-16,3.8285686989269494e-16,9.226998207705641e-17,3.8285686989269494e-16,8.33730307014946e-12,1.3821721545070886e-11,6.152615125883829e-17,1.1102230246251565e-16,1.3877787807814457e-17
right,-0.65,-0.25,-1.0,0.24999999999999914,0.24999999999999953,0,8.326672684688674e-17,0.02474780558092815,9.278923899570513,5.551115123125783e-17,1.6653345369377348e-16,2.718345674301793e-16,3.652493150370153e-17,2.718345674301793e-16,1.3703108092677496e-11,1.260691551152604e-11,4.2652359840210616e-17,1.1102230246251565e-16,2.7755575615628914e-17
right,-0.65,-0.25,0.0,0.24999999999999914,0.24999999999999953,0,8.326672684688674e-17,0.02474780558092815,9.278923899570513,5.551115123125783e-17,2.220446049250313e-16,2.718345674301793e-16,3.652493150370153e-17,2.718345674301793e-16,1.462234500149151e-11,9.33053634355474e-12,4.2652359840210616e-17,0.0,1.3877787807814457e-17
right,-0.65,-0.25,1.0,0.24999999999999914,0.24999999999999953,0,8.326672684688674e-17,0.02474780558092815,9.278923899570513,5.551115123125783e-17,2.220446049250313e-16,2.718345674301793e-16,3.652493150370153e-17,2.718345674301793e-16,1.4153650473858193e-11,1.262723259287668e-11,4.2652359840210616e-17,0.0,6.938893903907228e-18
right,-0.65,0.0,-1.0,0.0,0.0,0,1.1102230246251565e-16,0.03066181307664959,7.693661399523477,1.1102230246251565e-16,2.220446049250313e-16,2.718345674301793e-16,4.529428739177411e-17,2.718345674301793e-16,7.396222523325946e-12,1.6654733359008057e-11,4.2652359840210616e-17,1.1102230246251565e-16,0.0
right,-0.65,0.0,0.0,0.0,0.0,0,1.1102230246251565e-16,0.03066181307664959,7.693661399523477,1.1102230246251565e-16,2.220446049250313e-16,2.718345674301793e-16,4.529428739177411e-17,2.718345674301793e-16,8.489181579918181e-12,6.240119532208155e-12,4.2652359840210616e-17,0.0,1.3877787807814457e-17
right,-0.65,0.0,1.0,0.0,0.0,0,1.1102230246251565e-16,0.03066181307664959,7.693661399523477,1.1102230246251565e-16,3.3306690738754696e-16,2.718345674301793e-16,4.529428739177411e-17,2.718345674301793e-16,7.895212261743723e-12,8.902337109916648e-12,4.2652359840210616e-17,1.1102230246251565e-16,6.938893903907228e-18
right,-0.65,0.25,-1.0,-0.24999999999999947,-0.25000000000000017,0,8.326672684688674e-17,0.03421340607416584,7.1194349366583065,5.551115123125783e-17,2.783397804650923e-16,3.8285686989269494e-16,6.964424172757507e-17,3.8285686989269494e-16,9.591299976463574e-12,1.1166956248587212e-11,6.152615125883829e-17,0.0,2.7755575615628914e-17
right,-0.65,0.25,0.0,-0.24999999999999947,-0.25000000000000017,0,8.326672684688674e-17,0.03421340607416584,7.1194349366583065,6.938893903907228e-17,3.885780586188048e-16,3.8285686989269494e-16,6.964424172757507e-17,3.8285686989269494e-16,1.0381029369455064e-11,1.0206280265379064e-11,6.152615125883829e-17,1.1102230246251565e-16,0.0
right,-0.65,0.25,1.0,-0.24999999999999947,-0.25000000000000017,0,8.326672684688674e-17,0.03421340607416584,7.1194349366583065,6.245004513516506e-17,2.220446049250313e-16,3.8285686989269494e-16,6.964424172757507e-17,3.8285686989269494e-16,9.635098274785037e-12,1.647204594945606e-11,6.152615125883829e-17,0.0,6.938893903907228e-18
right,-0.65,0.5,-1.0,-0.5000000000000012,-0.5000000000000012,0,5.551115123125783e-17,0.03535830367728065,7.131676392280099,1.1102230246251565e-16,5.551115123125783e-16,4.938791723552106e-16,1.319666355184888e-16,4.938791723552106e-16,8.029077402937901e-12,1.0849765530451805e-11,8.039994267746595e-17,1.1102230246251565e-16,0.0
right,-0.65,0.5,0.0,-0.5000000000000012,-0.5000000000000012,0,5.551115123125783e-17,0.03535830367728065,7.131676392280099,1.1102230246251565e-16,3.885780586188048e-16,4.938791723552106e-16,1.319666355184888e-16,4.938791723552106e-16,9.095557640392826e-12,1.1627698803806652e-11,8.039994267746595e-17,1.1102230246251565e-16,1.3877787807814457e-17
right,-0.65,0.5,1.0,-0.5000000000000012,-0.5000000000000012,0,5.551115123125783e-17,0.03535830367728065,7.131676392280099,1.1102230246251565e-16,4.440892098500626e-16,4.938791723552106e-16,1.319666355184888e-16,4.938791723552106e-16,8.883838109596809e-12,1.1569967206526144e-11,8.039994267746595e-17,0.0,2.0816681711721685e-17
right,-0.65,0.75,-1.0,-0.7500000000000006,-0.7500000000000008,0,5.551115123125783e-17,0.03426097037661505,7.61970432037403,5.551115123125783e-17,1.1102230246251565e-16,2.718345674301793e-16,6.283299916791938e-17,2.718345674301793e-16,1.1122602838753437e-11,8.362451243095639e-12,2.7755575615628914e-17,1.1102230246251565e-16,2.7755575615628914e-17
right,-0.65,0.75,0.0,-0.7500000000000006,-0.7500000000000008,0,5.551115123125783e-17,0.03426097037661505,7.61970432037403,5.551115123125783e-17,1.249000902703301e-16,2.718345674301793e-16,6.283299916791938e-17,2.718345674301793e-16,1.1521339438047562e-11,1.1220034176843172e-11,2.7755575615628914e-17,1.1102230246251565e-16,1.3877787807814457e-17
right,-0.65,0.75,1.0,-0.7500000000000006,-0.7500000000000008,0,5.551115123125783e-17,0.03426097037661505,7.61970432037403,5.551115123125783e-17,2.7755575615628914e-16,2.718345674301793e-16,6.283299916791938e-17,2.718345674301793e-16,1.0375422743180707e-11,9.132763028867673e-12,2.7755575615628914e-17,1.1102230246251565e-16,6.938893903907228e-18
right,-0.325,-0.75,-1.0,0.749999999999991,0.7499999999999929,0,1.1102230246251565e-16,0.007370926269927036,30.19930757147536,9.71445146547012e-17,2.220446049250313e-16,2.718345674301793e-16,4.1063225688279704e-17,2.718345674301793e-16,4.7240475420373684e-12,9.171104957667971e-12,4.2652359840210616e-17,0.0,6.938893903907228e-18
right,-0.325,-0.75,0.0,0.749999999999991,0.7499999999999929,0,1.1102230246251565e-16,0.007370926269927036,30.19930757147536,9.020562075079397e-17,2.220446049250313e-16,2.718345674301793e-16,5.289208366944466e-17,2.718345674301793e-16,4.9363846343908335e-12,9.177127579828448e-12,4.2652359840210616e-17,1.1102230246251565e-16,6.938893903907228e-18
right,-0.325,-0.75,1.0,0.749999999999991,0.7499999999999929,0,1.1102230246251565e-16,0.007370926269927036,30.19930757147536,8.326672684688674e-17,3.3306690738754696e-16,2.718345674301793e-16,5.289208366944466e-17,2.718345674301793e-16,5.1599557959747244e-12,1.769273616503142e-11,4.2652359840210616e-17,1.1102230246251565e-16,6.938893903907228e-18
right,-0.325,-0.5,-1.0,0.4999999999998901,0.4999999999999305,0,3.191891195797325e-15,0.01678719280301995,13.410883298359227,5.551115123125783e-17,3.3306690738754696e-16,2.718345674301793e-16,4.6047749352547326e-17,2.718345674301793e-16,2.5329183195310634e-12,7.836894404740404e-12,2.3778568421582957e-17,5.551115123125783e-17,0.0
right,-0.325,-0.5,0.0,0.4999999999998901,0.4999999999999305,0,3.191891195797325e-15,0.01678719280301995,13.410883298359227,5.551115123125783e-17,2.220446049250313e-16,2.718345674301793e-16,6.902701599185692e-17,2.718345674301793e-16,3.5377256679680613e-12,7.545963853772264e-12,2.3778568421582957e-17,1.1102230246251565e-16,2.0816681711721685e-17
right,-0.325,-0.5,1.0,0.4999999999998901,0.4999999999999305,0,3.191891195797325e-15,0.01678719280301995,13.410883298359227,5.551115123125783e-17,1.942890293094024e-16,2.718345674301793e-16,4.6047749352547326e-17,2.718345674301793e-16,1.7445767053203554e-12,5.508619699868606e-12,2.3778568421582957e-17,5.551115123125783e-17,1.3877787807814457e-17
right,-0.325,-0.25,-1.0,0.24999999999999914,0.24999999999999953,0,5.551115123125783e-17,0.024747805580928203,9.27892389957049,1.1102230246251565e-16,2.1648912863715044e-16,2.718345674301793e-16,2.7755575615628914e-17,2.718345674301793e-16,6.4513672182187065e-12,1.3877771893256095e-11,4.2652359840210616e-17,1.1102230246251565e-16,2.0816681711721685e-17
right,-0.325,-0.25,0.0,0.24999999999999914,0.24999999999999953,0,5.551115123125783e-17,0.024747805580928203,9.27892389957049,1.1102230246251565e-16,1.3305668935203472e-16,2.718345674301793e-16,2.7755575615628914e-17,2.718345674301793e-16,6.4513672182187065e-12,3.623624740843208e-12,4.2652359840210616e-17,0.0,6.938893903907228e-18
right,-0.325,-0.25,1.0,0.24999999999999914,0.24999999999999953,0,5.551115123125783e-17,0.024747805580928203,9.27892389957049,1.1102230246251565e-16,2.718345674301793e-16,2.718345674301793e-16,2.7755575615628914e-17,2.718345674301793e-16,6.4513672182187065e-12,5.739408948102209e-12,4.2652359840210616e-17,1.1102230246251565e-16,2.0816681711721685e-17
right,-0.325,0.0,-1.0,0.0,0.0,0,5.551115123125783e-17,0.030661813076649596,7.693661399523473,6.245004513516506e-17,2.8137554654805173e-16,2.718345674301793e-16,3.253188459194416e-17,2.718345674301793e-16,7.650158284633335e-12,1.144907688477158e-11,4.2652359840210616e-17,0.0,2.0816681711721685e-17
right,-0.325,0.0,0.0,0.0,0.0,0,5.551115123125783e-17,0.030661813076649596,7.693661399523473,6.245004513516506e-17,1.8856784058329255e-16,2.718345674301793e-16,2.487212904550627e-17,2.718345674301793e-16,7.166878202014004e-12,3.58902956014896e-12,4.2652359840210616e-17,1.1102230246251565e-16,0.0
right,-0.325,0.0,1.0,0.0,0.0,0,5.551115123125783e-17,0.030661813076649596,7.693661399523473,5.551115123125783e-17,1.2826952875745611e-16,2.718345674301793e-16,4.330065626907033e-17,2.718345674301793e-16,5.6007143367509116e-12,9.364325933947614e-12,4.2652359840210616e-17,0.0,2.0816681711721685e-17
right,-0.325,0.25,-1.0,-0.24999999999999947,-0.25000000000000017,0,8.326672684688674e-17,0.03421340607416585,7.119434936658306,5.551115123125783e-17,2.3714009791064315e-16,2.718345674301793e-16,5.595978829449093e-17,2.718345674301793e-16,6.298128685244819e-12,8.165915478649249e-12,2.3778568421582957e-17,0.0,0.0
right,-0.325,0.25,0.0,-0.24999999999999947,-0.25000000000000017,0,8.326672684688674e-17,0.03421340607416585,7.119434936658306,1.1102230246251565e-16,1.6098440021269894e-16,2.718345674301793e-16,7.325443820300509e-17,2.718345674301793e-16,5.896338972632975e-12,5.2405857431381264e-12,2.3778568421582957e-17,1.1102230246251565e-16,6.938893903907228e-18
right,-0.325,0.25,1.0,-0.24999999999999947,-0.25000000000000017,0,8.326672684688674e-17,0.03421340607416585,7.119434936658306,5.551115123125783e-17,1.2968171333492817e-16,2.718345674301793e-16,5.595978829449093e-17,2.718345674301793e-16,5.070249775585012e-12,1.2200979741786364e-11,2.3778568421582957e-17,2.7755575615628914e-17,1.3877787807814457e-17
right,-0.325,0.5,-1.0,-0.5000000000000012,-0.5000000000000012,0,5.551115123125783e-17,0.03535830367728062,7.131676392280108,8.326672684688674e-17,3.8285686989269494e-16,6.049014748177263e-16,3.1090161306882774e-17,6.049014748177263e-16,6.548706021902717e-12,1.5045116396234135e-11,9.927373409609361e-17,1.1102230246251565e-16,1.3877787807814457e-17
right,-0.325,0.5,0.0,-0.5000000000000012,-0.5000000000000012,0,5.551115123125783e-17,0.03535830367728062,7.131676392280108,8.326672684688674e-17,3.3306690738754696e-16,6.049014748177263e-16,3.1090161306882774e-17,6.049014748177263e-16,6.378453321076449e-12,9.347411733529043e-12,9.927373409609361e-17,0.0,6.938893903907228e-18
right,-0.325,0.5,1.0,-0.5000000000000012,-0.5000000000000012,0,5.551115123125783e-17,0.03535830367728062,7.131676392280108,5.551115123125783e-17,3.3306690738754696e-16,6.049014748177263e-16,3.1090161306882774e-17,6.049014748177263e-16,6.227345028531062e-12,1.1208195667827173e-11,9.927373409609361e-17,1.1102230246251565e-16,3.469446951953614e-18
right,-0.325,0.75,-1.0,-0.7500000000000006,-0.7500000000000008,0,5.551115123125783e-17,0.03426097037661505,7.619704320374028,1.1102230246251565e-16,4.440892098500626e-16,3.8285686989269494e-16,9.71445146547012e-17,3.8285686989269494e-16,8.371692228337224e-12,1.584573189090204e-11,6.152615125883829e-17,1.1102230246251565e-16,1.3877787807814457e-17
right,-0.325,0.75,0.0,-0.7500000000000006,-0.7500000000000008,0,5.551115123125783e-17,0.03426097037661505,7.619704320374028,8.326672684688674e-17,3.3306690738754696e-16,3.8285686989269494e-16,9.71445146547012e-17,3.8285686989269494e-16,7.29510896135821e-12,8.980557308247166e-12,6.152615125883829e-17,5.551115123125783e-17,0.0
right,-0.325,0.75,1.0,-0.7500000000000006,-0.7500000000000008,0,5.551115123125783e-17,0.03426097037661505,7.619704320374028,8.326672684688674e-17,2.220446049250313e-16,3.8285686989269494e-16,9.71445146547012e-17,3.8285686989269494e-16,7.274236768495257e-12,1.1043359435100043e-11,6.152615125883829e-17,1.1102230246251565e-16,3.469446951953614e-18
right,0.0,-0.75,-1.0,0.749999999999991,0.7499999999999929,0,1.1102230246251565e-16,0.0073709262699270355,30.19930757147536,1.1102230246251565e-16,2.7975403927919696e-16,2.718345674301793e-16,6.584510714447149e-17,2.718345674301793e-16,7.573663918236662e-12,1.1050736592998114e-11,5.2644367061837034e-17,5.551115123125783e-17,2.7755575615628914e-17
right,0.0,-0.75,0.0,0.749999999999991,0.7499999999999929,0,1.1102230246251565e-16,0.0073709262699270355,30.19930757147536,1.1102230246251565e-16,2.220446049250313e-16,2.718345674301793e-16,6.584510714447149e-17,2.718345674301793e-16,7.16404713330121e-12,8.409530001605291e-12,5.2644367061837034e-17,5.551115123125783e-17,6.938893903907228e-18
right,0.0,-0.75,1.0,0.749999999999991,0.7499999999999929,0,1.1102230246251565e-16,0.0073709262699270355,30.19930757147536,2.220446049250313e-16,2.718345674301793e-16,2.718345674301793e-16,6.584510714447149e-17,2.718345674301793e-16,5.583394857566759e-12,1.1273048727580356e-11,5.2644367061837034e-17,0.0,3.469446951953614e-18
right,0.0,-0.5,-1.0,0.4999999999998901,0.4999999999999305,0,2.8033131371785203e-15,0.016787192803019983,13.4108832983592,1.1102230246251565e-16,2.7736399850985536e-16,1.6081226496766364e-16,3.408384685718078e-17,1.6081226496766364e-16,6.168371369241754e-12,1.1932010934856407e-11,3.377057564320937e-17,1.1102230246251565e-16,0.0
right,0.0,-0.5,0.0,0.4999999999998901,0.4999999999999305,0,2.8033131371785203e-15,0.016787192803019983,13.4108832983592,1.1102230246251565e-16,2.238193223859602e-16,1.6081226496766364e-16,3.0753177783309264e-17,1.6081226496766364e-16,6.835393362436548e-12,7.313705197020681e-12,3.377057564320937e-17,1.1102230246251565e-16,0.0
right,0.0,-0.5,1.0,0.4999999999998901,0.4999999999999305,0,2.8033131371785203e-15,0.016787192803019983,13.4108832983592,1.1102230246251565e-16,2.718345674301793e-16,1.6081226496766364e-16,3.408384685718078e-17,1.6081226496766364e-16,6.168371369241754e-12,1.1194156712690528e-11,3.377057564320937e-17,0.0,3.469446951953614e-18
right,0.0,-0.25,-1.0,0.24999999999999914,0.24999999999999953,0,1.1102230246251565e-16,0.02474780558092813,9.278923899570515,6.245004513516506e-17,2.220446049250313e-16,3.8285686989269494e-16,7.388534228880434e-17,3.8285686989269494e-16,6.918202122285777e-12,1.4311440921233043e-11,7.151815848046469e-17,0.0,6.938893903907228e-18
right,0.0,-0.25,0.0,0.24999999999999914,0.24999999999999953,0,1.1102230246251565e-16,0.02474780558092813,9.278923899570515,6.245004513516506e-17,2.718345674301793e-16,3.8285686989269494e-16,7.388534228880434e-17,3.8285686989269494e-16,5.80430148389155e-12,1.4020784533386177e-11,7.151815848046469e-17,0.0,6.938893903907228e-18
right,0.0,-0.25,1.0,0.24999999999999914,0.24999999999999953,0,1.1102230246251565e-16,0.02474780558092813,9.278923899570515,5.551115123125783e-17,3.3306690738754696e-16,3.8285686989269494e-16,7.388534228880434e-17,3.8285686989269494e-16,6.999179014144374e-12,1.4210410625992154e-11,7.151815848046469e-17,0.0,0.0
