side,hip_rad,knee_rad,wheel_rad,connect1_rad,connect2_rad,solver_iterations,closure_residual_m,passive_min_singular_value,passive_condition_number,fk_position_error_m,fk_rotation_matrix_error,full_jacobian_error,constraint_tangent_residual,reduced_jacobian_error,finite_difference_linear_error,finite_difference_angular_error,velocity_error,virtual_work_error_nm,power_error_w
left,-0.325,-0.75,0.0,-0.7499999999999942,0.7499999999999958,0,2.220446049250313e-16,0.0073709262699269695,30.199307571475636,1.1102230246251565e-16,2.220446049250313e-16,2.718345674301793e-16,5.086394144393626e-17,2.718345674301793e-16,1.0487499757516616e-11,9.177127579828448e-12,4.2652359840210616e-17,0.0,6.938893903907228e-18
left,-0.325,-0.75,1.0,-0.7499999999999942,0.7499999999999958,0,2.220446049250313e-16,0.0073709262699269695,30.199307571475636,1.1102230246251565e-16,3.3306690738754696e-16,2.718345674301793e-16,4.904737210665282e-17,2.718345674301793e-16,1.0711070919100507e-11,1.769273616503142e-11,4.2652359840210616e-17,1.1102230246251565e-16,0.0
left,-0.325,-0.5,-1.0,-0.49999999999988776,0.4999999999999286,0,3.247402347028583e-15,0.016787192803020046,13.410883298359161,1.1102230246251565e-16,3.3306690738754696e-16,2.718345674301793e-16,5.1363503371640575e-17,2.718345674301793e-16,8.084033442656846e-12,7.836894404740404e-12,2.3778568421582957e-17,5.551115123125783e-17,1.3877787807814457e-17
left,-0.325,-0.5,0.0,-0.49999999999988776,0.4999999999999286,0,3.247402347028583e-15,0.016787192803020046,13.410883298359161,1.1102230246251565e-16,2.220446049250313e-16,2.718345674301793e-16,5.1363503371640575e-17,2.718345674301793e-16,9.088840791093844e-12,7.545963853772264e-12,2.3778568421582957e-17,1.1102230246251565e-16,2.0816681711721685e-17
left,-0.325,-0.5,1.0,-0.49999999999988776,0.4999999999999286,0,3.247402347028583e-15,0.016787192803020046,13.410883298359161,1.1102230246251565e-16,1.942890293094024e-16,2.718345674301793e-16,5.1363503371640575e-17,2.718345674301793e-16,7.295719584021754e-12,5.508619699868606e-12,2.3778568421582957e-17,1.1102230246251565e-16,0.0
left,-0.325,-0.25,-1.0,-0.24999999999999836,0.24999999999999822,0,1.6653345369377348e-16,0.024747805580928185,9.278923899570493,1.1102230246251565e-16,2.1648912863715044e-16,2.718345674301793e-16,5.870072621591545e-17,2.718345674301793e-16,3.9797470874347596e-12,1.3877771893256095e-11,4.2652359840210616e-17,0.0,2.0816681711721685e-17
left,-0.325,-0.25,0.0,-0.24999999999999836,0.24999999999999822,0,1.6653345369377348e-16,0.024747805580928185,9.278923899570493,1.1102230246251565e-16,1.3305668935203472e-16,2.718345674301793e-16,7.371410889425629e-17,2.718345674301793e-16,3.8132552671044095e-12,3.623624740843208e-12,4.2652359840210616e-17,0.0,6.938893903907228e-18
left,-0.325,-0.25,1.0,-0.24999999999999836,0.24999999999999822,0,1.6653345369377348e-16,0.024747805580928185,9.278923899570493,1.1102230246251565e-16,2.718345674301793e-16,2.718345674301793e-16,5.870072621591545e-17,2.718345674301793e-16,6.26484975008168e-12,5.739408948102209e-12,4.2652359840210616e-17,1.1102230246251565e-16,2.0816681711721685e-17
left,-0.325,0.0,-1.0,0.0,0.0,0,2.7755575615628914e-17,0.03066181307664958,7.693661399523477,6.245004513516506e-17,2.8137554654805173e-16,2.718345674301793e-16,1.6986803938502734e-17,2.718345674301793e-16,5.300065941682419e-12,1.144907688477158e-11,4.2652359840210616e-17,0.0,1.3877787807814457e-17
left,-0.325,0.0,0.0,0.0,0.0,0,2.7755575615628914e-17,0.03066181307664958,7.693661399523477,6.245004513516506e-17,1.8856784058329255e-16,2.718345674301793e-16,3.958443359679377e-17,2.718345674301793e-16,5.39676636712727e-12,3.58902956014896e-12,4.2652359840210616e-17,5.551115123125783e-17,6.938893903907228e-18
