scenario,episode,control_tick,physics_substep,time_s,disturbance,force_x,force_y,force_z,moment_x,moment_y,moment_z,left_normal_load_n,right_normal_load_n,penetration_m,rolling_slip_m_s,lateral_slip_m_s,closure_residual_m,qpos0,qpos1,qpos2,qpos3,qpos4,qpos5,qpos6,qpos7,qpos8,qpos9,qpos10,qpos11,qpos12,qpos13,qpos14,qpos15,qpos16,qvel0,qvel1,qvel2,qvel3,qvel4,qvel5,qvel6,qvel7,qvel8,qvel9,qvel10,qvel11,qvel12,qvel13,qvel14,qvel15,ctrl0,ctrl1,ctrl2,ctrl3,ctrl4,ctrl5
hold,0,399,1,3.9939999999997817,0,0,0,0,0,0,0,31.565845877644819,31.540068499786919,0.00048057194304527984,0.0011893839692762366,3.5786427510072914e-05,0.0001831308349360776,0.00020095448017436616,-0.0014752672904600878,0.3476922627773219,0.99999654634879642,0.0023889108933869804,-1.48673703625216e-05,0.0010955246158283155,-0.3425696143245186,0.56197863277239302,0.037851497563133045,-0.56514522030338032,-0.5655803964049626,-0.364098362333314,0.57636421653162884,0.022936225788364448,0.57957584656741834,-0.58001469048791809,-0.00014122654784330964,0.00032578217278542794,1.2423531997817155e-05,-0.00027714472283598925,9.1435116125871852e-05,0.0024309054501270083,-0.0070176486006826863,-0.0030000026637624745,0.068770894056368714,0.002227386655509582,0.0024342268069104814,0.0020888795980109937,-0.00031855098623366414,-0.026903662261806571,-0.00037935912814531826,0.00038542151242341766,0.031280531234222912,3.1902749860587121,-0.034948921216976354,-0.028113470810182499,3.1733026119366636,-0.024674731108176532
hold,0,399,2,3.9959999999997815,0,0,0,0,0,0,0,31.565841585178546,31.534208551211101,0.00047942350330811706,0.0012945814024993519,3.2711185703304058e-05,0.00018312434008967111,0.00020067003631017862,-0.0014746535515097355,0.34769228985980249,0.9999965437867876,0.0023887552407345948,-1.4796764133838321e-05,0.0010982003161910639,-0.34258697136549088,0.56197190104693995,0.038016730942014534,-0.56514005527223432,-0.56557479988470871,-0.3640943848030086,0.57636395091845727,0.02287990243207183,0.57957543313377491,-0.5800142749601126,-0.00014222193209376417,0.00030686947517609642,1.3541240283324865e-05,-0.00015552886291545143,7.7168477799967699e-05,0.0026755275707161887,-0.0086785204861518379,-0.0033658627265451533,0.082616689440745072,0.0025825155730145712,0.0027982601269538935,0.0019887651526951646,-0.00013280658578464333,-0.02816167814630954,-0.00020671682171913874,0.000207763902749985,0.031280531234222912,3.1902749860587121,-0.034948921216976354,-0.028113470810182499,3.1733026119366636,-0.024674731108176532
hold,0,399,3,3.9979999999997813,0,0,0,0,0,0,0,31.565837261106108,31.529388678417142,0.00047820752737390976,0.0013975158603506468,2.9156234678400902e-05,0.00018311751022325853,0.00020038338309695652,-0.0014740835499324311,0.34769231926726152,0.99999654066052246,0.0023887259318251214,-1.4741170515626116e-05,0.0011011076731183313,-0.34260771744918556,0.5619645696114326,0.038209308607350889,-0.56513428498481533,-0.56556858611483063,-0.36409059452976478,0.57636407258534872,0.022821042286334834,0.57957539127205782,-0.58001423907558824,-0.00014332660661104169,0.00028500078865221752,1.4703729504130487e-05,-2.919726789013622e-05,6.2570530960635883e-05,0.0029072179462214854,-0.010373041847330278,-0.0036657177536954444,0.096288832668179114,0.0028851437094941988,0.0031068849390355762,0.0018951366219191203,6.0833445728428388e-05,-0.029430072868497439,-2.0930858532402212e-05,1.7942262195968562e-05,0.031280531234222912,3.1902749860587121,-0.034948921216976354,-0.028113470810182499,3.1733026119366636,-0.024674731108176532
hold,0,399,4,3.9999999999997811,0,0,0,0,0,0,0,31.585447187205329,31.386394744041628,0.00047706812392487447,0.0042586697349311807,2.5159009724807725e-05,0.00018311064726131817,0.00020015134918512976,-0.0014733618246589072,0.34769236686298644,0.99999654069386679,0.0023880291078671651,-1.4615012418460967e-05,0.0011025895338652115,-0.34261130093882614,0.56197182515738686,0.038198656358009946,-0.56514022830960031,-0.56557475475547225,-0.36408322922788661,0.57636247103811,0.022759291223230445,0.57957392842553745,-0.58001277941044949,-0.00011601695591338146,0.00036086263676195132,2.3797862465452818e-05,-0.00069666086904556239,0.00013046469863340054,0.0014815644987884095,-0.0017917448203014878,0.0036277729771266856,-0.0053261246704731369,-0.0029716623925034867,-0.0030843203208334373,0.0036826509390714499,-0.00080077361933761262,-0.030875531552194083,-0.00073142326015563904,0.00072983256939106449,0.031280531234222912,3.1902749860587121,-0.034948921216976354,-0.028113470810182499,3.1733026119366636,-0.024674731108176532
hold,0,400,0,4.0019999999997813,0,0,0,0,0,0,0,31.579357701769652,31.435634085619633,0.0004776952655298275,0.0052398567119501145,2.396542053234856e-05,0.00018311728947855024,0.00019996386376836946,-0.0014724878836305075,0.34769242336762268,0.99999654382586622,0.0023866866363231719,-1.4412470161542794e-05,0.0011026583796967153,-0.34259693239542188,0.56199188521531829,0.037990054412599693,-0.56515671122707689,-0.56559201475233856,-0.36407278857981773,0.57635913127316662,0.022697758737608608,0.57957098902679927,-0.58000983029223674,-9.3742708380150394e-05,0.00043697051419985892,2.8252318128390008e-05,-0.0013422500521244364,0.00020418620296028096,6.8378083468497754e-05,0.0071842717021181161,0.010030028965687564,-0.10430097270512617,-0.0082414587383002665,-0.0086299984331602887,0.005220324034434962,-0.0016698824716697763,-0.030766242810919168,-0.0014696993690843693,0.0014745591063897246,0.032110277734086562,3.1911006724396684,-0.033204557851476246,-0.029056556311764032,3.1722023964547224,-0.023760604744032493
hold,0,400,1,4.0039999999997811,0,0,0,0,0,0,0,31.560734534165263,31.670936037655228,0.00047994430249268666,0.00027255763867274716,2.8483628917586187e-05,0.00018313473011672278,0.00019976145742942592,-0.0014716113381688883,0.34769247131163816,0.99999654635198443,0.0023854508799817761,-1.4223029816842025e-05,0.0011030439280766506,-0.34258417696661797,0.56200676664141203,0.037823217288297802,-0.56516922124447844,-0.56560508206257454,-0.36406299983573343,0.57635601238446355,0.022636602866059678,0.57956812711923467,-0.58000695980974293,-0.00010120316947176528,0.00043827273080956696,2.3972007743790171e-05,-0.0012355436547715017,0.00019172252662075909,0.00038510993753008321,0.0063777144019580593,0.0074407130468513126,-0.083418562150945494,-0.0062550087007602782,-0.0065336551179663565,0.0048943720421520233,-0.0015594443515333223,-0.030577935774464382,-0.0014309537822790898,0.0014352412468953378,0.032110277734086562,3.1911006724396684,-0.033204557851476246,-0.029056556311764032,3.1722023964547224,-0.023760604744032493
hold,0,400,2,4.0059999999997808,0,0,0,0,0,0,0,31.560840757341943,31.643901022263776,0.00048155167274316346,0.00018767983182917808,3.3375964533735852e-05,0.00018314578922662896,0.00019954539256163774,-0.0014707354566384193,0.34769251110711458,0.99999654829425277,0.0023843178810730595,-1.4044890329424441e-05,0.0011037348243913866,-0.34257345343566831,0.56201729990742277,0.037695938441404987,-0.56517835026817209,-0.56561457875121879,-0.36405382984812534,0.57635311050075444,0.022575709878690876,0.57956536676724379,-0.58000419205297493,-0.00010803243389408985,0.00043794076523450727,1.9897738212994568e-05,-0.0011327933066039764,0.00018103674660023094,0.0006904829578965523,0.0053617654748197487,0.0052666330053748964,-0.063639423446405968,-0.0045645118468219349,-0.0047483443221458185,0.0045849938040511927,-0.0014509418545682585,-0.030446493684400402,-0.001380175995461453,0.0013838783840241012,0.032110277734086562,3.1911006724396684,-0.033204557851476246,-0.029056556311764032,3.1722023964547224,-0.023760604744032493
hold,0,400,3,4.0079999999997806,0,0,0,0,0,0,0,31.560924315868537,31.620741749602306,0.00048255201377314649,0.00018293848789477374,3.7280363441403677e-05,0.0001831517287729555,0.00019931675740687417,-0.0014698641182439177,0.34769254309278175,0.99999654966973717,0.0023832857333460932,-1.3876497747670106e-05,0.0011047195012643836,-0.34256511139538526,0.56202419440357776,0.037606333530116359,-0.56518460878291921,-0.56562104258382195,-0.36404524895473261,0.57635042694577321,0.0225149706236406,0.57956273324355823,-0.58000155230129324,-0.00011431757738178343,0.00043566919725082534,1.5992833587967301e-05,-0.0010319477534528789,0.00017187901989681331,0.0009842849509705202,0.0041710201415346799,0.003447248077491501,-0.044802455644314398,-0.0031292573735768074,-0.0032319163016067713,0.004290446696365734,-0.0013417774905950476,-0.030369627525137683,-0.0013167618427765316,0.001319875840843521,0.032110277734086562,3.1911006724396684,-0.033204557851476246,-0.029056556311764032,3.1722023964547224,-0.023760604744032493
hold,0,400,4,4.0099999999997804,0,0,0,0,0,0,0,31.560989583832139,31.600968535303473,0.00048305058091701464,0.0003726502664007942,4.0050596421576078e-05,0.00018315362911303505,0.00019907647289189555,-0.0014690016994193522,0.34769256754634115,0.99999655049145064,0.00238235418185086,-1.371653576290304e-05,0.0011059862603194635,-0.34255944150213841,0.56202805369968045,0.037552791375109494,-0.56518843516615447,-0.56562493644904555,-0.36403723040254798,0.57634796714542769,0.02245428026384114,0.57956025238423547,-0.57999906638253751,-0.0001201422574893121,0.00043120941228268959,1.2226779702638204e-05,-0.00093135594814762837,0.00016400959613473696,0.0012663854681362698,0.0028349466234332352,0.0019296480513207787,-0.026771077503433893,-0.0019131916176421938,-0.0019469326118039055,0.0040092760923222557,-0.0012299001727735413,-0.030345179899729402,-0.001240429661378339,0.001242959377840566,0.032110277734086562,3.1911006724396684,-0.033204557851476246,-0.029056556311764032,3.1722023964547224,-0.023760604744032493
hold,0,401,0,4.0119999999997802,0,0,0,0,0,0,0,31.560734823762594,31.583605172261166,0.00048313740419558826,0.00063107670964803462,4.1551497341908754e-05,0.00018315240954675093,0.00019881541879792426,-0.0014681617422071373,0.34769258979488732,0.99999655081123207,0.0023815263045406198,-1.3565786079627677e-05,0.0011074809562872283,-0.34255728436607963,0.56202938823882287,0.03753743323578794,-0.56519022545446873,-0.56562666600429656,-0.36403001285752534,0.57634577163292022,0.022395416437397415,0.57955800969807358,-0.57999681290773775,-0.00013052704698564876,0.00041997860610746299,1.1124273089591589e-05,-0.00082768798717422444,0.00015522568376916796,0.0014943426745955444,0.0010785680293814519,0.00066726957122536048,-0.0076790696607778007,-0.00089514415715723672,-0.00086477762548454106,0.0036087725113187171,-0.0010977562537338463,-0.029431913221861811,-0.0011213430809350025,0.0011267373998923723,0.033027731130382661,3.1923337760883892,-0.032128511219833303,-0.030041168730700042,3.172698122658038,-0.022169763783559653
