tick,time_s,profile,status,solver_status,hard,wbc_time_s,contact_left,contact_right,planner_xi,planner_dxi,planner_ddxi,xi_common,dxi_common,xi_differential,dxi_differential,common_error,differential_error,max_normalized_slack,max_wrench_residual,max_torque,tau0,tau1,tau2,tau3,tau4,tau5
51,0.52000000000000035,step,0,0,3.5802988351818499e-09,0.00028027400000000001,1,1,-0.01100717266978078,0.01,0.5,-0.010894861660706568,0.01588607222124569,-0.0014961869544858194,0.0014645406740934029,-0.00011231100907421222,-8.7336219644838266e-05,3.3976733532370927e-05,0.0016988366125837303,3.2486833848054335,-0.027830016734238509,-3.135511342951713,-1.0720548452886227e-06,0.029690993062316397,-3.2486833848054335,-1.0472899280068383e-06
52,0.53000000000000036,step,0,0,8.4930860122511831e-09,0.00025670199999999998,1,1,-0.010857172669780779,0.014999999999999999,0.49999999999999989,-0.010789777791633955,0.0069819551137700157,-0.0014830810185375281,0.0012277054277139259,-6.7394878146824488e-05,-0.00010044215559312959,3.3728637757017735e-05,0.0016864318837420415,3.2432085882392219,-0.017506720254045774,-3.1303069426092374,-5.7253071714695478e-07,0.040226413632741889,-3.2432085882392219,-5.4801066473188297e-07
53,0.54000000000000037,step,0,0,4.6086036098458294e-09,0.00025703299999999999,1,1,-0.010670652356527664,0.018652031325311444,0.36520313253114445,-0.01067342434483582,0.016099915558469676,-0.0015194163272823627,-0.0056312797582681083,2.7719883081561703e-06,-6.410684684829502e-05,0.00012016718020890085,0.0060083592093965387,3.2272635025940248,-0.056655469181904256,-3.1531724731612347,-4.8284461007356629e-07,0.067248433233218413,-3.2272635025940248,-4.8969576841885424e-07
54,0.55000000000000038,step,0,0,4.912629414377534e-09,0.00026385299999999998,1,1,-0.010459735696574579,0.02109166599530855,0.24396346699971058,-0.010452806269513861,0.024063115483269143,-0.0015408639720915565,0.0017439978748068543,-6.929427060717655e-06,-4.2659202039101174e-05,3.5871390725044512e-05,0.0017935697329177003,3.2498211719695167,-0.03198067889059511,-3.1394705239885279,-1.9053424324528739e-07,0.029005945718536662,-3.2498211719695167,-1.6688995520191032e-07
55,0.56000000000000039,step,0,0,3.0400206796343809e-09,0.00025686900000000001,1,1,-0.010233884822999424,0.02258508735751542,0.14934213622068704,-0.010191170078393595,0.028239081965805542,-0.0014980910656881546,0.0031381344364010168,-4.2714744605829372e-05,-8.543210844250311e-05,7.8124859473738246e-05,0.0039062430254066154,3.2587339645667357,-0.027105015812937654,-3.1371774111237198,3.0031090753634044e-07,0.015038278385213519,-3.2587339645667357,3.3241826433706518e-07
56,0.5700000000000004,step,0,0,2.3060748687313618e-09,0.00025645699999999997,1,1,-0.010000419607107703,0.023346521589172081,0.076143423165666094,-0.0099264921133914181,0.0240184184332808,-0.0015183638814410105,-0.004357500418554568,-7.3927493716284542e-05,-6.5159292689647222e-05,8.7675702255123414e-05,0.0043837853223062653,3.2384230919130252,-0.060299251090639119,-3.1573081641414809,1.0159293948538751e-06,0.051304665322862264,-3.2384230919130252,1.0148346979402322e-06
57,0.5800000000000004,step,0,0,2.5672831638345883e-09,0.00025550699999999998,1,1,-0.0097649404767657325,0.023547913034197,0.020139144502491838,-0.0096783179072265808,0.027299449371938629,-0.0015102740455647775,0.0024918013590585538,-8.6622569539151692e-05,-7.3249128565880221e-05,6.457175703031722e-05,0.0032285880423860939,3.2594274481533807,-0.033018943091418756,-3.142206257524208,1.4361060783022228e-06,0.016105280494872226,-3.2594274481533807,1.4649320118673775e-06
58,0.59000000000000041,step,0,0,3.2929156068561838e-09,0.00025346100000000002,1,1,-0.0095316721212587632,0.023326835550696982,-0.022107748350001788,-0.0094428049997572448,0.020528177758992575,-0.0015160452247347384,0.00022815896563583432,-8.8867121501518334e-05,-6.7477949395919334e-05,1.577785904502747e-05,0.00078889288770793474,3.2521286227441104,-0.039877436694706718,-3.1470643555128452,2.0826159866868623e-06,0.030039909263517427,-3.2521286227441104,2.101458347629176e-06
59,0.60000000000000042,step,0,0,4.01575417363631e-09,0.00025373600000000001,1,1,-0.0093037425384893974,0.022792958276936549,-0.053387727376043304,-0.0091890608762515077,0.025962437863724628,-0.001511436969806791,0.00056787434454312613,-0.00011468166223788968,-7.2086204323866705e-05,2.5564879512572832e-05,0.0012782439870749351,3.2572427845728247,-0.043701314106868325,-3.1498426158236574,2.4580712303853236e-06,0.022241452470254022,-3.2572427845728247,2.4787773957618377e-06
60,0.61000000000000043,step,0,0,3.6673885039917309e-09,0.000251504,1,1,-0.009083409268221888,0.022033327026751023,-0.075963125018552527,-0.008985376216161009,0.018693370940285524,-0.0015192585920736244,-0.0010455138301420676,-9.803305206087902e-05,-6.4264582057033288e-05,9.9688099389457458e-06,0.00049844054380062492,3.2511148963510839,-0.047293972353298769,-3.1527266196253123,3.0018754656426323e-06,0.033989581763243959,-3.2511148963510839,3.0153134427593333e-06
61,0.62000000000000044,step,0,0,1.442576169630172e-09,0.00025273400000000001,1,1,-0.0088722425124345191,0.021116675578736928,-0.091665144801409554,-0.0087711565508636399,0.019997082196215606,-0.0015081003272126286,0.0030349429792807091,-0.00010108596157087923,-7.5422846918029099e-05,8.3686877348865892e-05,0.0041843439834794768,3.2642036675995061,-0.030646955982712758,-3.1437301758065974,3.3137634353464868e-06,0.012392836754126146,-3.2642036675995061,3.3454696958722621e-06
